target,Altitude,blh,co,CVD60,Day,Hour,Latitude,Longitude,Month,no2,o3,pm10,pm2.5,so2,t2m,tp,wd,ws,Year,Region_East of England,Region_Greater London Authority,Region_North East,Region_North West,Region_South East,Region_South West,Region_West Midlands,Region_Yorkshire and The Humber,Season_Spring,Season_Summer,Season_Winter,Type_Background Suburban,Type_Background Urban,Type_Industrial Suburban,Type_Industrial Urban,Type_Traffic Urban,Zone_Blackpool Urban Area,Zone_Bournemouth Urban Area,Zone_Brighton/Worthing/Littlehampton,Zone_Bristol Urban Area,Zone_Coventry/Bedworth,Zone_East Midlands,Zone_Eastern,Zone_Greater London Urban Area,Zone_Greater Manchester Urban Area,Zone_Kingston upon Hull,Zone_Leicester Urban Area,Zone_Liverpool Urban Area,Zone_North East,Zone_North West & Merseyside,Zone_Nottingham Urban Area,Zone_Portsmouth Urban Area,Zone_Preston Urban Area,Zone_Reading/Wokingham Urban Area,Zone_Sheffield Urban Area,Zone_South East,Zone_South West,Zone_Southampton Urban Area,Zone_Southend Urban Area,Zone_Teesside Urban Area,Zone_The Potteries,Zone_Tyneside,Zone_West Midlands,Zone_West Midlands Urban Area,Zone_West Yorkshire Urban Area,Zone_Yorkshire & Humberside
1,-30.0927494297138,639.359311584469,1.44307252758804,0.174642455054121,13,7,51.5991051105021,-0.78003745909998,3,76.3551165618387,17.7366551894435,36.4797440041559,18.6457397124855,13.8097847012474,282.710063469796,0.0003745771900166,242.091722315534,6.27835819113461,1997,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,7.40848739709612,1228.81509833483,1.44177019257025,0.246475257492273,21,23,52.6491395302142,-3.19262965597466,9,78.5891379131007,43.4283010199927,36.4658614871287,18.6402595226488,16.7439100231274,286.559640960181,0.0009841088725952,297.358909421782,11.9235555593424,1990,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8,82.4010804347929,1421.66691000154,1.4521389356155,0.183499875507399,2,15,52.280942501064,-0.0530044718417333,7,76.337844926682,17.7524550531232,36.4658039933471,18.6428984705466,13.808685119236,295.60748268276,0.0004585349036516,247.351565019923,7.36680023933708,1983,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,131.756923324683,492.5155098943,1.42536452149124,0.154669771896899,11,17,52.2302050394599,-0.262310871248223,2,72.5161243520448,24.5685782613427,33.7139085346094,18.6443856748728,13.4559879846171,281.893736451293,0.0004617891588708,209.223672793892,1.01364900185169,1992,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,65.5599086364772,263.45257584149,1.44150336881303,0.153469532108602,27,18,53.2409884120738,0.305261367485154,12,76.3460089669072,17.7481475484664,36.4637679287739,18.6414439324867,13.8090408794736,284.320838705334,-0.007266077898992,242.6362440262,3.58712848334693,1994,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7,-65.5497256116207,992.662057477166,1.58310396646606,0.175925970528225,12,14,53.1322237699208,-2.90101545846492,8,84.9503527932674,17.9267938466735,35.9832649554601,16.1167006136157,18.5123375348355,292.985127012755,0.0010195412346209,209.786703408134,5.2760409247473,1990,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,55.4185952020573,1145.89783117845,1.44179028845984,0.184672846505014,23,2,52.29959039747,-2.01462890908371,11,76.3119684206211,17.7542419158297,36.4913278488148,18.6457244925971,13.8098709006072,279.418352314133,0.0010190029520886,211.763909923679,12.7325005480922,1986,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,184.703056481898,1825.61075078987,1.19550628398445,0.109419393092237,26,16,53.4034736694998,-0.309396637296308,12,80.4542235388863,71.7529000340808,31.8835884579797,18.6407438864658,17.4229895249095,285.715364560523,0.0004302762983204,278.104817341868,17.863358695341,1986,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,51.5546149243942,556.268956026981,1.44715300709272,0.242012418493806,7,10,53.3496039384476,-0.907824790548994,12,76.311704160083,17.7459571303063,36.5652520042715,18.5239054218474,13.8531336323122,273.082828177012,0.0014230920728499,242.482294905287,4.60255371043977,1993,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-62.2166252031578,1047.99008830217,1.44293655824969,0.230951631489779,28,17,50.2051872822451,-1.83383506031166,3,76.3936396541747,17.6817521758666,36.5118917124083,18.6355601072794,13.7973752013063,279.860330600827,0.0012826980375599,447.165838314,1.97417912740101,1982,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,114.339290144979,484.610425221615,1.37215029283881,0.192174272779023,23,4,54.080447685747,-1.58457543050821,9,64.8069025050616,16.3302191883441,40.2894649376693,18.6348802532772,15.7265323194172,284.794227545814,0.0002331919514803,171.922957545797,4.34915045914077,1983,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,238.663952253649,608.474089434214,0.290333833301593,0.101653045475454,28,22,51.9816721428974,-0.832984547720602,10,60.028865671205,49.4960141261125,24.1069558034944,18.6480795141295,6.9265713840377,281.70732144695,-0.0006781872556962,171.564600403067,7.74957570390252,2000,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,194.592319055103,387.391876448134,1.75706022705821,0.12581911492962,25,3,53.6173565168148,0.615746797152129,4,17.7758668441783,14.3262705714896,22.5937551373671,18.64806836735,12.0189649264818,279.661470749849,0.0012844960931635,205.978328171633,4.01103669049571,1998,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,77.6495166621345,15.5310492421692,1.16957177202768,0.220442458300584,2,5,52.7846199660077,-0.996190636289124,3,76.4443716378747,17.7437847102937,36.4639248570455,18.6424513996182,16.3442544499132,272.56085088679,-0.0012487999382906,263.700011114025,3.1007349728044,1994,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,155.516475500036,836.421385747169,0.945906443500261,0.282134315803125,15,18,52.8683416869776,-2.5421412115746,12,40.9320353896347,4.77936800813424,32.5328344149816,18.6446969371818,7.57016135445931,275.579136507591,-0.0027211696303877,142.53753766112,5.98130381394841,1989,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,90.7170443986683,743.573885958782,1.08699005873704,0.172243753530779,1,12,54.0865680100844,-0.892082714087596,1,97.0076161824255,17.9303344834366,32.1895148854219,18.5823903968358,4.08180198082299,270.340481097393,0.0038682899812024,148.567392336714,4.5632408982884,1986,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7,90.2855739473726,317.043733449898,0.56591798747119,0.283203748379057,7,23,52.4876089443408,-1.67427812804267,10,59.4282825310841,15.6451031362079,36.4844661147144,18.6434390380045,11.7990690686528,283.635562515584,-0.0050259562458625,-6.63490238797462,5.07402057063248,1998,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,68.0568298359432,3.70343540453278,1.44206612488618,0.170866845129511,31,22,54.2723134995679,1.58735949185076,2,76.3740015459215,17.7013484506041,36.4747373737058,18.6433288705833,13.8118877213856,272.926060293291,-0.0001168935225665,150.511356656394,1.90217876430171,1981,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8,124.812468776445,685.341810708102,1.44245900510813,0.149791383492159,9,20,51.7290732757095,-0.960534173371489,4,76.331826881285,17.7687108198331,36.49258533866,18.6495480951152,13.8209520087171,280.107097591805,-8.33834481634966e-05,37.3616509697342,1.93974445653289,1992,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,117.991783438414,181.129644639361,1.44157125587828,0.18057614742239,25,6,50.8862022990457,-0.108455144988278,6,76.3963371641782,17.7324786300421,36.5030216732863,18.641898156997,13.8000411876267,281.145177424084,0.0009254039241481,235.583484215787,1.96956999612985,1991,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,74.2796714418398,270.39477174413,1.44277921406878,0.256510122964058,11,11,52.1124896598065,-1.00995157664368,12,76.4015640834017,17.7733734666667,36.4843952891528,18.6449208710762,13.8126086361736,278.61288685037,0.0007534017300683,306.713144717309,6.07806164708981,1990,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9,32.0288503225201,1116.31347466635,1.44267102474741,0.16683210351679,18,19,51.9240407205358,-1.40117986281481,4,76.4260569039453,17.7205072627471,36.4949443441041,18.6454530266568,13.8099008202735,288.655313688855,0.0002250403453571,313.078344921677,4.77541670329007,1990,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6,-57.5894509880975,727.439188932529,1.44319251385961,0.165998841270215,2,12,49.8576455129225,-2.84404408970753,8,76.3351029815324,17.7257111689643,36.4594870103118,18.6440031971541,13.8077582941092,289.13827129293,0.0010574935637246,214.9160920022,5.09448502137973,1992,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8,168.513528930886,-35.1395704374288,1.44154190675627,0.134591799638242,16,22,52.712569532986,-0.268088447371386,5,76.3480831360978,17.7560792138517,36.4783197966821,18.6423123993053,13.8140166383953,283.542205431827,0.0026817388218099,31.5875807978226,4.49996766506171,1988,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,72.4990334302051,965.317006556691,1.20415072123374,0.203334939579649,23,21,51.9696956927412,-3.2588159863357,7,80.9130883183225,17.7533536960042,36.4667180133477,18.6400042601969,18.2503212391889,292.541565262155,0.0006334292492566,102.322842956917,5.15742605627995,1983,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,-46.3562784078007,157.988421057991,1.17373280590945,0.15246196376765,29,3,51.7288490141276,1.18868406668087,8,93.3509891661557,16.9394690988916,34.9819582840548,18.9355422003967,6.61977818688139,288.289474097858,-0.0008950942268591,323.122398566071,2.47635270409511,1998,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,40.0826735711839,568.793700517585,1.44461941155037,0.127345960069537,9,16,53.4909822145329,0.434259557704674,9,76.2887405620796,17.7337021568555,36.524343205154,22.4958039422847,13.7970975389836,284.140687289247,0.0007051989032342,215.721325180553,3.53625350816257,1999,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,144.773754507054,-65.7966368829679,1.44177051682849,0.17298482315681,3,3,50.644969627284,2.5279029414286,11,76.3274830939369,17.752282751896,36.4917274334628,18.6389695138081,13.828143122331,276.040622000132,0.0009109264395545,185.95569084055,2.45689163253267,1985,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,116.419058246339,250.699824146539,1.44202547828017,0.214799614344551,26,6,53.1695295701931,-0.962704819829928,8,76.3133658224615,17.7482677718835,36.4827303102064,18.6409924075862,13.8003800134854,286.028260906562,-0.0008753439650417,243.638400938216,3.74740763789897,1996,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4,177.140060804508,420.557810267537,1.44141864117538,0.160105671719675,29,17,53.275169450167,-0.593257878143485,3,76.3323238512579,17.7516043457635,36.4877315323509,18.644732083765,13.8450565483041,278.726677103811,7.71000752115258e-05,144.948750412492,3.89744259054815,1989,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,101.462672317647,778.829700137533,1.44383677250002,0.312985547622812,7,11,50.9757484277364,1.45314043686277,12,76.3282087796059,17.738711253216,36.4805304484717,18.6375757420361,13.8049128149912,280.196986228115,-0.0029501784731992,146.143366101067,6.91371788148206,1982,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2.06025214527557,139.177301549176,1.44209652533699,0.211630852898686,8,7,50.9491311929292,0.652897348117208,10,76.2962131371012,17.7574848569127,36.4942142864022,18.6449691909257,13.8097038872454,278.41882721416,-0.0014613472997093,247.385485025636,1.89657854035829,1984,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,-118.371351394689,929.090818978028,1.44254691203601,0.111231209024148,10,8,50.9954591825371,-2.60272823236985,5,75.9453188703366,17.7491136505141,36.4763427726576,18.6419535603715,13.8021657196695,282.268463845761,-0.0008799890096061,193.568633424315,5.35190351665845,1987,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,40.84529982996,689.116688639935,1.44220137612642,0.204564094459991,24,19,51.3594770306036,-0.938201875398048,4,76.33275445085,17.7230048752743,36.4574610354335,18.6457126205244,13.8062102433007,279.458008533197,0.001568431531744,11.1102586190968,2.98122965406143,1990,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,35.3531484826534,481.948341312586,1.44282559684661,0.215237323126152,27,22,52.0400854919477,-0.382903957230464,7,76.3722765637826,17.7415663725303,36.4424229697969,18.6469051324597,13.8299063953648,291.361679106225,0.0005360234504791,259.500574042748,5.14230591084625,1989,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,76.8183691552239,1390.80894183782,2.54880701052071,0.19511292189737,18,23,53.0026650679875,-1.69965191665147,11,95.8973276795395,38.415302321994,35.6293320085477,18.759901602487,28.7286334719433,282.92778937002,0.0019179795402384,282.908511847027,13.1819387510872,1990,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,99.0394314921097,990.391800328717,1.14157558640683,0.163202202370723,2,17,53.7952914525252,-0.816025518457365,11,78.409590650909,-18.0335901080579,39.6136121077293,18.6473781128555,16.9139842439904,282.886417242866,-0.0016480942534675,300.057515272472,7.48044331850121,1986,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,2.89828954080579,720.589059424761,1.44194619877513,0.198271564987569,21,17,51.6267929526029,-2.73700141812206,11,76.2479790079474,17.7771621896406,36.445044803278,18.6405698798708,13.8102433432238,283.655963509973,-0.0005612983202466,165.102873526815,7.13936984970934,1997,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,8.64675986939644,890.188378954227,1.44182609918216,0.199763820533476,16,11,51.9311957032868,-1.13848988235613,9,76.3051661952798,17.7397276529184,36.482382642946,18.6476323978768,13.8162504196847,286.902901542553,0.000481435084744,258.559389274417,3.18081061689665,1989,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,311.529444805462,456.915503504129,1.27350703911215,0.168611038348939,2,22,51.922164107645,-0.788569131404116,6,72.2540008621977,21.1985268015887,35.6293330964108,16.2138713448967,22.4271191849326,288.645134754826,0.0002512881242569,240.470308118026,6.89554723346582,1983,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,157.157011243883,1121.51447114453,1.4408353307847,0.158699930267172,26,19,53.5162378312934,-2.1165782653513,7,76.3532440855347,24.027732641995,29.5763748051741,18.6403034135361,16.3442551849779,288.419313928271,0.0014366337576106,248.878434068418,8.20979351304261,1993,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,59.2378934805626,159.868042994578,1.44217705388273,0.143046216291606,14,1,49.0854620439717,-1.11458016009324,3,82.0141642888828,17.7355403244641,36.4761722791524,18.6446935534592,13.808181305773,275.378615387979,-0.0004117969011299,306.135982776918,3.3055490670539,1985,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,85.4086938822957,171.83455847539,0.729823250416931,0.222339718078153,23,9,51.6829971180101,-0.209713964836863,11,45.2353417277633,31.7018899220954,25.9500177689296,19.343178218038,9.60298639375291,281.034925908558,0.0035239607670328,247.11737832561,4.27114254539616,1999,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,-43.9379433037687,526.160383650247,1.44051796805926,0.175106919361656,20,15,52.302763243141,-2.01774632570698,2,76.3914414901959,17.7403970146968,36.4439388248212,18.6382798821704,13.8301198645715,283.913816538263,-0.0003745907763318,221.379862759119,5.22740446047466,1985,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,64.3147110319844,181.299141544835,-0.396424235200361,0.231255938717808,19,0,53.2170863741706,-0.332252896031546,1,29.4138508008127,37.6263771541375,18.2325785522089,18.6417876071737,-0.84844484821534,273.13033862598,0.0006518679646116,60.9596204272964,1.57982751749498,1997,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,108.939593359155,698.400217792702,1.44197103685157,0.145289744316228,9,19,51.9908161492628,-2.1597670658352,3,76.3151377332618,17.7914719950333,36.4140442012528,18.6406572368231,13.8185368551531,279.911975048628,0.0012362248245346,115.64166352707,6.05900981167195,1993,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,-8.78139910766932,1677.52015571296,1.44267752559604,0.169408880295601,23,14,53.4021177787624,-2.31476720881126,4,76.3406777951059,17.7471072217668,36.4068022588504,18.6482428644841,13.8135585128008,282.619663484875,0.0025326899576651,167.365864827804,5.81979537160541,1998,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7,86.5372463847563,43.8525923592316,1.4421665710277,0.138435409787505,26,0,52.104335564308,-0.968758607588816,10,76.3299531892471,17.7515791230009,36.447640722557,18.6355212375389,13.823002244128,282.903751367365,-0.0017579344543172,228.878412342665,4.41521655999199,1982,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,75.7839316031127,338.779832474618,0.840512652104725,0.163493540704536,25,16,53.28088176194,0.244883944079466,11,52.3593238748689,17.7448293945758,23.7010106133165,18.6262463274116,3.49188537349104,282.324684759768,0.0008705081742032,178.527378773722,5.58426369352797,1996,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,38.3884200257757,298.503320815121,1.43993109638149,0.216591464535781,6,5,52.8688874259195,-1.39271889524061,7,76.337866739598,17.7715820285781,36.4994470727526,18.6409417745069,13.811240566052,289.396081009874,0.0001221792589262,4.69707419228286,3.85653740559176,1983,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,173.710364484867,950.253088016561,1.44002485979724,0.133319112565297,27,14,55.2315308126613,-5.88168909623299,11,76.2959071493518,17.6969918340546,36.4455863499416,18.6495485700044,13.8127706213706,277.762630461084,0.0037126177834147,230.767853063996,8.85075513545534,1992,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,180.154304170533,1001.83112908117,1.44160305184119,0.144256762538428,21,12,54.5181668625556,-1.97196260746624,8,76.382369473516,17.769159721514,36.4721228753437,19.8392129473097,13.8234215195203,286.931019351251,0.0010560628085333,200.028699582584,1.29964298213478,1986,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,-22.0455755566537,337.879254702651,1.73454801636785,0.154843623990633,12,1,53.4627410829084,-1.59680641521014,7,71.8402674633995,17.735924674759,36.4835575326874,18.6448492302426,26.9998941679343,285.270428217408,0.0003296156540659,560.567181543125,2.22827833586649,1990,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,-22.2663250588227,154.005181347125,0.832417248770078,0.184405102409665,5,3,52.8746174859293,-2.11721206279586,11,43.4368837026458,13.3815087881275,32.5328391393063,18.6723496873575,11.6168012238525,277.953762493155,-0.0010610761469807,234.616548800652,2.58924911486717,1992,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9,13.4040811073108,1365.61360704356,1.53536088489389,0.158270216902292,14,19,50.3450929043215,-2.00998308819581,8,63.9048267220649,17.7999273775902,56.279346272058,18.6362849129275,5.57511710159492,291.300815656166,-0.0005909851806664,276.284243760399,2.7841555938701,1995,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7,121.732490661497,1257.7510318078,1.86076901199833,0.117730642940365,19,21,52.7733975107864,-2.01125316469207,5,63.0329430426407,17.8746501763323,33.4881354483175,18.6417787807378,13.5122714061526,284.815072318697,5.75393276978494e-05,267.823465727446,11.0891709653418,2000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5,-169.905002224706,467.728189974253,1.44148655188193,0.186643558798502,30,10,52.643700076528,-0.782526937866242,10,76.2923654074679,17.7491878979986,36.4788681795357,18.6357125615314,13.8119092942986,280.806684955975,-0.0002757232736532,197.459022329625,0.770887582681297,1997,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,-45.9794486477419,951.722541739127,1.4549957552184,0.169054713766236,27,9,52.9435723177907,-2.92192818833213,5,87.513154245196,17.7410138482204,36.5289298063622,18.6405907276293,30.9393316744939,288.372490832886,0.0008196483936756,243.423728639129,5.4551429760968,1996,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5,222.162439739231,863.473194559424,1.27350705700267,0.213476780006486,21,13,55.7751183654542,-0.260555673771462,12,74.7570561742915,28.4287558587921,35.6293338674883,18.6424521707604,22.4271199294337,279.058391462959,-0.0010950150195109,102.71734792033,8.05957539942081,1994,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,93.6125034662981,223.15781676352,1.44192126465966,0.199589620276671,5,19,53.3531946465186,-0.684722089710637,10,71.6963316745167,17.76705909161,36.47321281074,18.6417151445444,13.813821085071,280.065755765889,0.0016594593678344,143.241237534983,2.04187380129876,1987,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
