target,Altitude,blh,co,CVD60,Day,Hour,Latitude,Longitude,Month,no2,o3,pm10,pm2.5,so2,ssr,t2m,tp,ws,Year,Region_East of England,Region_Greater London Authority,Region_North East,Region_North West,Region_South East,Region_South West,Region_West Midlands,Region_Yorkshire and The Humber,Season_Spring,Season_Summer,Season_Winter,Type_Background Suburban,Type_Background Urban,Type_Industrial Suburban,Type_Industrial Urban,Type_Traffic Urban,Zone_Blackpool Urban Area,Zone_Bournemouth Urban Area,Zone_Brighton/Worthing/Littlehampton,Zone_Bristol Urban Area,Zone_Coventry/Bedworth,Zone_East Midlands,Zone_Eastern,Zone_Greater London Urban Area,Zone_Greater Manchester Urban Area,Zone_Kingston upon Hull,Zone_Leicester Urban Area,Zone_Liverpool Urban Area,Zone_North East,Zone_North West & Merseyside,Zone_Nottingham Urban Area,Zone_Portsmouth Urban Area,Zone_Preston Urban Area,Zone_Reading/Wokingham Urban Area,Zone_Sheffield Urban Area,Zone_South East,Zone_South West,Zone_Southampton Urban Area,Zone_Southend Urban Area,Zone_Teesside Urban Area,Zone_The Potteries,Zone_Tyneside,Zone_West Midlands,Zone_West Midlands Urban Area,Zone_West Yorkshire Urban Area,Zone_Yorkshire & Humberside
4,140.088039648533,422.365711600087,0.737480064007323,0.170802239594196,27,13,51.7082614400932,-1.50970757697965,10,242.193966178761,17.7568190429197,36.4729417314212,18.7841209211669,13.8057252820917,5718843.65200119,287.89923727557,-0.0028912942358883,4.57637533732459,1988,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-82.2371023953252,475.641575718407,1.44222793107569,0.227992491006754,17,8,54.1343763120181,-0.890771758921882,9,76.3253374831657,17.7097210436234,36.4961232873824,18.64355472233,13.8563076173518,483060.202851545,282.928860730054,0.0025876421440546,1.93396778310871,1995,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,-3.12435427559188,-75.2374962249526,1.32069823611335,0.249274003850889,25,5,53.6003495866461,-0.975607724397018,6,66.7589773495137,17.9725970331039,38.6867658312425,18.6445136471563,14.6391869747063,65542.7013599406,276.812449435481,0.0005853174511884,1.55672759498931,1985,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,-19.3751057787602,483.845817833167,1.44192863798617,0.192925689149212,6,22,53.3514860650175,-1.39942707739603,3,76.0513081757961,-8.55489422434903,36.4725050249658,18.6726818987602,5.38845275588855,3329916.16378874,279.013135246962,0.00065814934776,7.34733350170064,1992,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,76.4284883782246,-625.434994234348,1.27350702604585,0.242155915629767,1,17,53.299815468628,-0.865061954257938,12,83.3141969242384,25.87350748758,35.629333436532,18.695260095845,22.4271200583281,-1671311.37990868,270.175522369847,0.0012934802993434,-3.94535283119353,1991,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,101.270228404667,326.435859222089,1.44111100853227,0.133384879900583,4,4,53.9539400755965,-0.4254840098282,4,76.3625960833694,17.7607195008926,36.4917087633726,18.6426883691525,13.801453720082,16.9574110494646,274.508892224424,0.0005099840461933,2.56584608751585,1983,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3,85.2384119351643,1369.88673271689,1.14157555903097,0.190767225716754,15,19,51.585797118098,0.968287363264176,6,102.633665378001,20.4989912549385,36.4564011584492,18.5828720245735,16.9139839829905,7342640.09163703,287.139658190503,0.0025275090719396,2.59737207754108,1982,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,146.78727938646,496.451668247598,1.34658454473908,0.156299084737545,7,6,52.2449578694007,-0.45852181531593,4,18.6927567399378,44.106938780041,24.8387351586283,18.3891756705993,8.29924295095954,106743.637267197,283.01923481252,7.02647692372711e-05,4.68878967191248,1998,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,-66.6614692315551,1021.55676185966,1.44148309015795,0.154805302261196,29,20,50.8043802135604,-1.69963200615696,7,71.006441089463,113.696502291855,36.4967941226705,18.6434927550052,14.3102874610111,12483817.4290696,296.352935965273,0.000899179012991,1.91141863871985,1995,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,-28.5760654262515,834.389261005203,1.44147614222107,0.0958930746518885,30,15,52.4283532050525,-3.26254332475921,3,76.3644354355827,17.7376535820703,36.4712438538461,18.6414322514452,13.8029314406599,2008050.7960826,278.992930998384,0.0011223225368133,6.42563569483174,1986,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,83.9299051856709,675.90713075912,1.4414748209728,0.26289199472977,7,7,51.8577144978378,-1.28453382886007,3,76.344649545975,32.2537000261494,36.4774699856719,18.63708345677,13.8121597065101,126628.802680066,279.220322126995,-0.0003259291148493,4.83786255700058,1985,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,-24.3619993133122,272.367306522155,0.956073104520882,0.220428503178147,10,0,52.9748998166849,-2.54382166934623,7,54.7010849179583,18.6241106524797,47.3539843344498,18.644824538176,-0.903055028181465,6359629.3486514,287.243538658009,0.0012728900119016,3.8523098513013,1997,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,8.14993424650797,718.931109711699,1.61056835019971,0.114913548238413,6,22,53.0324930505677,-2.09289310204546,5,84.0890135333218,20.0311961492102,32.5263497718594,18.6388786414305,21.5514012264618,2129798.17251914,279.871922377385,0.0053249255815079,7.45146854364779,1997,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,75.8072356473825,284.068605650331,1.4415710691666,0.183067209345539,16,1,52.6901909499531,-3.74199769627422,9,76.3435171837829,17.7348810743363,36.4568484028833,18.6436951601193,13.7911525458068,1903537.04393164,282.311237875071,-0.0014688187039283,4.54532867077019,1994,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,36.9251873501899,511.049182076538,1.4423363735305,0.163911730845862,8,22,52.6771625293571,0.509847400710296,12,76.2620409515823,17.7706470861584,36.490186360924,18.6445236627658,5.466405325548,4998583.16142215,280.210550970882,-0.0067855764309024,3.99796745818425,1995,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,101.584039287846,2333.09121886788,1.44316801047071,0.184713859832667,28,17,50.4185252263534,0.882395648073125,4,76.3537600031501,17.7489329687797,36.4774744651025,18.6495089793351,13.825990072931,6603074.30829538,282.665347414742,0.0001532565116579,5.42744702976866,1984,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,249.150285038487,444.809792681341,1.35210168041426,0.131202061330293,25,8,51.8810523646204,-2.49026849161756,9,76.3123709488865,17.7588683023713,35.8805083948566,18.6481151432998,13.8218541713975,39564.7412807163,280.041748594277,0.0014256035243245,4.42353391447066,2000,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6,4.00471374896463,-512.882552062105,-0.0773266717492094,0.173587883173379,21,2,53.1586543070146,-1.07693656988479,5,71.5446267508208,5.34850440262033,23.1708469002411,18.6417739869892,24.9391962949444,4277168.65337044,280.556509939761,0.001126959694198,-2.03624791939885,1998,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9,11.4968156925927,1338.88594342825,1.44330867429294,0.218915819358156,15,19,52.2036480597207,-0.671318639796511,7,76.2500685291036,17.7392999158589,36.461483176562,18.6416198625213,13.8364685953801,10502387.8019403,289.64226628654,-6.80721186258715e-05,6.80049010232249,1988,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,132.119740177622,126.646316874032,1.41250394468981,0.151642945424393,10,23,52.3619409262279,-2.33787765548585,3,118.163967907684,26.6651644939,36.39041535932,18.6410247393048,12.3985705827031,9727560.10086377,276.218269335792,-0.0001881717223091,2.72746292511264,1997,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,-7.17679424048008,853.376012973543,1.44192557270673,0.181558377300901,5,10,51.1662585483238,-0.735493657618558,6,59.9120181604229,17.7383764862676,36.486662623531,18.6382414593669,13.8078142962879,2824413.12572304,288.906599485509,0.0009725786389937,3.7089032623347,1989,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,116.70171082034,32.1239505014441,0.134127048073484,0.227063237308104,8,1,53.654486521223,-2.83293808109062,12,-115654.397034885,13.6899334557935,33.8548815300791,18.6572466347229,31084.1891509914,-1599002091.46997,271.68303265471,3.89338087459473,2.10126546348452,1995,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,25.3510780187999,1375.37309496837,1.44254700639956,0.13287930185844,25,15,52.1716837101414,-1.29244161618075,11,76.346937027605,17.7496138005957,36.4763421803505,18.6410735313823,13.8021656148253,3293661.2286589,283.210263666451,-0.0026175567577574,14.1911563394786,1987,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,75.9781523766037,800.523431413065,1.42318676454224,0.224133511569505,14,17,52.8944701946068,-1.0428368200364,2,76.2608778801663,17.7266324328625,36.4736513120573,18.6400262900211,13.8350843727803,5386812.10691962,281.158430268949,0.0001400395986259,6.11463861324922,1993,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,54.1547298128933,243.866679480401,1.44468106341838,0.172864860483319,2,2,51.8827376537707,-0.497341990895707,3,76.3321957868007,17.7772573224057,36.4835154558568,18.6370417964903,13.8054332695303,3634392.3466912,275.961236281995,-0.0005201275430248,4.74141663185444,1996,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,-76.5405335774474,428.694109033366,1.35079300546592,0.129543881235461,3,1,53.4268323998841,-1.71724096956621,12,88.7219020086841,-5.52543467115777,31.7108307050878,18.3857743395425,16.7021581804864,-39515.1529157741,281.68931332031,0.00270481173045,4.87215189346806,1998,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,31.3455358189989,668.639453611953,1.44120327692394,0.169662445541419,4,9,53.0013306468789,-3.62975090746541,2,76.2713574723845,17.7643429669307,36.4673001447796,18.6362130430231,13.8272467892234,360227.570764024,277.780689500361,0.0001631932997718,6.8648902423247,1991,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,94.5175182982115,441.169835966353,1.28675311758284,0.12903251151217,6,20,52.5367828096134,-3.11272243998057,9,-1458415.50826635,25.0491344219607,34.4568361974702,18.6386357742004,-103533.367738043,-21562261639.042,289.767400388166,4.83236596085638,1.39621438366576,1981,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,58.0424496807535,1226.83036674598,1.39748582558246,0.134257991896658,6,9,53.4699286077606,-0.388505462300256,8,76.2719503128152,17.6913084634216,36.6941992451666,18.6403327717533,13.7789491540637,1674387.74432943,284.791703313952,-0.0004252564116927,5.43555719989362,2000,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,29.6633186397061,979.864160799005,1.44206614651631,0.17771274499012,27,16,51.2418612182853,-0.312506102434645,11,76.3802007874369,17.7022915020017,36.4747375339305,18.6371930222533,13.8118872319913,2336559.71466174,285.545839446845,-0.0007673088072921,11.2281750249293,1981,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8,171.351455026583,930.781022382782,1.39674432305565,0.180932243742252,3,0,52.6717045605749,-3.00102524665406,4,76.2954282993947,17.7365826739991,37.4422507140483,18.6418961359571,13.8236191304796,-1514042.34457813,282.255115061068,0.0023252438461253,7.87956758322622,1997,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,114.449502315266,759.5791801597,1.42318669811899,0.180083028975048,18,1,51.6236840401386,-0.618773794338636,11,76.2608196887975,17.7265941132994,36.4736514429902,18.6422382172683,13.8350839237575,-1883375.81769185,278.017518854275,0.0083547783999571,8.04490255429992,1993,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,190.072307201013,610.945055962916,1.44247093111327,0.223352378324759,14,11,53.7072067503702,-0.248279717708026,3,28.5825611912871,17.7470675037135,36.4700483138156,18.6401724998277,13.8141527005806,3180222.28558138,276.87454159522,-5.70171000576413e-06,1.45540376836411,1987,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,86.8488827182872,922.732814674674,1.40772622065853,0.114060340399928,28,14,52.6489755147138,-0.757710041372163,2,76.3930007873589,17.7929519205194,38.7566595672231,18.6430196216202,13.8135829312578,2974207.49891836,280.425585504353,-0.0002073784006135,9.50505110338385,1995,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,64.3563959522259,351.824550584254,1.44173647860675,0.169134012542089,8,1,52.5734539070855,-1.22183750270514,3,76.3225041080725,17.7421374939741,36.4788306255299,18.6419604459208,13.809035630689,2768417.31885253,279.650804866162,-0.0003317174568072,4.73649818676911,1987,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,-7.33769488123356,879.54206219511,1.28136755227614,0.144167501273768,10,2,52.2038599533164,-3.29999172982816,6,66.3181747302541,-1.50628678807821,33.5821527312318,18.6361060744476,14.571612850617,911392.009584048,282.227667154603,0.0006648162341574,7.70791379123901,1991,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6,112.891843877608,40.7961960659885,1.44266684757853,0.276715658370306,28,18,51.01100005426,-2.5490213595794,12,76.3242163026983,17.7469228399215,36.4706370494909,18.6440250354907,13.80838826715,3838791.5281959,281.457418682768,-0.002885218138033,0.736470825105457,1983,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5,50.4842724462701,603.976765463096,1.44281502586614,0.205216306669111,2,20,53.3219784952136,-1.93063711872225,1,76.3771395938806,17.695103570467,36.4828338871918,18.6463354032736,13.8012019085943,1845309.338294,275.548818926483,0.001109917969067,6.25208824591006,1992,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,-41.0215827256837,502.987610832744,1.43976197508171,0.162718907894592,2,5,52.1465275041124,-2.19113141738697,5,76.312345611803,17.7676183547287,36.4704278614697,18.6407677202398,13.8046067905786,27884.4151022237,279.986257463081,0.0005327331311052,5.17041121379905,1985,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,80.05448104336,688.39968253927,1.4417403788963,0.225920559745615,5,2,53.1726833270755,-1.90611227746816,8,76.3026979493315,17.7632392173595,36.4839724234772,18.6385448781107,13.7921201374723,1803845.19889643,289.227042837163,0.0010804716956202,5.50687119263461,1991,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8,56.1023340651827,3.83416019662762,1.45213895577845,0.227551255323664,16,0,53.1558133343794,-2.61060434953232,6,76.3355000115225,17.7528115396015,36.4658057566297,18.637796959027,13.8086843386346,9730175.97214107,283.968683002302,-0.0001910756994521,2.26582808620564,1983,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,45.7091775650022,353.898320700439,1.44142238003429,0.211019487556281,19,4,54.4599242150016,-1.24492481703777,6,76.3516049542101,17.7420177355409,36.4891932160238,18.6365151077742,13.7990077005318,13.4677126982512,280.785204730267,-0.0001712548288009,3.19617262508373,1986,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,104.506104661781,598.361902929919,1.44105025152228,0.162291294981085,7,22,52.4139300780435,-3.91387396743943,7,76.3458318325524,17.7407125231543,36.471824358503,18.643622545656,13.8145923433788,7311499.76961009,285.783685379332,0.0003855705759016,5.51405738851661,1986,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,84.7678135736705,1222.51835726696,0.599739714004816,0.184574127106319,18,7,51.054869577358,-1.61942877970638,10,162.47867663237,65.7208085139951,32.8914130285271,17.7313658185325,13.1901056580344,53887.3333589263,283.174761291515,0.0056367159511377,11.7650073925202,2000,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,69.105501467963,137.398848276492,0.427829352029625,0.249095067724773,2,3,51.3601333031843,-0.241614499296694,12,52.4379351556592,27.8712534079634,52.7542203979536,18.6391024415214,19.795601325423,298572.353940942,273.786594942851,-0.0002421326641632,1.44161771359679,1999,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,43.6760476967199,1313.01288907917,1.47553140086488,0.189231812871038,24,4,52.7623951053838,-0.878736855474706,11,76.333136245148,17.7373464095068,36.4920826388306,18.6456669725026,13.8122202662241,40.3369582440315,285.508369301975,0.0012893076456241,13.2351382546456,1982,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,33.8898517265902,274.19078331453,1.39939033886077,0.144027175079783,27,8,54.4405795914074,-0.937817035127715,9,76.2480526312894,17.7681260202093,37.04611287405,18.6358476260155,13.8199232084167,1289108.8429753,281.814335866698,-0.0009495696055546,3.15901617932869,1996,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6,-80.7685794153811,47.3403812127899,1.44126209076747,0.216108185528225,14,6,53.2757564124722,-3.68699109418325,7,76.3304470512381,17.7458311026928,36.4704905430892,18.6377958456609,13.8153057887341,296556.642412499,289.092739909426,-0.0002777447897476,1.89517048039405,1983,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,-14.8068582247438,384.43845378466,1.27350704714489,0.147088202359451,30,21,53.9539585809251,0.469817883624001,4,90.3399516496923,19.3569229434115,35.6293324529492,18.6539883214132,22.4271197797361,8159056.33657193,280.761653509712,-0.0023605839834016,1.92445141080491,1999,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,15.6380688682413,826.20893043515,1.31263820731822,0.16697754713001,17,16,52.4947688562175,-2.02026296101747,3,75.3404654078049,21.7508034740177,36.4730496169899,18.6361054369362,31.7052713383295,4453081.73296035,279.767548389216,0.0003002144094568,2.4852179843521,1991,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,136.730741965767,218.188342013849,1.4414864770043,0.199036685714321,13,7,53.0723640316625,-2.84120478077628,12,76.2933271246332,17.7491492491371,36.4788682988452,18.6457394920588,13.8119094221625,-118908.771315107,279.737407381649,0.0059609501120193,2.87472587367637,1997,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,25.0731936045124,1376.72987504362,1.44114740901045,0.122049495524923,15,16,52.4945129989805,-1.04000065944968,2,76.3387729840074,17.7673040547583,36.4730264689383,18.641024402008,13.8041008333072,1661402.1999421,274.180505702365,-0.0003682513769099,3.01351359117883,1991,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,325.261273898321,133.668766228275,0.988524000392589,0.205675964379615,13,4,53.2194170912514,-1.67933821050173,10,-1.09593177738747,16.7813214585084,24.1449460003644,16.7932795140709,9.04634912193359,-24.9845799317463,279.216956404473,0.0003762754729304,2.73465125523422,2000,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-9.28572590378994,197.243762903825,2.24819185871456,0.096753302297947,8,2,52.8909571443808,-2.56898883655515,11,83.4146434073907,17.7349475636852,36.5791556398585,18.6486354210687,22.12144534559,6106276.00829042,276.027273913039,-0.0086364729634522,1.14214127246532,1992,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-77.576629538755,590.395128567076,1.44099755445518,0.149733307087554,8,7,52.7637465554718,-1.71008804051729,5,76.2763637087527,17.7361135133032,36.4752590324276,18.6398056181074,13.7968611027664,-92802.0699371892,285.42998774583,0.0025687740858595,6.98313805569184,1993,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,171.999443268888,1050.16802034302,1.44181386474273,0.209265634241012,26,21,52.6484811218866,-0.409020301554763,7,76.3963862470148,17.7914502451426,36.4629719514171,18.6393454779191,13.8136907730048,9936764.3620608,287.324619074815,0.0010768098248819,4.19932049997447,1981,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,-27.9194690189646,1284.10834875126,1.44236738986442,0.161186325493442,2,17,52.5953639784366,-1.35890769539355,3,76.3953981836386,17.6984344616809,36.4889680203798,17.9481028509979,13.8448522283544,1816251.13295146,281.714277446061,0.0013412180654976,8.89738952906725,1998,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,175.319115784134,1308.74740002635,1.44145583638064,0.268226812793829,1,23,51.7511676350383,-0.0544405003731407,12,76.3218994288084,17.7521217762301,36.455892274519,18.6455171868369,13.8121988392266,4606334.53991203,288.126707773233,-0.0062544071248761,12.4313921391708,1985,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,78.0079663598484,607.076573656745,1.44236736198681,0.201593837143833,17,3,51.1177743940648,-3.13894283187773,5,76.355100523574,17.7324098029922,36.4864645401763,18.6424771221404,13.7735605402667,1102249.28501057,281.062414822298,5.7474105657173e-05,5.30027471150976,1994,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,97.2208980082198,821.359670141904,1.44302998016638,0.152138077631513,4,10,52.6308982113292,-0.237991415589054,7,76.3048464496428,17.7713846755998,36.481520947882,18.6380205937608,13.7895360440576,3819051.50108511,294.04142277648,0.0014485714782498,2.52660363138535,1983,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
