target,Altitude,blh,co,CVD60,Day,Hour,Latitude,Longitude,Month,no2,pm10,pm2.5,so2,ssr,t2m,tp,wd,ws,Year,Region_East of England,Region_Greater London Authority,Region_North East,Region_North West,Region_South East,Region_South West,Region_West Midlands,Region_Yorkshire and The Humber,Season_Spring,Season_Summer,Season_Winter,Type_Background Suburban,Type_Background Urban,Type_Industrial Suburban,Type_Industrial Urban,Type_Traffic Urban,Zone_Blackpool Urban Area,Zone_Bournemouth Urban Area,Zone_Brighton/Worthing/Littlehampton,Zone_Bristol Urban Area,Zone_Coventry/Bedworth,Zone_East Midlands,Zone_Eastern,Zone_Greater London Urban Area,Zone_Greater Manchester Urban Area,Zone_Kingston upon Hull,Zone_Leicester Urban Area,Zone_Liverpool Urban Area,Zone_North East,Zone_North West & Merseyside,Zone_Nottingham Urban Area,Zone_Portsmouth Urban Area,Zone_Preston Urban Area,Zone_Reading/Wokingham Urban Area,Zone_Sheffield Urban Area,Zone_South East,Zone_South West,Zone_Southampton Urban Area,Zone_Southend Urban Area,Zone_Teesside Urban Area,Zone_The Potteries,Zone_Tyneside,Zone_West Midlands,Zone_West Midlands Urban Area,Zone_West Yorkshire Urban Area,Zone_Yorkshire & Humberside
2,130.272768176142,-36.7064208474971,2.1562232933892,0.219397858111778,13,21,53.3252944792642,-2.26957294766873,11,71.7489962962902,36.4835565183387,18.6405758287192,30.149285910557,2638546.8525088,274.729733700592,-0.0005568720559437,210.170648785736,-0.579979901517045,1990,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,102.034105283665,796.790541818314,1.44195594538001,0.115284290706232,10,16,52.2567996677822,-2.07512699645331,3,76.3118246465685,36.480582846296,18.6450169235789,13.8189477396961,2095311.84928505,282.603625871576,0.0003037160886211,323.06605374074,4.99462243809212,1984,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,52.9563074850345,1717.55156027595,1.27350709905603,0.163015393415141,9,18,54.0676733452207,-0.029145106289731,6,78.7066720456091,35.6293311679125,18.6370831683079,22.4271202415617,5943672.85964947,284.943893117878,-0.0005973651876259,270.78457375219,5.03292759972573,1985,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-34.972033990332,433.47840162039,1.28136744115233,0.201189235576427,12,12,51.9470997572642,-2.01192581321041,4,67.8957608540025,33.5821538734539,18.6409652000902,10.8415332961759,3548261.58628459,284.681170131541,0.0020145023284109,271.056086978338,5.25951439642907,1992,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9,111.319665761727,550.095550007202,1.27350700921165,0.21332270161428,21,8,52.1481019045981,-0.491169013707074,12,75.5167344182027,35.6293323336768,18.6402044613131,22.4271194545036,92562.6918154009,281.163578608752,1.05963492324293e-05,207.506614196404,7.71537047436729,1983,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,146.0790432618,169.243541138432,1.57765115279134,0.179808649733094,25,6,53.5806086104434,-0.924568104625186,3,150.613422891106,26.8235604885488,18.6417878790263,15.4093285962108,-55801.1252911773,273.60826687366,0.003012959975908,277.253844813132,3.10307136630895,1997,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8,-51.1521279050731,1497.16937384023,0.397814036628391,0.14149936722836,12,14,52.2195154668528,-1.22078365762554,5,43.9048560537965,33.0088145772175,18.6309129866801,18.0652035675184,6281491.97246127,287.542192379063,0.0023934664357893,28.9457974259756,5.33444237050303,1993,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,73.5327518898028,1805.85517421285,1.80202096538913,0.243680593374313,1,15,53.753889339043,0.521857547858931,9,69.9498998206208,36.4757877414641,18.6382581156004,13.8110894748792,7042550.54687462,291.939945678211,-0.0002384683513884,278.915729517173,6.64709809083204,1989,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,67.4576682487974,1764.77707870072,1.44081881529864,0.13210289388823,7,18,52.3504476655339,-2.68778958164417,11,76.2960715277876,36.4832281107353,18.638569115694,13.808889017691,7860579.19243814,290.485746793102,-0.0070619075249015,244.424408044919,13.910310908926,1996,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,-20.5857436813599,593.554223578478,0.546843208749583,0.152527919800937,9,9,51.3956499224197,-1.2134073197852,2,2.25139298847773,16.8003273643855,18.6417732726884,12.9233533286493,1568332.57991508,280.318773790148,-0.0004987673098738,230.043907126596,5.24607155445291,1998,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,-1.32345188236521,716.855191959511,1.63245856858151,0.187294069590709,11,1,51.9195488598756,-2.38781526541696,5,76.3490496456672,36.4385726286865,18.6430309916858,13.8223504774916,4061089.81914235,280.877100250082,0.0021028925388912,38.6697670289041,5.75560750507961,1984,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-104.81026352584,597.997985650238,0.138018383650236,0.132732316902241,26,21,51.0583900572084,-2.48156044058735,8,37.6870879609629,33.4512697839431,18.6360895914389,1.2381692672927,9850652.09520276,289.194131401574,0.0007874765207338,253.809553455492,4.17365382407352,1996,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,97.3476340656731,166.30309692911,1.43985997622906,0.171616728764722,20,4,50.6967157790498,-0.521163301774754,12,76.2825453197649,36.4521209864498,18.6385934573033,13.7970422428061,-6.00727942969338,270.798907996908,-0.0006929757023575,62.5404731992767,3.29844420750658,1992,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,-40.4637139888751,949.231559096959,1.44133089841835,0.20309899057375,25,13,54.1483091777459,0.294960914421664,4,76.346503962728,36.4827048554268,18.6462567281819,13.8076299329337,6004116.63536061,284.660294426522,9.16708891076298e-05,201.725807391064,1.63025358975071,1986,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,17.8669792988094,624.076432184174,1.44219661474552,0.255802996091894,17,4,52.4374172348281,-0.385629928061291,4,76.2602112666742,36.4719501337659,18.6459022819545,13.8074209532112,-32.0563046891271,281.746950401912,0.0010751989730064,19.748334007516,9.013376204581,1994,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,63.3415004792277,601.550735502861,1.44218745412139,0.222000435417825,21,12,50.5593467794343,-1.77422996060829,1,76.3053834931537,36.483795955836,18.6365164122484,13.809928278257,2147691.88267758,281.575881683303,-0.0028215222376757,255.490079123126,9.61073310559455,1986,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,209.37603712976,1466.11847551042,1.44256009373946,0.234040408246447,17,20,52.7691920895033,0.0768993408073697,5,76.331295680424,36.4811668467061,18.6421436821209,13.8179808107891,7695926.67511496,286.903644963484,9.29115590080854e-05,326.97655289601,4.79424108796584,1991,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,124.664997981796,1206.47557190492,1.44267107576266,0.161437004143088,3,12,52.4108827986525,-0.0987844036896475,11,74.3724448548138,36.4949439963178,18.6491598042721,13.8099012283526,2080483.6244295,283.842707868685,0.0008450983988435,332.257084288466,10.5226708206082,1990,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,150.034969711467,304.036679099654,1.44202484808727,0.183179298475457,30,22,51.3498502811812,-2.15611891873188,5,76.3559849702468,36.4759422139053,18.6398120846321,13.803399580938,4409289.70322124,279.924966337701,0.0017143230952388,137.886771524831,2.91297926618276,1985,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,52.0415612100322,1164.32391587137,0.933528078846854,0.145603131608441,15,12,51.8568000806112,-0.674787762337018,9,82.7302933570572,30.823756201611,18.6426526777333,14.0458611632696,5704784.49509719,288.305264019643,0.0007853364587128,63.149139188105,5.19782716521946,1990,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8,-65.0516003098941,1126.3686951082,0.984652755598267,0.232993545496007,24,16,51.6934298154716,-2.95092295650846,1,49.73474471748,30.864329509168,18.6362843984107,21.2672480541729,1116911.64512876,276.233462520457,0.0009068315227489,265.552648597514,6.77173753123211,1995,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,78.9982545965559,772.187202943944,1.26520008795019,0.141593444149621,12,17,53.0625618634571,-2.80796251851366,12,49.6476653270775,31.9885283392553,19.4746109533287,8.74577141388882,945360.803016174,274.946727797242,-2.11950353686393e-05,199.08873242484,6.95899053008535,1993,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9,272.387013040398,1098.39113258107,0.426097426736806,0.222025943621735,16,11,51.6681833457416,0.0942575444030362,6,-7.50356195569698,25.7558576952913,17.9470834379002,12.8067953098588,5192183.40043929,290.644751630287,0.0002033575520586,309.253836095829,3.25967695739491,1998,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,85.2688609505742,162.007404128333,0.278972364402411,0.137776976471353,15,22,51.0202505348829,-1.41046608031272,11,53.1319871225885,21.75478226898,18.6458164284169,10.8112226661579,8857749.54920203,279.132481175426,-0.0073077831916717,308.452094460629,2.5535642129988,1999,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,55.8140214779308,15.5562416565468,1.44221529806861,0.156425543185198,1,23,53.0849518269919,-2.07436126369434,11,76.3463899985056,36.4892575650728,18.6452073547861,13.8105103429331,553832.733278218,277.096439118711,0.0012573275684534,321.530051221987,1.39646241741644,1987,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,51.1968181989435,167.256662562917,1.4424260625796,0.206666005163839,19,4,54.3068528103267,-0.737286280145482,6,76.3250734061984,36.4949908559439,18.6269519058535,13.8259777698254,-18.9258802605395,283.94295365221,0.0002105219900302,29.4173534913541,6.37797550251353,1992,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,141.706528055145,1264.71528260867,0.945906427332728,0.215481578513782,17,23,50.372672153329,-0.540356886564035,8,49.1322374403617,43.0540241177067,18.6433042958081,11.7816710891093,7753707.92359974,289.503114940577,0.0015288619454955,183.363635366913,11.9187745426224,1994,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9,215.836727129092,1743.92439287925,1.04166385184451,0.160736070116507,23,12,51.8971124440893,-1.54412684853109,4,80.3922007733235,26.0293764423352,18.701324578717,16.7883189720501,3580901.63009094,280.341881976993,0.0012771760237628,154.903039024161,6.30344119190318,1994,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,211.519126137216,557.452868431089,1.44160618530141,0.211646154178051,13,7,52.5836506233423,-0.594828705408594,4,76.599737488236,36.4630628534203,18.6390572453725,13.8095302073028,-101110.741925689,279.171289174846,0.0003492389233282,259.339340444923,6.65322303511896,1985,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,-20.2298515866748,339.636668459556,0.945906457942425,0.159435423379653,7,2,50.6170326456094,-0.315564580330822,11,44.1552248008922,32.5328352627079,18.6467012734934,12.03638243176,2053901.60555198,277.748130753368,-0.0018507003037345,251.553074367874,0.0608939046074086,1989,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6,182.224991512007,-205.789451592603,1.44133086833869,0.168409284025289,4,13,52.916894944709,0.355152914774696,8,76.3806225628774,36.4827043523771,18.6388543595446,13.8076297662595,869516.798633622,288.215653858708,0.0035035902362522,197.811719720457,2.41383496275374,1986,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,161.303957563427,110.182677572195,1.44260072907226,0.131968990550535,2,2,53.5012563629596,-1.02955033469674,8,76.500468490295,36.4806217560521,18.6448946602303,13.7987408788316,4004284.59032425,288.879337642882,0.0007424309807143,245.477701816261,2.68034257224239,1991,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3,13.1224866349569,455.218435804495,1.44260918278475,0.213310288987012,27,20,50.7314563432299,-0.763120956236973,11,76.3497431906003,36.4704393552782,18.6415660175392,13.8024711931563,3123766.32792476,281.176537328135,-0.0032169591659989,274.233765190476,3.13464404022368,1982,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,9.20546239378353,1088.65945940142,1.44202481038833,0.219718909224235,15,23,50.0376110257705,-0.165867665404708,2,76.3350804622409,36.4759422780242,18.6376331214893,13.8033999153363,-4932003.22710006,266.641080300277,0.003461622363991,78.607241040626,10.8778095343957,1985,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,-47.8587224391914,1477.73265991415,0.266548400815381,0.199192867546499,25,22,54.8216741065201,-0.165031413785031,10,55.7587082872523,33.6575726680452,17.8349704544979,-4.45613248695045,446775.914312829,279.476105332971,0.0039976776568442,265.994155458562,13.6298378532308,1998,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8,95.8805726091162,504.925438783601,0.700956932161076,0.16645028160689,18,15,48.7078373090212,-0.642386489767393,10,40.9215338426876,18.6576000665958,18.6466888996822,3.1143431518621,892589.330130249,286.127756329216,0.0007438291901323,121.502919527286,7.6588593932144,1994,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5,148.913673952271,143.867062905413,1.44112110039362,0.143204410500912,6,9,53.6077362211471,1.11693434322687,1,76.3322303096484,36.478569878712,18.6415848267521,13.7909528566898,-60366.9838249394,262.412952679159,0.0003893722746283,3.5432206408197,-0.361555379910299,1982,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,73.0077218061368,393.372858140409,1.42957893030373,0.152578132763904,9,8,52.1570333738881,-0.574345262077629,6,76.3295260820423,36.8976124867689,18.6324372682432,13.7939219965428,1114925.54263554,286.036927611014,0.002470321366453,94.8907555356594,2.55557597779391,1993,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5,105.621671057694,873.552233711996,1.44155046071543,0.190881928876223,2,21,53.776258593717,-0.797161347009931,7,76.2877216576662,36.4498474744021,18.637622001798,13.8181591041442,4685910.2796168,287.818051920799,0.0025358721968144,257.495134075052,3.48396221294256,1982,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,6.29159053140859,658.79878311143,1.4426668768725,0.157606543598267,13,23,53.6513895743436,1.05920997420505,1,76.3295549755822,36.4706369823702,18.6397841923246,13.8083884925312,3362183.99876129,275.051340599497,-0.0014426794800814,302.260917188084,8.00505973529599,1983,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5,-8.95902298373083,584.708160417827,1.44283281195018,0.150678584463479,15,17,50.7913580558993,-0.538156414055031,9,76.2440200161839,36.4827937202127,18.6388443274966,13.8099510455178,6725932.01732674,292.287668954126,0.0004337492136489,35.5077465224194,3.767132210556,1990,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,4.79621303258915,1140.38256679179,0.471343777752702,0.172510911615776,22,10,54.0465974064263,-1.73476855819182,6,42.5108785002375,27.289729901694,18.6427358331285,6.45793139544963,2820625.3205268,287.760745500643,0.0026625342687796,29.6809833284261,5.98283415289303,1997,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6,189.530917866091,440.984880163919,1.44283857445063,0.162090954960203,5,18,51.9040775929271,1.08565077521372,1,76.3646020444236,36.4704598441785,18.6499581911136,13.8133669035054,-778219.062860089,279.38992322392,0.0071640014416582,220.945806234972,10.3666252870478,1991,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,38.7657579564547,1166.88767502683,-0.792291954107244,0.181509897168609,29,10,52.5596669354427,-3.138784411006,8,35.2575044006531,33.48887713482,18.640664745603,10.3214219942386,3049722.10138906,290.864381142142,0.0005881002004305,201.330778637289,5.02339755100758,1997,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-37.0141771319987,444.125848744593,0.945906507015221,0.117150110089115,28,3,54.0551132436188,-2.46879725776291,4,41.1256270868025,32.5328352317778,17.5200588482275,11.7816710821822,1110930.41743098,278.533077179768,0.0010623183666574,239.336306617217,3.63015796533419,1986,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,81.0967147014517,41.7281257799249,1.44266590331325,0.192481115703482,16,3,52.3341194911775,-0.218162742142634,5,76.3332509661712,36.5152116311728,18.6359221347933,13.7871432438371,2668593.0996906,281.034994577873,-1.24743740149711e-05,216.699516183433,-0.764607258328844,2000,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,51.1010002128818,943.992935145446,1.44170900768915,0.185783194283108,30,20,53.4802831052382,-1.96778677364427,5,76.3284937641053,36.4739715021578,18.6405587266666,13.8158297596322,8216354.58981738,287.477508104895,0.0025288636639009,194.309596791001,3.77133480615762,1981,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,63.7023627120603,415.516068746318,1.44105029052721,0.174030412413429,20,23,51.1269895159467,0.194312195227325,9,76.348652244972,36.4718245262803,18.6442485124258,13.8145918717769,5769437.3878209,287.86829759203,-0.0009080525789905,273.103036653195,3.70889900584364,1986,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,144.871799671269,604.944926481106,1.46134395540165,0.184467185373407,8,14,51.8627457114224,-1.94682586548019,12,76.2931457061646,36.4498494891422,18.6476706409467,13.8289957939101,1355376.07512054,281.694215056214,1.77949616249904e-06,237.256364590222,6.60506200068669,1997,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6,-66.7388776473094,462.017632818165,1.44161886202769,0.185863442042788,22,16,52.8751356462794,-1.88247996260405,11,76.4908277228955,36.4623401597322,18.6406571582498,13.7908563496,2062944.16364048,278.809778263553,-0.0004837899263435,307.033717264535,4.55496249932294,1993,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,5.14445418084922,-367.612760217548,0.940809047792579,0.207248975606026,25,3,54.7650603961686,-0.657295149951088,5,81.0439175842846,36.5646744755558,18.636284541219,17.7237237734245,129575.232261968,272.772240621618,0.0008536808697278,195.057002006642,-0.770951907632058,1995,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,27.5682813010969,-75.7862064114424,0.969281240007527,0.241613119436646,16,9,52.7344049222899,-2.05056320542939,12,63.4499720241467,36.5035140125463,18.6439097060897,13.8015503218828,665564.800264021,270.690748006706,-0.0103903600772749,281.024712698847,0.267582373889112,1992,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6,-12.3387052256623,1760.52632471349,1.44332840877272,0.135442906524466,2,11,52.3719184938585,0.453241866082781,6,76.2222115567364,36.462429314279,18.6390051124278,13.822015067272,4134260.49113081,293.305050530582,0.0012182593747966,205.330185557405,9.90940999625998,1984,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3,63.3272386208112,-81.2927420744265,1.44262417889577,0.22008328922788,23,9,52.0849448276,-2.11444045678685,11,52.6958875842077,36.4863362344884,18.6354648570605,13.8138464389193,-921094.139215984,272.006454986882,0.0050107124994403,323.692403570503,1.79539262820582,1988,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6,113.971834745895,1236.24016743748,1.44253376826443,0.143853186548863,18,5,52.1093544478473,-1.82029420310595,12,76.3065955888325,36.4811975782938,18.63785670896,13.8163248667271,17456.0067401435,283.855856228901,-0.0007545969531907,136.247272627952,12.42646691145,1983,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,52.2534655651761,1190.42286085962,1.44303002693991,0.137949290242417,7,16,52.4125010883274,-2.75030044733666,1,76.3107484565667,36.4815207721093,18.6437858980274,13.7895366603129,1921887.52557026,280.737727064422,-0.0002938325671027,253.065064935842,9.76853836448903,1983,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,88.7258506082616,388.805427430073,0.994401990635371,0.214022456693946,6,2,49.5887262519374,-1.44304626412743,12,6.8370567838731,33.4840894437263,18.6405696292414,18.459535060158,5616350.69700497,279.037238598051,-0.0122035035357885,236.508745275592,6.78559883869314,1997,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1.70181918521823,362.047361134135,1.0170993896935,0.228854527123638,11,23,50.002572209298,-2.48108404441377,12,44.7611521374172,31.9885295969781,20.1237110174008,24.073043598496,203652.317746933,271.890271498363,0.0023276418536802,276.670189227146,2.98558315674032,1982,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5,28.0810789847909,1205.79779958779,2.27528645857238,0.0962744816535812,15,10,51.3391301787995,-0.95027531147787,8,80.5374268946402,36.4667188426637,18.638019946369,7.92287607502905,4885554.29802018,289.714419829235,-0.0022297345975548,217.074094068423,2.438080919274,1983,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,149.005702763531,586.762655644813,1.26979430731432,0.198031424810406,5,3,52.8435506311013,-1.57992023984429,1,79.2884574749961,39.0509970528354,18.6444642978752,8.75618363950647,571278.930139006,279.914266127118,0.0001064872758093,268.431969431269,3.25506561662229,1992,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
