target,Altitude,blh,co,CVD60,Day,Hour,Latitude,Longitude,Month,o3,pm10,pm2.5,so2,ssr,t2m,tp,wd,ws,Year,Region_East of England,Region_Greater London Authority,Region_North East,Region_North West,Region_South East,Region_South West,Region_West Midlands,Region_Yorkshire and The Humber,Season_Spring,Season_Summer,Season_Winter,Type_Background Suburban,Type_Background Urban,Type_Industrial Suburban,Type_Industrial Urban,Type_Traffic Urban,Zone_Blackpool Urban Area,Zone_Bournemouth Urban Area,Zone_Brighton/Worthing/Littlehampton,Zone_Bristol Urban Area,Zone_Coventry/Bedworth,Zone_East Midlands,Zone_Eastern,Zone_Greater London Urban Area,Zone_Greater Manchester Urban Area,Zone_Kingston upon Hull,Zone_Leicester Urban Area,Zone_Liverpool Urban Area,Zone_North East,Zone_North West & Merseyside,Zone_Nottingham Urban Area,Zone_Portsmouth Urban Area,Zone_Preston Urban Area,Zone_Reading/Wokingham Urban Area,Zone_Sheffield Urban Area,Zone_South East,Zone_South West,Zone_Southampton Urban Area,Zone_Southend Urban Area,Zone_Teesside Urban Area,Zone_The Potteries,Zone_Tyneside,Zone_West Midlands,Zone_West Midlands Urban Area,Zone_West Yorkshire Urban Area,Zone_Yorkshire & Humberside
1,64.2151335927498,778.040344817994,1.44192128022864,0.289088649276347,24,12,51.7870321516385,-0.636810792108316,1,17.7674746001687,36.4732130843238,18.6417150366389,13.8138203542628,4934066.19690173,279.20165145806,-0.0028753329595209,242.757267896675,4.97350640070254,1987,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8,62.8224732565379,1168.78840694059,1.64400383065216,0.155676227558578,6,12,51.7358382035745,0.135075867461163,7,13.5539793486512,36.4821655193705,18.635315060939,13.4023881090362,7760804.87676323,292.299008793494,-0.0010447740493437,262.480921355394,4.81201763850827,1990,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,90.3985212455638,1269.45052079448,0.0292864968772274,0.145633267943533,7,9,49.5494244173838,-2.42952888907738,7,68.4401135918106,24.7198467968602,18.6413793693708,0.695237791052625,2219606.9935616,288.413588430965,0.0018605357524899,278.167674339839,3.94762384329928,1996,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,84.0602897420588,306.1667462537,0.576074354018318,0.0744073524628248,30,23,52.8703607617544,-1.4597497981503,4,23.3267792185027,37.421187258797,18.640992833906,3.60358234340715,2195293.63481388,276.09103196426,0.0020510939134926,218.259265772264,2.85391366736868,1996,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,275.354841672789,1139.85038784008,1.44186973782794,0.154200994805654,26,14,54.4982590840996,0.255293866057419,7,17.7409587147378,36.4752318581607,18.6380735471503,13.8135543210342,2107843.10219915,292.257458688086,0.0024206627523411,269.170201346523,7.92690530452064,1987,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,48.5011171757491,85.8507785569344,0.753870652932743,0.152162830737925,30,3,52.4361407921106,-2.16706826206279,8,29.4805944716683,26.3433349462446,18.6415444144684,0.853047067076587,3665785.91754974,287.36627575462,-0.0010995032373465,97.3688108930356,1.75026599906322,1998,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,-117.518300409605,1252.04259268227,0.907006280119709,0.178540683047734,9,5,52.0260259856984,0.273764711984708,11,65.4651932836776,19.9997733550705,18.6417879993678,16.0524558724156,-12579.7551196426,283.03619689144,-0.0002982699166856,212.047248365579,12.0600951501294,1997,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,67.6980450678981,310.375851605674,1.44229437339196,0.141932308322276,5,9,54.0131562052424,-1.94270967281733,11,17.75460493542,36.4284399932457,18.6406567603216,13.8117617181078,933212.989838036,282.409830658702,-0.0033728310279531,73.6471587306146,3.4196753256612,1993,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,104.300265420598,621.195360362648,1.37135686607667,0.188235816879178,30,13,50.9287897623031,-0.883434331650068,1,17.7188454222341,35.5355062430857,18.6438683524578,13.8106129119288,1164860.51564506,281.975299036564,0.0007457410456983,250.199425203452,5.31682400818433,2000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2,-33.5482210800333,961.706806924073,1.44186974857379,0.281748982916586,21,19,51.6107703935988,-2.41335316741269,5,17.7408667750732,36.4752337451987,18.6388864162157,13.813554765811,8039336.41883224,283.480193780468,-0.0003689659295409,285.075246457277,4.57123482740143,1987,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,107.608653586731,1017.68548696639,1.37537702164608,0.204753208204952,26,23,53.4740045699285,-3.5162726638416,11,17.7275396053226,36.589906135742,18.6467424812818,13.8476900339839,6540284.19808946,280.10731476585,-0.0087782792175284,245.748730378004,9.25332509131218,2000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5,-39.3708361243443,652.17816798979,1.43901770596387,0.153115566759007,14,7,52.8780204228081,-1.81917813917104,1,17.7648130628974,36.4635253684335,18.6355371215648,13.7882714198497,155174.724074739,276.95084057478,-0.0023075546039003,180.195637145056,6.35473650819101,1982,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,104.86076937225,915.197574565185,1.39960809458956,0.192668821431305,10,22,52.7841717328395,-1.37708346671436,1,17.7292693224172,35.4030835114611,18.6458169236617,13.82776407453,1495649.54052495,281.191370163284,0.0029153743013821,218.564009299126,8.24792502635136,1999,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,111.398676301662,21.7822315571391,1.04119302205538,0.174509935639318,4,1,52.9283433875454,-3.41335793952005,8,14.2117671046308,32.5328348685607,18.6408683235988,11.9200976988559,10987663.4774637,288.161403787899,0.0009898062813001,224.713294660929,2.42548840954749,1981,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7,-28.7535658950937,1470.67142197961,1.43330442833242,0.17825699203629,18,13,54.2713615236539,-2.15294711539403,6,58.5866240430169,36.4021297090225,18.6395693129411,13.7941987688385,8862826.51099516,287.360154908423,0.0006551077875172,361.595756651042,5.49871499161169,1996,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,42.2268605859012,1444.3264686932,0.729503505785788,0.109505820082941,9,18,51.8746658464789,-1.75757127837363,6,13.8719174572275,38.7768988631274,18.6109760195688,13.1429999196485,5208131.97808551,291.337027856668,-0.0001008519103838,235.971673787497,4.03681024034326,1996,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9,95.3768284414171,514.682036767668,0.83291345805588,0.133291171210833,25,17,52.9068872218618,-0.882865983547179,9,15.2115088528597,41.7850641565441,18.7771599458138,11.8172070503418,5054423.90030255,287.46817805266,-0.0005586984873001,118.67410473918,2.87746021706222,1990,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9,40.446805783716,509.264746737692,1.23620799663042,0.157247773805638,24,8,52.2572018561873,-0.492877759738893,2,18.4979024197241,36.5034893342663,18.641623686445,14.6183454068952,1842320.68713173,276.979506475777,-0.0060069173343927,25.9161223071788,3.8141145693032,1984,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-4.05462871165901,1279.62967420812,1.44199501160209,0.141133156383938,17,22,50.8781597231742,-1.53466056479034,1,19.3515873864485,36.4841652835883,18.6484174828015,314306.000311137,-2143167873.23267,278.144030372062,0.354597482763023,171.745893299604,6.04940024750595,1997,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,107.314981095925,167.783613281738,1.44182611584811,0.297758805448654,21,13,51.8430186622988,-0.866023132989624,12,17.7405345556605,36.4823815799703,18.6410486399674,13.8162500879248,379063.532482137,277.24002340755,0.0028606663209594,225.268461082319,0.42964097277846,1989,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,67.5215216175454,-10.7619699940015,1.44246923893246,0.224226641569319,29,16,53.1847223005515,1.29486741002943,9,17.7906383629027,36.4783558227462,18.6403622681132,13.8191429758558,2527171.85830126,292.004644076775,-0.0001078742631304,354.419155277583,6.04553206658737,1989,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,-44.9844153116864,2143.27355615707,1.1904163376383,0.23504287634034,11,13,51.8244317350767,0.574463473378307,4,20.6248245772202,35.319511126073,18.6389315724543,14.8006208962203,12292957.4004484,282.554559785991,0.0001214959527779,178.379683624589,4.91620857740319,1986,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,-0.796224088474759,566.366790125864,0.900811205955761,0.119168983583872,7,21,51.3140730947373,-0.607263263960469,5,40.2351814213024,34.8188223435414,18.640993332446,22.5867982776174,6935389.55083844,282.131986155356,-0.0002538963740215,51.4432852530355,5.01044606554249,1996,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,79.8362971176246,-89.1273381507736,0.447241306346576,0.280290997245124,14,1,51.3974273767934,-1.57523722755006,2,11.1170793467163,31.7926042013026,13.9092283158443,9.17776198020263,3982763.31813948,281.597989059141,-0.0007352050661365,228.422093659235,1.63997948803281,1998,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4,35.4247550363428,1414.78323366094,1.41269348978867,0.162885050791687,11,15,52.5381878519034,-1.61862284783074,6,17.7271705690071,36.5554356092815,18.6451788404959,13.7956698217031,6337110.71525603,293.224250049667,0.0004594983363701,38.1262456224066,5.69466715124726,1992,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9,24.4335200126612,1640.6454813392,1.3273556426534,0.184565491073474,4,11,52.8212018415827,-0.846233436232192,6,17.7584243261653,36.4729419600157,18.5510305043938,13.8057250563284,10093534.993437,288.946398950174,-0.0012597608351005,74.8729659540642,2.42263586895245,1997,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,-14.7864467243615,1008.23546702437,1.44255718828351,0.216771472401265,10,23,53.5997568519543,-2.76454553678555,1,17.7592023420181,36.4930530115896,18.6354471544482,13.8242526667729,-261085.50413222,276.634070830675,0.0067952743696996,219.6599932516,8.91105178496146,1991,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,132.104942045858,277.169010275522,1.44177727436609,0.240559781519298,18,6,51.6518861917749,-0.451657167973273,7,17.7637135103631,36.4632994151044,18.6398179659862,13.8115873469267,45872.9513746624,285.608900117412,-0.0004121442742365,246.128282860144,2.11855899255774,1985,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6,104.594647084054,864.648636986151,1.44185047246515,0.200308864033099,18,16,54.1872170452854,-1.21080745164984,2,17.7662828331083,36.4639736438773,18.6395428340186,13.8064473924531,3247909.81696862,271.96046687349,-0.0001849657276705,147.280436306587,4.35911434659297,1984,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8,128.415174808639,273.22678686747,1.38584249192298,0.233526210032733,21,6,51.9080631737853,-1.47746061635881,10,17.7498210038063,36.6290528165115,18.6405434203619,9.93441842020721,-130064.032163222,277.378249917197,-0.0007735588274944,69.185321993859,2.1542673967486,1995,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,65.49072186386,310.884768817265,1.55671009323583,0.183721074743856,11,9,53.4629421896555,-0.146165753563547,10,15.7075749775943,44.3939118255821,18.6428842424577,10.2184045910739,1203137.31428328,282.4980008109,-0.0013127216024492,257.695567097373,0.944260326671442,1997,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,122.890782641643,850.946408445886,1.44299841245562,0.186874871848465,13,21,52.406174841053,-1.61454408389979,11,17.7422272859882,36.4819577751927,18.6416096704803,13.8030986029517,2288727.82818351,276.88624112498,-0.0034055639007057,82.6795283312145,4.58456044285046,1992,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,37.8915203482775,57.9220731739517,1.44172330044538,0.167385015747192,19,7,51.6345097411358,0.831300241758353,2,17.7580515162734,36.4577754361365,18.6414628990647,13.8111319016577,206487.800882085,277.486189287547,-6.30232098136232e-05,282.290456647892,1.47651567049244,1992,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8,73.5231192286802,172.337401921974,1.61056828933392,0.162439060384204,20,4,52.85654348942,-1.57608071510369,6,18.5163749892915,32.5263503389913,18.6383180047537,21.5514007439824,0.283962143149222,281.118985844497,0.0001960584323206,267.350441173706,2.20270996233657,1995,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,76.1393562231533,350.205075447258,1.44229263973821,0.136573557074044,1,17,51.7595757743135,-0.0973076303128739,1,17.7229827769588,36.4926115412846,18.6490286395848,13.8083901310844,1875528.85280074,277.156850038255,-0.0008900272093813,240.259945721006,1.70459752043216,1989,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,26.7375820764395,508.2245265722,0.945906485420061,0.208663498674456,3,1,53.3273080517441,-1.4591178402377,5,11.1572846155188,32.5328339245216,16.190703811539,11.78167120132,4788509.27846198,281.814894039073,-0.0001792084316093,68.6223153430584,5.53162452170663,1998,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7,51.1661023981025,1044.89559242675,1.44116272551767,0.244840338962609,21,22,54.6988757406266,-1.06407234436881,3,17.7597991812765,36.4783171881472,18.6398107245411,13.8236590368412,4028082.34205997,276.089973087528,0.0011868091429915,108.205285375013,8.41274932625108,1985,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,119.102191906735,664.852795543837,0.695814751175935,0.17241428576721,4,14,54.082189696928,0.109805070648665,8,42.3398362065393,33.5191021251344,18.6370425456787,5.96392461762727,6289638.94839077,293.691691345739,0.0011794345201537,148.647846814694,3.14722183410473,1996,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,48.6950999516698,384.650799331815,1.09837154911659,0.210951785941499,19,0,51.7159604387977,-0.97871620016354,12,30.1560219903232,21.7726703527011,18.6457386175779,6.80530723571391,2141934.10680167,280.912309153044,7.57139643921476e-05,324.375785114009,4.6371902121004,1997,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,94.6655267915864,594.889519935436,1.76469104281017,0.199936624031326,6,3,51.1302149271594,-2.04624487980469,1,28.2617604913002,36.4821663314251,18.6410333926557,10.6949641127985,327664.273600442,280.820826827163,-8.80903012088992e-06,165.700951325761,7.32267338724398,1990,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,52.0245235368378,144.556718443142,1.8478847392291,0.159751215578527,9,2,50.3289365984281,-2.40651652496102,2,17.7366229413721,36.4846301535854,18.6413412867339,48.0837945801886,3782575.79473673,279.30704764171,-0.001656811799288,303.957047903374,1.51510847391651,1984,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,6.42581219096895,934.118971956936,1.4388118386528,0.190300722994992,26,17,51.6690851867072,1.41517881755175,11,17.7278416068707,36.4424011204447,18.6347664979825,13.8352008869913,1795457.35267246,281.915416591921,-0.0008064093424204,263.024306862707,7.66857669234192,1981,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,125.860498888188,1601.23360192635,1.27350699372384,0.173833853690935,23,11,52.0160813281954,-2.42256985522113,3,42.4002689533057,35.629331659385,18.6410247554865,22.4271201943886,4950193.22077941,282.122008141991,-0.000551027272779,249.771941184222,10.5434793897578,1997,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,102.385739268407,1464.31075249818,0.582965124740608,0.216980890073021,30,15,54.5048503597818,-1.20059903233192,3,9.03899764944864,33.8548814881836,18.6458617051107,20770.4261818065,-780560764.763832,277.159026708882,0.094629877725556,207.793318252382,3.73840700906258,1993,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,115.336237983238,-45.0544591440199,1.44082584819782,0.201891693803542,12,9,53.3986913240735,-2.70931576705942,2,17.7397030447481,36.4757868229637,18.6429559615908,13.8224017710698,808458.452397684,276.442266654082,-0.0002968369137908,180.999049188709,3.47488661404476,1993,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,151.729594023161,-141.343480260402,1.86564261611408,0.148530145383817,4,7,49.8906206523815,-1.00697401347229,9,16.3512052072775,36.4821658603746,18.642342648206,17.196729276201,28830.9822213247,285.152689266576,-0.0005183004963678,307.252179616639,1.16817728285408,1990,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,79.4777110566473,2083.92913225887,1.44148302057179,0.148892364418851,19,15,50.6009691750114,-3.84251393820317,5,79.8133659619749,36.4967946594346,18.6268844022888,0.0333703560100993,9762005.59646386,293.947617310521,-0.0002737957109513,268.368598416043,6.72391962294742,1995,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9,-20.2635236735748,282.361697979283,0.812447652910428,0.158721012329868,28,8,52.1143044636392,-1.80864669542209,8,42.1542318895849,21.4407142337564,18.64778837766,-4.36840571943612,759149.441554365,289.675134716137,-0.000390946700072,237.67350379009,2.29950802708391,1999,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,50.8291025124297,1757.58313597067,1.4409976075114,0.189251037186873,27,14,53.6548430195611,-0.209986685607288,6,17.7355695557897,36.4752596435696,18.6422371580469,13.7968607772417,6617795.38291183,291.882510869447,0.0002581786970777,296.740674250381,5.68358266001186,1993,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,35.2835768148931,281.619960198715,1.44303000739884,0.214806126815447,7,0,50.8953304263067,-0.480049680096517,11,17.7714889622329,36.4815218739841,18.6393547112525,13.789536277673,9246153.25504407,279.941228371944,-0.0095774505315718,169.931608924125,1.69048615153454,1983,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,56.8337302242466,-8.20755657488259,1.38634008030468,0.130884844536392,1,7,53.5154100402681,-0.696921395063257,7,17.7534211196777,30.9721983427542,19.5348034930896,8.98534638639432,315349.159548039,284.092714840806,0.0004012411130082,236.092060931617,-0.433654223028231,1999,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,46.065011933886,1627.33075775656,1.61759651683281,0.136899224266756,5,15,50.7876750341626,-0.0261154869400939,9,64.6143243560716,27.0656597203779,18.0237586352409,6.23826590388913,4425746.42292554,294.351785374737,0.0005391855765588,245.540407745526,7.9803306806431,1998,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6,45.0486464819896,-61.6545344145087,1.44105026507114,0.206704325435267,11,1,52.4372114578939,0.179148132403343,10,17.7404949751235,36.4718254081199,18.6388691146647,13.8145917097161,5302098.92921659,282.231516049828,-0.0013630356415686,259.37748858488,2.64756322311268,1986,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6,67.4626871624987,889.220092241969,1.39186557554853,0.216972156829528,4,7,51.5403732259779,-1.11500447205911,7,17.7464066722231,37.532436420773,18.6361974131185,13.8187795909643,98921.8861804661,285.840889054548,5.65446356559906e-05,212.059086586209,8.23486499697581,1996,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,-84.006180375313,244.738795875899,1.03456420302632,0.160584053769659,19,21,54.9577374146221,-0.389364990641222,8,21.2275041923836,22.941094758726,18.6409930802874,25.5209782095276,6545403.76229755,288.590896647756,0.0010243643031136,121.836019731029,3.78924739076656,1996,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,135.63964446582,714.28014636039,1.49679466828413,0.187175499483183,18,10,53.1932947317143,0.280359014708597,12,24.376659520986,39.6412805777691,18.6422493129391,9.93523559666228,245621.712953727,279.763725401856,-0.0001389004406951,249.362919520223,7.58667076767033,1988,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,177.678655146666,250.206898257682,1.88569021994289,0.23525430622764,10,19,53.1920040404928,-1.3129026680199,1,17.7447763583266,34.676217093327,18.6385692849871,15.7853439920133,1536694.40815843,283.642018281907,0.0008627366116304,180.723328105917,6.39447024109681,1996,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,75.3703148898239,544.411982904153,1.44247434539689,0.117429189633572,30,10,51.9628106858497,-0.875562079257974,10,58.5825344555028,36.4647392714361,19.390205837428,13.8060415325361,2112123.39529398,282.288486283859,-0.0026028531723163,189.461661559702,3.79773211671409,1982,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,58.9680235722308,741.434530578854,1.44289571953856,0.152399778989034,7,10,51.6811142427616,-2.04140756558186,4,17.730899478691,36.4826166380087,18.6430195985601,13.8249629358368,850427.137553586,283.539170160162,0.0027920090752942,273.537001603359,6.11374673048258,1995,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,17.6770401151984,-0.901173711619476,1.31740474811544,0.181382779906628,12,20,51.7412552932138,-2.36484825927346,12,15.3723678654551,38.3790427915334,18.6230725052579,170379.732858471,6014322284.7861,279.08180381432,-7.87558261700533,44.7389879806067,2.56319787745325,1996,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
