target,Altitude,blh,CVD60,Day,Hour,Latitude,Longitude,Month,no2,o3,pm10,pm2.5,so2,ssr,t2m,tp,wd,ws,Year,Region_East of England,Region_Greater London Authority,Region_North East,Region_North West,Region_South East,Region_South West,Region_West Midlands,Region_Yorkshire and The Humber,Season_Spring,Season_Summer,Season_Winter,Type_Background Suburban,Type_Background Urban,Type_Industrial Suburban,Type_Industrial Urban,Type_Traffic Urban,Zone_Blackpool Urban Area,Zone_Bournemouth Urban Area,Zone_Brighton/Worthing/Littlehampton,Zone_Bristol Urban Area,Zone_Coventry/Bedworth,Zone_East Midlands,Zone_Eastern,Zone_Greater London Urban Area,Zone_Greater Manchester Urban Area,Zone_Kingston upon Hull,Zone_Leicester Urban Area,Zone_Liverpool Urban Area,Zone_North East,Zone_North West & Merseyside,Zone_Nottingham Urban Area,Zone_Portsmouth Urban Area,Zone_Preston Urban Area,Zone_Reading/Wokingham Urban Area,Zone_Sheffield Urban Area,Zone_South East,Zone_South West,Zone_Southend Urban Area,Zone_Teesside Urban Area,Zone_Tyneside,Zone_West Midlands,Zone_West Midlands Urban Area,Zone_West Yorkshire Urban Area,Zone_Yorkshire & Humberside
7,76.8599671549246,102.51660671875,0.077546390640714,28,0,52.0467851183117,-2.11162410427946,9,76.3045436176177,46.9613625591709,36.5033872722269,18.64433762515,13.815129093228,7493068.98651506,284.925674712071,-0.0013387785298845,193.016812780084,2.68118210658591,1985,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9,174.62330373074,1402.27393148421,0.197540403521037,2,19,53.3660983811466,-0.533494024257241,4,89.0998854163537,17.735348378853,36.579157038523,18.6474664187377,38.2758323314737,6378155.02599765,281.577186185077,-0.0017215871780095,16.5045573172423,7.27570336139694,1992,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,60.4102440535034,937.517946660747,0.22872586445541,30,20,51.6218907757134,-1.03476609935384,12,76.3667676966715,17.76100757835,36.500994156767,18.6363383780902,13.826369867288,509902.193078957,279.878216350105,0.0007485361101896,327.728320951212,9.08266105529488,1985,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,48.7457227732959,613.946602731891,0.182103444726403,2,11,54.3650550277877,-0.896214948290703,6,16.9663816604658,17.8454018069608,12.2881973692154,18.6438677901624,3.20222444419072,447896.330955875,289.278511120492,0.001648266645891,222.337553810334,5.98270834767307,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-45.4238641695378,1175.6537822447,0.194926121414835,3,10,52.9503300707537,-0.719121056349917,11,1.72690795247799,58.9264143551197,6.54155655832376,18.640992984767,53.3183517558643,2190610.30037716,288.324439825135,0.0002299538130392,234.637811314796,11.7538987581764,1996,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,113.857670894303,1481.62205075082,0.184166887204644,1,12,51.543311206423,-0.379090469920416,7,76.3267140181793,17.752008497623,36.4558932874366,18.642725416797,13.8121987542492,3723164.56078864,293.340602989536,0.0026969531898509,318.176919756275,5.76317034464811,1985,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,306.812640583801,314.934713900256,0.148170018765998,17,7,53.201338422412,-0.807561634974919,10,76.2634064419606,17.714715671687,36.4978524136569,18.6495487427029,13.8061040932838,109246.906696517,274.303289861863,0.0010793339407476,325.692274177699,2.47034094264772,1992,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,9.1294609544083,913.275009507305,0.120199106929298,10,13,51.4583477219675,-0.424251065027002,9,76.3510999232431,17.7599056890487,36.4707797497441,18.640135977456,13.8160136058352,5542122.92925211,290.007645409009,0.001222265328646,332.598561297575,1.20372571354728,1986,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4,-24.8817870017277,961.319333145741,0.223070143620228,18,14,51.2968996569574,0.419329961345575,10,76.405928371457,49.8331662043465,36.4829857348525,18.6424516057539,13.8060986386994,5293978.86671968,285.130414108381,-0.0013793086245762,121.729220199185,8.25363751590818,1994,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,148.722102351907,342.226606813492,0.276169064760529,18,6,51.1805520061542,-2.59281212160633,9,90.1218399831712,17.7405443374491,36.4752322535492,18.641714004438,13.8135547340147,-40.8613034350055,281.835257920551,0.0008895572929463,327.770284039824,2.44082056163741,1987,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,71.4580958768769,818.288026366271,0.194799076358827,23,14,53.3475028824909,1.21299730029533,4,83.4784660746847,38.1630338712071,29.7862371486698,18.6464397645917,26.5495492445785,5346722.71223722,278.916783581928,-0.0006080395854615,67.0513150753812,3.5529836179558,1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9,118.542697994944,313.652210506768,0.187989933134241,11,9,53.8571280432917,-1.94585285568077,2,85.0957672457835,17.734986321643,36.5791548253458,18.6429836588898,40.9056959532031,120642.534466609,280.285937363316,0.0018657751784591,116.775681262922,4.44150707179152,1992,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,110.821383624856,1005.20933704552,0.208920231304853,3,16,52.2711637491757,-1.56468678265439,12,76.3333716774349,17.7612063385346,36.4705823667648,18.6464396268331,13.7821112263238,2938775.83620286,283.724119711716,-0.0010779002722773,213.987203997544,7.73163685244304,1994,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,-61.5136253246404,818.533997972523,0.138378865883731,4,20,51.7885423905792,-0.486110495989089,1,569.494027297139,19.8186602203106,35.257340411265,18.6430889216471,18.8238690084054,10531012.5942089,282.56708175053,-0.0122953366593453,186.083501209446,7.25241030786667,1993,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,77.6112805242399,885.242012161867,0.187364717679738,20,16,53.4492832255416,-2.61211364449752,12,82.4718821718699,25.6810834062008,35.6293316457062,18.6422498887033,22.1314277513659,-453078.162638678,281.137069884944,0.0002341662226003,257.047821150887,5.7942486601528,1988,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,22.4064904911012,286.23302793629,0.167581085984967,21,22,53.1815589267254,1.83181387352729,10,467701.291015305,20.6480313773902,38.379041725495,18.5988115044293,170379.736290602,7012059500.09286,275.71097137686,-10.3174413289491,314.641958681741,5.23212248465611,1981,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,130.337699719857,1550.20822852,0.246322497533141,22,20,52.7419147196698,-1.43683681272931,6,76.2747438114326,17.7398386850706,36.4723312417604,18.6434390710327,13.7942185992777,10119553.5901622,286.161005987205,0.0007816901211568,247.119100032062,5.18416594101128,1998,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,-30.2021517709799,539.507014338844,0.129240182648094,17,8,52.4563349288774,-1.4305708586126,8,76.3443491825721,29.7967047527588,36.4625743043813,18.6350550179037,13.8079282497063,972682.039968042,289.646781478479,0.0001745021890812,193.538347881963,5.0850313349584,1981,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,23.8928757608106,30.2156015733089,0.156975532617958,27,16,52.2304951573302,-0.490029276772342,8,76.350595896341,17.7323659881983,36.5030215823452,18.6350640367688,13.8000402412985,4287883.18958211,294.657325426016,-0.0002417966607816,86.3965313923131,3.58752521502415,1991,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,-11.2355852415935,244.807863643319,0.181089032039372,23,8,50.666043584948,-2.30979273493485,11,76.3098522399035,50.7411583068189,36.4635198816854,18.6409126163405,13.8143702046158,717384.672038111,274.558545821575,-0.0023904646438643,303.594647160912,2.18023562533381,1993,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2,68.0642376913525,-92.6569772075706,0.215982170806631,31,3,51.4896065078591,-2.96140630655722,3,76.3156226472427,17.7587789639263,35.8805071385415,20.2140061219609,13.8218548580113,2654718.0502124,280.136385546786,-7.07676104485842e-05,304.669839990195,1.65496820408453,2000,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4,236.632222467297,368.12862783525,0.318247565197943,12,20,52.0024000136629,-0.910170819456963,12,76.269447935467,17.7385332832242,36.4829240377023,18.6385387238739,13.8385773744506,1587990.77099034,275.428741368145,-0.0010381161290037,122.201315852322,5.71737012652047,1989,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9,0.397466423429073,783.547933222253,0.165868843248654,30,16,50.7781025176731,-1.33138503474002,1,76.290895034667,17.751694348835,36.4761418067382,18.6454529240278,13.8422168533906,1261740.32969044,280.461585351899,0.0008488133625649,202.415416472501,10.4984991187955,1990,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,48.6137320546272,1014.1676990956,0.25607534111817,28,15,51.4163419019318,-0.767225177540161,1,76.3408912936985,17.772288748037,36.4881308300423,18.6401746782484,13.8140132792316,1884636.74107209,281.395609883376,-0.0004660711033429,244.023159262727,8.40525300369812,1983,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,146.403664455083,518.318990808129,0.116231779266474,30,2,52.2946026943737,-1.34409516496576,4,20.3881016109512,31.6604404577717,15.2126042572844,18.6417873705855,44.037274838733,-1218166.0030562,279.949727967994,0.001209414084437,392.724380510778,4.09212930340958,1997,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,-29.0966294155549,998.006321427354,0.162138033163293,21,19,53.7108860463447,-1.81528957732823,4,76.340587205113,17.7900538538472,36.4683011948136,18.637857626522,13.8067970880163,8178520.63559574,282.449113490047,7.55511064250902e-05,171.466527066357,-1.38611883491086,1983,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,122.122679327661,1028.86831000904,0.10617027828822,9,23,53.2853240560101,1.01249965536618,2,76.322806159787,17.741207291556,36.4694586356583,18.6466890723039,13.8193266774839,-1776889.7774207,279.598373622847,0.0039830869797315,250.442825406299,9.62235647328249,1994,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,98.9488256539294,1484.92065832955,0.182066519660799,3,15,53.345658752818,0.600401700848284,6,16.402960514039,52.4270044180784,8.92486467841205,18.6477879160198,2.99685258708609,2076152.62304968,289.724005316227,0.0022052196714613,219.528596123144,6.73675531943499,1999,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,198.615774479638,1464.61478563975,0.154622903553601,17,17,53.3070636274292,-0.927156899106035,6,8.94048973946186,90.2975394323293,24.4392593723424,18.6378810352129,-6.4399962139611,6226978.62157546,287.777909789303,-0.0002910190100333,117.990823964232,5.14706662250228,1999,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,134.067638349379,1064.65238431283,0.164458996291809,20,6,51.7444062426154,-3.37042014718922,10,77.4772303854124,22.2153267029051,44.1763527846902,18.645856106092,34.6557691866128,6454.26968523231,280.017816308189,0.0031952328744118,103.13092438903,8.68460188205512,1992,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,42.9351286657211,714.733022598535,0.228728787988742,13,1,53.5165230383466,0.27409305743836,10,76.3236414794235,17.7338969707892,36.4991009752442,18.6380199712397,13.8210975646728,-1493535.80291995,273.391384573136,0.002337803242162,186.822703121575,6.87806110004197,1983,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,-2.03224627887496,646.944286364659,0.186195666087928,16,10,52.146197689423,-1.56735791185882,9,76.7968908418493,27.3039432061651,34.3135877565953,18.5274685278195,13.0256016659556,2110984.04568026,286.02294584835,0.0005998028144038,263.077572887336,3.01846629165359,1992,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5,207.219878999646,380.452191474088,0.196370895383357,8,1,52.9857773822783,0.287635817465123,3,76.4420062364424,17.752014403322,36.4755732705665,18.6482882534316,13.8211609054916,1328729.18314621,280.674356331608,-0.0009019666954352,244.813754919208,5.95890470290986,1989,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,70.261598066692,624.79649147615,0.198597979462879,13,9,51.369114370864,-0.915385205892383,7,76.4134286579317,17.7610748765907,36.4428126192506,18.6417443698093,13.7885830038174,2267878.04357765,287.5796036593,0.0007914074519894,198.741047431577,2.23587671440618,1987,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4,114.624576226079,1082.44997786165,0.206284833816032,7,20,52.2977057998805,-1.72393288179586,3,76.3095343136855,17.7506216458644,36.4590622522346,18.6429566149027,13.8104400412626,3049978.37156141,275.443691666414,0.0012732442598347,223.350443708652,6.80691160587705,1981,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,35.7838291068807,256.189218593634,0.229206015197776,14,23,52.4302470840201,-0.902510019481115,3,76.2691869943651,17.7537149589406,37.413007453133,18.6338062224075,13.7996889488175,1008690.64632146,276.320001834543,-0.0010685735648572,235.238548648709,3.58893006128034,1995,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7,37.8172690140712,459.042259295536,0.208235575325453,17,7,52.8309521993942,-1.51181529731495,2,76.3704341154128,17.7658121163525,36.4778493514053,18.64333268219,13.7924758234762,-4923.28748576578,278.391181513899,0.0005370650006315,188.558792091337,3.20472812525946,1989,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6,45.5510738857881,1355.61910696574,0.21629542593987,23,16,52.3925223548398,-1.36864929141248,3,76.3271735153835,17.7527776736482,36.4537401511373,18.6343729343735,13.8040057524398,1569445.14733208,281.823639137602,0.0007427146626553,253.055049668585,8.84532198404371,1990,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,-42.3693239180709,502.910218950941,0.159508825083587,4,0,53.0397964274985,-2.28495849359333,6,76.3416715733091,17.730608959986,36.4644108900496,18.639848560375,13.8285096155985,6323767.7764561,279.371767878588,0.000730942351218,286.869222947192,1.59138736875127,1991,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,28.4993928888031,165.335099947097,0.213812091077937,21,21,51.9359989114522,-0.603483890804513,8,37.2406746233187,38.9070517062677,19.9692313950232,18.6408294530845,12.4594013750168,8479327.44455235,288.382907331096,0.0002405876506932,205.690753279398,1.53632255192001,1997,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,-120.995766803081,1878.16946654717,0.190770151595082,9,16,53.6453922881026,-2.09346463478478,5,76.2936079904193,17.6705236699437,37.940608787832,18.6351163599338,13.8287730489909,4504421.86518686,279.294045830931,0.0009590489369968,279.66980900518,2.41120386516421,1997,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,166.807983359941,732.742297345835,0.168148098239048,10,1,53.7400644422477,-1.91245185961254,7,76.5159916896083,17.7595430774901,36.4799837358635,18.6419188068349,13.8131024407465,7564238.22949154,288.070050825528,0.0007485449166271,211.855762609662,7.69402074124416,1988,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5,65.4568605153037,1169.46923046793,0.254228528966528,14,16,51.1983884367575,-1.44000311973824,10,76.4057383160381,17.7670945594464,36.4623399474134,18.642955482149,13.7908556941035,3926837.54720963,282.618898569369,-4.48431432341055e-05,209.148687299072,6.22188188002751,1993,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3,-68.1380797713747,296.677871753481,0.193010436046919,13,1,52.2865400233899,-1.60806661975044,8,75.6651347980532,17.7178875035359,36.4902550136761,18.6409134290387,13.8430961270487,7332049.01966256,287.666393075832,0.0001822670177931,226.390781058483,1.67582620222235,1990,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,104.267945388934,961.57155332679,0.200192757283915,15,16,51.1489389407789,-3.1475864828765,7,76.3410536734224,17.7216996795038,36.4488382343702,18.6392446384238,13.8102924739309,3472190.92471926,292.446211263112,0.0005820525283113,299.191291006248,4.11078282596871,1981,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,35.7501277414166,1285.11550100738,0.137188052193658,2,14,50.551048775731,-0.911621153042605,8,3.2642085414736,48.0042228028829,29.0170173964241,17.6941861182968,3.57902875634491,10743365.7644056,293.842115440143,0.0013129825251094,131.413955560321,2.12628990407854,1999,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,112.423956594603,1824.61131163921,0.235041554771523,30,16,52.1669591097797,-1.92995095039121,7,76.3439440139327,17.7493623401467,36.4915577347397,18.6388282768794,13.8075308266883,5338954.23413555,295.567039816791,7.10854410776487e-05,224.914675246971,7.87402111605549,1990,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6,29.3175480108189,899.872377048239,0.267275878559272,19,8,53.642573806126,-0.223225587456286,3,76.3134594821277,17.7683336371989,36.4909931532162,18.6402657702373,13.8056447891557,1579066.81887151,276.706288647769,-0.0021903196977117,232.026152388715,3.42066097744776,1982,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,125.018601106783,634.447318405644,0.240280140680168,28,5,53.1826804308073,-1.47031357488022,7,-17.0035061527436,43.0400565922989,17.7375359441399,18.6489242978608,7.69706480278214,17494.3029094664,287.004274560445,-0.000139116502233,270.465171856596,6.19758412351649,1997,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,-5.66004868152029,1781.46718084019,0.173327091228497,25,16,51.8321888401102,-2.19163985916464,6,76.2887247721859,17.732130322994,36.524343233163,18.6423130859801,13.7970979315628,7622742.82192012,291.692817114093,-0.0002533512946726,-88.9020606059709,3.54101212995972,1988,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4,186.407046337287,480.426467861195,0.140526710278391,1,21,52.1213504551328,-1.30673323283996,12,76.341724797038,17.7397428320532,36.4788442787341,18.63189923533,-9.69815655500388,4466716.26330935,278.71064496229,-0.0093631841733665,229.143852764663,3.61406799539865,1993,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,143.829256067203,887.711069770662,0.185081771804695,9,0,51.8166570871308,0.0316819479287931,5,76.3914402288063,17.7400478320271,36.4439391126159,18.6398268606084,13.8301199623362,4107114.14731185,280.641080167967,0.0006631266849515,302.55134593079,4.7064237446644,1985,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,-112.743966332598,27.5333458991149,0.192550235318635,3,5,50.8777172820336,-2.10621022381209,5,49.9341786073173,34.4164375114211,45.1983955815435,18.6427354875665,0.336418886407305,185200.656074882,286.22806938933,0.0003140475781125,92.2751478170295,1.15208545082382,1997,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,122.176892175483,249.957799420583,0.222865289035806,31,4,53.0578721617111,-2.06471460839722,4,76.2889812354526,64.8251109734067,36.5051080840429,18.6726841039916,13.8301926076619,8.14169093146283,277.167289468671,-8.08812077735119e-05,230.754559136842,2.87048080494514,1992,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,7.36832416231339,1138.17293675634,0.144635194196623,30,15,53.1238805278587,-1.29916411472772,7,64.8058113014958,-1.80592626780597,20.2860420784933,18.6466885467637,14.5716127632178,4704114.50805792,293.166727142601,0.0001953320612946,132.15669060575,4.20831120936296,1994,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,65.653792662092,1504.78679560751,0.165546124047226,15,16,52.8127327662601,-1.41587719260861,5,68.2136831052932,11.1362741610904,35.3409081360746,18.6435540598971,13.5244381741801,5148819.88206127,291.572510966454,-0.0002237811117699,320.468613589759,3.28777562120617,1995,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,63.6285342111075,-366.072392906989,0.201732831771054,4,7,52.3743246088336,0.70883497794458,5,76.3022953176562,17.741359020724,36.4925371322555,18.6404008028075,13.7884982959844,-124528.652491838,284.094542939748,0.000271936529191,144.717216732461,2.81137528629235,1989,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6,182.37916148391,-177.775890606128,0.200082953977928,2,0,51.7854326821353,-1.39256931398584,6,81.4996916494791,17.7402740401945,36.4752327699225,18.6380733331449,13.8135548629163,2656605.82107262,280.591965862225,0.002311095652716,210.466214053373,0.665648733764487,1987,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,164.290806514457,439.051896347865,0.138829901077859,9,3,51.0557861965716,-1.89197210790569,1,76.3476738072167,17.737049351155,36.467914618916,18.6421315434996,13.789686349306,1278536.57407863,272.638284369572,1.50953287353662e-05,50.9822221215152,5.69737180458687,1997,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,70.4833863131893,99.5649706906998,0.167148128241232,14,5,52.6474861204518,-0.0457521410001138,10,64.0741402467093,3.61243412556999,43.155909925487,18.6473845431844,0.725231129182086,55783.5259276014,281.126633904744,0.0008230749322515,162.550127904228,2.86587316985252,1996,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,-76.7444825347501,1341.22076170245,0.149184551825688,9,16,52.4166786624072,-3.32398749131081,9,76.2453271588072,17.7521709211424,36.5014213266223,18.6397296556603,13.8168268225904,6445538.61167197,291.584128956056,-0.0001638861621444,217.574130287592,6.79972594612125,1987,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
