target,Altitude,blh,co,CVD60,Day,Hour,Latitude,Longitude,Month,no2,o3,pm10,pm2.5,ssr,t2m,tp,wd,ws,Year,Region_East of England,Region_Greater London Authority,Region_North East,Region_North West,Region_South East,Region_South West,Region_West Midlands,Region_Yorkshire and The Humber,Season_Spring,Season_Summer,Season_Winter,Type_Background Suburban,Type_Background Urban,Type_Industrial Suburban,Type_Industrial Urban,Type_Traffic Urban,Zone_Blackpool Urban Area,Zone_Brighton/Worthing/Littlehampton,Zone_Bristol Urban Area,Zone_Coventry/Bedworth,Zone_East Midlands,Zone_Eastern,Zone_Greater London Urban Area,Zone_Greater Manchester Urban Area,Zone_Kingston upon Hull,Zone_Leicester Urban Area,Zone_Liverpool Urban Area,Zone_North East,Zone_North West & Merseyside,Zone_Nottingham Urban Area,Zone_Portsmouth Urban Area,Zone_Preston Urban Area,Zone_Reading/Wokingham Urban Area,Zone_Sheffield Urban Area,Zone_South East,Zone_South West,Zone_Southampton Urban Area,Zone_Southend Urban Area,Zone_Teesside Urban Area,Zone_West Midlands,Zone_West Midlands Urban Area,Zone_West Yorkshire Urban Area,Zone_Yorkshire & Humberside
4,177.59503847165,59.1840369739718,1.44269982096787,0.141056441984376,22,19,53.283534437383,0.563756966583333,10,76.3885313631109,17.7550008043628,36.477620290518,18.6430908078114,2904791.0676402,287.959752910716,-0.0009801713667863,132.091483651822,3.69198121287317,1988,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,-0.531025779468003,562.781456422656,1.13209015217109,0.207746266617472,6,11,53.102307612818,-1.07726648263182,12,93.260956778633,55.6430942396685,36.0940802179622,18.7153871511071,849442.677459124,277.260031267511,-0.0002906473054953,325.392980609714,7.74353365335213,1988,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3,269.15921275353,714.777539912971,1.44254625162246,0.141309598334379,24,3,52.7754946364728,-1.14818637124822,9,76.6462176114665,17.7740273302348,36.4804598138285,18.6456821315495,-544813.866820727,282.176661491416,0.0012228533614975,272.445267125056,7.11798283128413,1990,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,80.5660554602512,589.905820096553,1.44233383526331,0.117822108370383,27,8,50.8366877710848,-2.10534261701575,7,76.297562181847,17.7908053799684,36.4683014329153,18.6377963787457,1119259.14696429,288.225226841507,0.0006164687352242,122.789812126223,3.47223307335862,1983,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,-73.5011654361842,923.860398887643,1.44103491879658,0.235952979622231,3,3,48.9408011808902,-1.46180068244623,12,76.3861645438521,17.7475074645967,36.4875661129368,18.6453940567447,974059.533301047,277.393326944103,-0.0001121400685936,191.528343251012,5.93268252516211,1988,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8,53.8440536150035,479.569042443089,0.933528167247166,0.239964327142053,1,9,53.4007045126931,-1.48723069255331,12,82.8423881125708,17.1624308128837,35.3195128297292,18.6391729398981,1729458.59930919,283.646310592282,-0.0278683191419741,85.8155104747283,5.45864349008096,1984,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5,96.1275761458246,1221.58222372392,1.4409780947859,0.123470298283273,13,11,52.7649534633423,-0.769634889461358,6,55.6022218358348,17.7369608529136,36.4778737609329,18.6445093663925,5970300.8212652,287.463996625421,-0.000785069918529,427.010912710882,6.03699805868357,1990,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,16.4372962372166,-411.225079481715,1.43766603281524,0.151300308265829,9,22,52.7624516698964,-0.980440584972098,7,76.3592617010667,17.7323039534726,36.5076969479368,18.6429008844865,10439229.415199,288.913600260187,-0.0008571085142862,162.547616095688,-1.43821847316946,1981,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7,249.458959019899,607.739536885594,1.44051796167155,0.174588908935355,21,4,53.5151044924222,-2.31249810668108,12,76.391440729677,17.7403184537185,36.4439376323506,18.6456069024616,-8.85804750299668,282.797688457201,-0.0003135057347246,226.678776633929,9.32233730667512,1985,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,-65.8363145159954,732.6977449615,1.44266581961839,0.160830500208584,10,9,51.7776439095635,-0.707417089978469,7,76.2993194749513,17.7357776515661,36.5152115446879,17.9325087892679,1020013.98631022,290.648204412579,0.0001080659577229,301.253860642237,7.1088492272023,2000,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,71.2454814771377,501.204373886854,1.44173688838394,0.17042785595079,21,9,51.3944283757427,0.327925652662908,5,76.3012451611349,17.7856386446664,36.5081535293317,18.6407834552958,-88233.6616339752,286.501301885941,0.0042961034389638,325.850569840472,4.87129197820345,1984,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3,18.3186975052711,1807.55798760787,1.4416611604994,0.150227597240405,18,15,54.5604015340652,-2.38807173837945,5,64.3926205480404,17.7510716222072,36.4770260953444,18.6430903106775,4149121.72688616,284.67110478974,0.0005591361426388,50.6166999912408,2.07753756213273,1988,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,145.84007887321,858.389213084387,1.44134532794268,0.153774225470108,9,13,52.4662004353711,-0.317173149009244,10,76.3168557107855,17.7633422187462,36.4723359764322,18.640868640209,8708160.10493307,288.307848863509,-0.002004367522502,62.0255770596032,5.02835055343882,1991,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,144.36296903862,229.149732743357,1.92011456933653,0.116826861700807,20,22,53.0779522801497,-0.624045333954025,9,42.692501786656,17.7344483556042,34.9965424722789,17.5241619698257,2119286.14275247,286.29624187353,0.0016718736732285,111.321124641083,4.28646512318475,1998,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6,145.247615316797,34.5683721724125,1.44167849059932,0.264501726155122,7,19,52.3003981269896,-2.56770955061259,12,76.2824963479499,8.85920212098149,36.4902445935746,18.7144822471153,3849110.23918975,269.3376361791,-0.0108010219349997,-158.116509779413,-1.64008251030921,1989,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,214.579217331145,132.650094395452,1.4425814934102,0.226736025652765,30,1,50.9754392201566,-1.02302596167657,7,74.5468234686459,17.7268397739156,36.4661149954258,18.6451506047306,7735808.53232541,286.990070356925,3.28579727979008e-05,104.66374899532,1.92649349922909,1999,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,-61.8946028625315,236.460891017684,1.44207405625094,0.226548430263629,9,0,55.1851970475221,-2.53500375048244,1,76.3121193510496,17.7683467289965,36.4909934769718,18.6369485428238,6562833.23069223,271.833650153054,-0.005934172796261,81.5045376944557,5.99303181650908,1982,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8,-120.602591939398,216.729522040127,1.36731531912817,0.0924073189381437,16,1,51.4089932985641,-2.45593411630131,6,65.6658865193572,24.1615408497027,32.2716349512891,18.6414439511404,5974068.48986998,283.704683741664,0.0013008001397334,294.947931282902,3.74078432405589,1994,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,130.551063398863,-735.175350330953,1.39939046962176,0.154238052667388,6,8,52.0168397578676,3.00304186973971,6,76.2480298541865,17.7668675042896,37.0461139847084,18.6457536746475,551122.318710482,284.177819199581,-0.0001082562453034,183.055630242641,1.88922966596653,1996,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5,88.967830090822,312.371799906769,1.41711711250944,0.217520179867067,13,1,51.5555110219985,-1.98543913041178,12,76.297371294275,17.7333019908759,36.5532466207721,18.6405085342195,3566735.90652971,273.567105633599,-0.0077585611180961,33.1778439719891,2.26542217013815,1995,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,-39.4457665309025,1724.92121828272,1.1320901822178,0.15950620313631,3,18,54.185665631552,-1.16380359998088,6,92.803714723856,43.2026138396129,36.0940804433904,18.600802400798,10310664.6165678,290.48038763628,-9.32267108733863e-05,224.612760682231,2.06599848713989,1998,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6,135.612493549322,867.716730382282,1.39674429877485,0.141167479993617,9,21,51.8120196126786,-1.16312330812694,9,76.2973521448336,17.7364985045379,37.4422526914168,18.6497329491151,7827689.86159211,287.879572653604,-1.65659765218116e-05,406.323135376252,2.04515072262428,1997,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9,95.4230467565432,648.65462275322,1.24829672504255,0.173527691942875,16,6,50.5172651596629,-0.49886994053945,6,98.0790584374731,7.41766119463451,32.997224073858,18.6415447207113,50801.6013750982,285.608989609788,0.0014150954315945,317.754376688323,5.11475938692372,1998,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7,25.3959334008685,682.665697580359,1.55016506743624,0.205823661818626,19,23,51.6888739707014,-0.720104743946516,9,106.230140638349,-12.4842008388139,37.6560889092669,18.6427732797891,1254631.31664777,285.010179197324,0.0025337490706364,304.080573812375,7.12276583225835,1990,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,-108.390939118714,1475.07839150225,1.44026495612472,0.205740328538955,26,10,51.3655155495492,-0.702061354726678,1,76.2866801382007,17.7779240116024,36.4590576940455,18.6404743737925,1707595.11001598,284.547102328923,-0.00293977915296,239.541766610544,12.2325263165153,1993,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,151.267523396335,-187.196468216995,1.75335180377927,0.144671778290984,8,13,51.4688474071212,-1.5706181630272,12,73.8539713334851,19.8202856206352,36.4769895347225,18.6385688197741,-5273862.97517683,271.071140942972,0.0127147052234186,193.513024121226,0.0984787815056343,1996,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8,-59.1688170742981,1250.26262990402,0.856996069132384,0.141659131584934,20,11,51.1260363940697,-1.01735552601164,1,50.4679954420495,17.7438516206468,36.5706345812361,18.6398057328961,580554.987751372,277.567603736846,0.0009800260036013,224.227362443136,9.59776515059649,1993,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,91.210292170207,958.405952588859,1.44162471599629,0.212723539162952,24,16,50.1223591706044,-2.16825408383523,3,76.3016404130734,17.7425696515645,36.4883963782704,18.6361737598352,3231318.5109763,278.635502106689,-0.0002996734654994,227.039943817958,2.91267302599428,1984,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,150.773127943221,1267.23463664383,1.27350704013026,0.161735861720209,31,13,53.0643407405524,-1.17887609398153,5,76.1628940833736,36.0750854661843,35.6293324351244,17.9558694967891,10446468.3665065,296.550693072525,0.0003095665740475,128.8776378693,3.68543131373697,1992,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,-112.783532078256,228.338176958797,1.45213890505893,0.149638577089855,23,7,51.3972121905098,0.121202640130804,7,76.320431622723,17.7527559557816,36.465805488565,18.6440447575842,288879.581715938,292.077839302989,8.14866064716484e-05,106.451993354013,3.71953561027714,1983,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,74.848188852853,753.099730221485,1.44258118113386,0.185002795370244,3,19,50.8595502494073,0.737358398952171,4,76.2366522495387,17.7262573161939,36.4755380626468,18.7841225523765,4164488.69050513,284.410002078976,0.0013611452437858,53.1334426546387,4.97145721638551,1988,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,91.890590788054,298.812543327875,0.0438295941834743,0.228635111328862,26,6,53.1941416014794,-1.83949612774991,2,50.3522234442227,16.4665536276363,20.9078593541833,18.6392783245061,43343.2523389612,277.859834031274,9.98671370484205e-05,241.607712142844,5.17353451370384,1999,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,84.2461274348457,716.027819714606,1.27350697673891,0.232809814689052,15,19,52.6860890909475,-1.07686925394753,2,83.038143298126,25.636474462621,35.6293328978755,18.6513452419483,2620612.36678819,278.895251981007,-0.0001627669405653,252.918525752854,6.03630033237399,1992,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,-67.3386855851441,123.086858228437,0.835550698669282,0.199597028694378,17,2,51.7609547566073,-1.69974354178114,11,40.6329923021192,31.9803630511753,24.7229209065632,18.6466888958522,1995775.12789962,280.890204270517,-0.0039978338931447,255.897993080914,3.69333873511962,1994,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,206.237032549292,816.413723821426,1.05785543732338,0.181332606854264,20,21,52.7072871071094,-1.26309043585747,7,31.8382241038876,52.0701883519563,25.9944680999183,18.6357131361205,11087398.5877285,289.828689053339,0.0001251890697682,58.4443436346544,2.99230634835645,1997,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7,107.230001179625,-250.508995294603,1.4424430777651,0.267457389588182,3,15,51.2576543846103,3.17290271445184,3,76.309169065533,17.7498268622359,36.4780117081629,18.6265489108724,-2697855.85254249,277.004523790623,0.0010388968270674,282.702513420132,7.36100540041656,1995,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,114.158715232619,621.510221153435,1.4405439329665,0.150322374137436,23,10,52.9558217858442,-2.80573304386819,8,76.2567322890678,17.7456555147276,36.4971671629578,18.6354065934774,3784683.75818109,291.879121646272,-0.0002603898901473,71.154768930595,1.72530974393887,1981,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,40.7975981214235,1527.77572447526,1.44218303830484,0.271324664290553,23,13,51.3843355705244,-1.92124613568545,9,76.3328120028352,17.7605025289558,36.4732926843235,18.6410861641447,7539598.15147669,293.109033800644,-0.0020825187541304,211.302579140767,9.98837282452877,1987,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,70.007370916132,314.619719648058,1.4420295763549,0.193927314474615,25,11,51.9573002653723,-1.68497436713354,1,67.9331899219356,17.7371158625719,36.4642931919432,18.6326546155922,350820.96054236,275.943477164712,7.70887056605059e-05,98.6066745329341,3.2959939136604,1991,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,-8.39807699596363,394.31640549113,1.44159267061344,0.0873593065294721,9,7,54.0438156593592,-1.09224881161066,5,76.3361475255161,17.7566776464815,36.4757784042617,18.6420668244084,156942.613911541,279.723797314305,0.0013546610859705,221.035978369024,3.65772020547116,1986,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,69.3470119363793,-18.2090810422837,1.44116619945536,0.201787410687868,27,7,53.4484741277239,-1.37291508228092,3,76.3338131975578,17.7475721682168,36.47581424093,18.634770250801,-109382.708770816,276.653236862172,0.0014764279810882,166.411391918311,3.06837226923688,1981,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5,165.585171708499,994.264821360857,1.44307624463337,0.178585721931403,11,19,54.3382292518293,-1.62283207869858,5,76.4002157801239,17.7517020768898,36.4238085057125,18.6450676927723,2770594.75791904,288.075282651493,0.0028155535415787,247.026022488482,16.1192059294353,1987,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6,7.53809270492923,1164.58453150724,1.44353932722657,0.253278657335636,25,0,54.8283691096984,-1.98454344468957,1,76.3763237663843,17.7743992777162,36.4910378105481,18.6421490815313,-1806448.97777297,275.035930767997,0.0042238369086662,251.184625794293,11.7158251445794,1994,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,124.008598801328,2074.76682639541,1.44322559666748,0.175820115006615,14,12,50.9198577392022,0.68867254348654,5,76.2097016554473,17.7553592862079,36.4824967979272,18.6397746899029,9118946.778909,283.640950629944,-0.0006208372339829,203.278630461276,4.01187553398966,1983,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,82.0179725090391,576.446647903746,1.44176796384737,0.126877998401602,10,5,53.4671340144433,-1.43042241365074,9,76.2812586591026,17.7456003552754,36.4630147489397,18.6398058952354,44241.7624874086,283.461031883835,-0.0007664270267878,242.734385983571,5.66435275806108,1993,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7,187.124750672601,375.625523677315,1.44429638934904,0.237742286634404,7,23,54.0210733864356,-0.783782644415103,7,76.3093185579879,17.7697368516155,36.4601630995819,18.6429551525129,13433219.0029338,287.029957393633,-0.0005863907415182,225.722635287009,4.69842707731854,1981,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,79.1240551251227,497.53301300303,1.44461520601598,0.192646810231553,8,2,54.3817258076383,-3.13850055504732,1,76.5765966761425,17.7861504957254,36.4470873082982,18.6381277287382,420099.795416507,274.424848538479,-0.0006856148942174,192.332292470371,3.41776228297078,1987,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,-1.33931068233593,467.753126675502,1.23620794268392,0.277017280929746,11,5,50.4996261478934,-0.261850055619854,12,538.379925939786,18.4637572190352,36.5034897708084,18.6357041061278,75980.1194067183,280.438086525018,0.0009215228230456,246.004132568142,8.1380595173841,1982,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,80.8936300246922,498.17156313554,1.44335167931464,0.204979291976211,14,11,52.8088309735658,-0.293035123750558,9,76.3865274670722,17.7405320069576,36.4638147298537,18.6429511753584,2032717.45862353,287.272765046173,0.0022619248133338,267.35046807812,6.10812254444968,1981,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7,-7.99511526844677,264.122782648636,1.44145916366738,0.178408123365012,26,5,51.7277720857414,-1.75383282328628,2,76.2400835713182,17.7877883956621,36.4679168335764,18.6361156193047,-21976.1317174303,279.529798208208,0.0005059010579133,300.139687436829,3.570746150482,1995,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9,252.921813720545,126.299735598454,1.27350708781448,0.177041820506305,7,22,52.4212414889329,-2.06184254215752,8,73.9916861033409,25.5451876911424,35.6293324018194,18.641522855375,9556184.15867082,287.729675406672,-0.0003003617018728,65.586403971279,2.02732170263176,1983,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,51.536078687232,928.945011039599,1.44356090603056,0.100233506677029,4,4,50.4963649893408,-1.61277744960971,3,76.3579664788516,17.7359343689013,36.4760361184245,18.6436205470738,20.8132961929053,280.224180612871,0.0005982244075372,236.984411585146,8.02446916047912,1986,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,127.69654902716,346.643799035939,1.15813616718682,0.168241910062799,14,22,50.7496032518608,-1.76750169322776,12,40.7333688923523,25.9868921196975,38.6809979785796,18.5911140808413,5097825.87882326,277.774242340823,-0.01396554377271,284.879796255258,6.92369811469332,1999,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3,54.7160797210667,1303.33387595649,1.44068131633587,0.171644277739686,15,6,52.0207498140317,-0.291965742729812,1,76.3566905321265,17.7437887472129,36.4791709390629,18.6395423121017,-68818.1117818987,274.981349120164,0.0049165036471706,261.958015912676,10.7949120354958,1984,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,13.3959286922477,1115.6174718674,0.933528131148872,0.172719893124493,27,20,53.6955333124891,0.65122536795802,9,87.881592323763,17.7454497861238,35.3195131497118,18.6452169026621,1537082.75822159,289.442391105174,0.0007442967209628,188.177440611666,11.4967727935638,2000,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9,91.391941483913,1186.31084557883,0.134127053607853,0.217952997947546,23,1,54.2255693033411,1.03682194144834,2,-115655.656976721,9.941784690604,30.7294943789807,18.6461378889791,-1598738726.20365,282.397435505995,1.18325827656356,185.322111111968,14.2915558625715,1988,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,238.566529837707,492.148036706941,1.45213896704746,0.248049192174081,1,1,53.5762774596115,-2.53748983580963,10,76.3517783371091,17.7526889707926,36.4658046888508,18.6428867743271,3069646.32898731,277.082609074561,-0.0019306692388922,177.464097351572,2.19157740217653,1983,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,34.4653198255392,242.7744603015,0.0348676617582155,0.160607742026417,3,6,52.9751633041015,-0.130021206640101,7,71.7889815823642,6.90458738710747,45.8937872481144,18.6408836509353,-1360.69877454475,283.445423686167,0.0003065905226464,227.643748736914,1.76878413010096,1996,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,-5.50532509804805,790.260209176333,1.23620794111532,0.204712030528703,24,9,55.7875645682859,-2.33940473439877,4,545.879258677958,-13.2123048866671,36.5034894283049,18.6448881196569,1999063.92881156,283.710340139106,-0.0025651266990164,191.780236015282,3.67313091590083,2000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,46.7435357118104,528.964713826711,1.50756706642113,0.160542625166427,9,20,54.0257789242556,1.07170501853548,7,63.3619606904517,17.7478113653567,36.4290133316401,18.649732854618,1906494.29309074,290.660186149222,0.0010132094098071,85.0935827569145,3.67727015314295,1997,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6,170.87782249003,370.848238928283,1.44202274670322,0.15079179977198,12,13,54.0383608077007,-4.85356509957977,6,76.3495283769861,17.7543360600372,36.4637592365835,18.6371386985915,528011.444586971,287.388801527566,0.0058315974475706,281.9831733133,8.90316798322689,1985,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,-173.203447680567,-99.9488484917179,1.28136759084482,0.197703055451339,4,7,50.6001749062489,-1.06639034646087,8,69.7823254878589,13.390679811024,33.5821512218359,18.6404752465485,480495.346747717,282.41301166556,0.0001050675487175,212.287959438565,1.2896296753142,1993,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
