target,Altitude,blh,co,CVD60,Day,Hour,Latitude,Longitude,Month,no2,pm10,pm2.5,so2,ssr,t2m,tp,wd,ws,Year,Region_East of England,Region_Greater London Authority,Region_North East,Region_North West,Region_South East,Region_South West,Region_West Midlands,Region_Yorkshire and The Humber,Season_Spring,Season_Summer,Season_Winter,Type_Background Suburban,Type_Background Urban,Type_Industrial Suburban,Type_Industrial Urban,Type_Traffic Urban,Zone_Brighton/Worthing/Littlehampton,Zone_Bristol Urban Area,Zone_Coventry/Bedworth,Zone_East Midlands,Zone_Eastern,Zone_Greater London Urban Area,Zone_Greater Manchester Urban Area,Zone_Kingston upon Hull,Zone_Leicester Urban Area,Zone_Liverpool Urban Area,Zone_North East,Zone_North West & Merseyside,Zone_Nottingham Urban Area,Zone_Portsmouth Urban Area,Zone_Preston Urban Area,Zone_Reading/Wokingham Urban Area,Zone_Sheffield Urban Area,Zone_South East,Zone_South West,Zone_Southampton Urban Area,Zone_Southend Urban Area,Zone_Teesside Urban Area,Zone_The Potteries,Zone_Tyneside,Zone_West Midlands,Zone_West Midlands Urban Area,Zone_West Yorkshire Urban Area,Zone_Yorkshire & Humberside
4,-14.0123547871138,292.439002697585,1.44166112045191,0.210169140719623,23,5,55.1343146598522,0.336665456743753,11,79.0156477390482,36.477025664047,18.6465612890165,13.8056051088901,35745.2056594466,281.368751844455,-0.0009629859835131,314.362958949569,4.26930965376743,1988,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,106.375935525154,674.81730253781,1.44202483377956,0.160604627205526,15,16,51.6141905517569,-0.127246525382044,2,76.3495025257909,36.4759423558727,18.6383384099171,13.8034000952555,828141.922944488,273.334462558213,0.0005815000543087,82.6016887228182,8.04476753718634,1985,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,90.7162317621022,1248.02147150106,1.07653836087075,0.206184496177043,18,16,51.3200523736114,-3.15361223501366,6,83.1650929678373,16.1521631729154,18.6211176853322,10.6082912350698,2515437.6842315,286.492580856633,0.0001696048348563,320.270465382538,3.90834406117807,1981,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,53.5876852251533,876.694548400373,0.832913529467139,0.237702368334676,10,12,51.693767591009,-1.34519729887681,4,91.1623444919843,41.7850644431266,18.6420080566992,-2.8199878394615,5363621.18429344,286.238721362283,3.81299286658276e-05,211.289393982992,5.90436902759242,1988,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8,41.9160755748459,918.509793223708,1.44149781546613,0.266335273178796,11,20,51.6448400287895,-1.1166634385383,5,76.3103095746389,36.4617502486845,18.6391344778258,13.8064506369939,7644740.22943113,284.098167785166,0.0014493423479815,237.015566759002,3.49164959528154,1981,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,109.897838956588,1081.33775121865,1.44119803892791,0.132826882362819,2,15,50.8790929331989,-0.633022705286738,8,98.9669606877203,36.474645395767,16.7126164606091,13.8360493947791,5946876.31199823,295.288254912558,0.0001946339368895,-13.2238719576939,1.44100757811856,1998,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,118.504998719714,1105.66502294245,0.344374349326413,0.152294820283127,23,21,53.7507996932137,-2.65022677722092,4,22.5949549060957,32.6076099069266,18.6406645872056,5.02265327183505,6697920.05968282,285.268740966481,0.0006997548123019,219.422296317817,9.24119048671981,1997,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,72.3445240160399,-14.0633486306615,1.45593766762011,0.214804576346971,19,6,52.445546343219,-0.128580197025221,8,86.8923970412334,31.6929463551765,18.6386986378084,14.0513323835474,168736.439820301,285.467481804772,-0.0002288149539902,146.004812365488,1.82815698060041,1996,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,-8.94422426572714,1651.25144168888,1.44135977931804,0.135904938610005,21,12,53.6535128011721,0.890469106829502,4,76.323624210838,36.478844202238,18.6406568503314,11.1504826267144,5776519.49430588,281.82393799429,0.0014112390497079,236.789578342237,5.3343356886838,1993,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,39.1209536879577,794.38138509558,0.197577753653976,0.151850311082022,20,17,52.6669684252798,-2.8185480404433,7,57.0936459827581,29.2489866852391,18.6357128337171,3.80251727007939,3912487.80487625,292.272626347913,0.0002533211540596,114.514755233426,1.85094654049904,1997,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,114.306669283056,243.90556979107,0.220636534059232,0.227602198396578,30,6,53.1788509384344,-2.36286966719026,1,26.7995797364423,26.5120771716452,16.9293120852307,4.9720176776265,49166.7641003281,279.836033785201,-3.47983358148445e-05,276.452868605556,7.15995048025848,2000,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,37.8801266359681,-242.853328241153,0.640214979347391,0.204363487913111,30,4,53.8504196769309,1.45971426301471,4,69.6605570452094,31.0434829235727,18.6360891196701,21.671186658648,-36.1964138403195,278.772326054295,0.0009890337238473,257.402436230957,1.3951625441325,1996,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,53.870728242214,842.477327440537,1.36464506788585,0.165089604626267,10,0,51.7695761408182,-1.49331030881217,5,76.5611771032084,40.9841469158758,18.6386986391428,17.4271779143371,5403087.71482625,280.661045856917,0.0009413259642577,46.0431137855305,7.67722846826257,1996,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,213.56003057779,2354.97526703745,1.08069650783269,0.195836017479467,8,16,51.8218429904045,-2.29260985359175,7,26.1811532922,49.0686271262579,18.6285580899335,10.9916773014028,8584661.79964759,295.061754444427,-0.0006326921768555,109.460389509213,0.823273321496636,1997,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,199.880669330541,1365.59550414072,1.44256535664077,0.213006734672474,12,19,53.1751230320001,-0.163994107163356,5,76.2894445603066,36.4542087223141,18.6450401773011,13.778940528613,5776370.31694194,284.709076208243,-0.000371413189307,102.432368855569,4.98697421801993,1982,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-10.154370932986,101.175574832227,0.849567205196917,0.169275415993096,28,4,52.8790282052016,-2.16285811575084,4,85.298487606299,35.6293318610823,18.641778224151,20.3323473370011,-6.13462578787023,285.748250704979,0.0014203356442738,39.9688763122421,1.91834400046806,2000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,237.836934816344,622.623927554236,1.44116630364231,0.185204860737691,15,11,51.4156087518627,-1.23384205871895,11,76.2878035284923,36.4758136791967,18.6374782930761,13.8322765415555,4445632.33036931,281.65191638956,-0.0030097805226805,149.83995240999,5.44056028175727,1981,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,188.877168704596,446.596454757656,2.79343700406049,0.173984690243207,13,7,52.7977084308712,-1.90872479555405,6,37.1426683732249,32.4607401190302,18.6480682559847,14.5565969634439,53500.2083038606,285.540753437003,0.0017192070208522,174.811044288707,7.07287045599825,1998,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,43.8412339338535,510.931605664216,1.58460980573045,0.243215662819528,27,0,52.6635222775295,-1.2728810370981,7,65921.0730537328,35.4925252660085,18.6472996309091,-232.80896605604,893254768.045891,288.902143560832,-0.232895164669358,271.798708270215,3.35767606736876,1984,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,97.517421079914,2001.96665428242,1.44149772395071,0.197240712066323,10,18,52.9446069783839,-0.562272100406097,6,76.315921775361,36.4617493541896,18.6408686184173,13.8064506454411,5707254.92560488,288.562127298375,0.0006899867611149,226.604766209605,6.57451349674463,1981,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,105.97559853868,356.853154914165,0.579366758990313,0.144988818954331,25,0,51.4616619473999,-2.1575954353065,9,54.690107616576,33.1291878028969,18.6404748202737,31.3507293610691,3584076.9361447,284.776518731248,0.0028723323649007,337.061782478916,4.6138800511648,1993,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,81.6912189341985,-454.552800587692,1.45997240387227,0.170502027479294,24,22,55.219494489425,0.394267239734565,2,76.3353125614205,36.4897651660128,18.6370420371773,13.8219119025125,451361.355940141,268.179301391599,0.0019988895276336,194.631898086428,-2.45579078033106,1996,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4,9.24998952152913,279.289566171093,1.44163523295865,0.186468193104129,27,11,51.3310717772145,-1.0584614503918,4,76.3099843291781,36.476882477616,18.6436214834482,13.8094492887073,1177748.5897231,282.349761993898,0.0004649973819731,-16.9696363806071,3.20651520911069,1982,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,102.994106251492,146.560566140337,1.44055502382091,0.244274543550862,30,7,52.2731552731152,-0.26421964134161,10,76.333758280302,36.4677784303485,18.6404751470061,13.8251985059733,-160333.883991696,274.529893724797,0.0010320789705109,59.1559400022947,1.05287901533825,1993,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7,94.8716195322653,967.767090754295,1.439552031001,0.170923734435657,11,12,52.1604065091885,-3.03154983582303,4,77.3937084469692,36.4535660243163,18.6382973422298,13.8181751464861,3722106.79465123,282.109589497341,0.0006709526816791,156.479424633138,9.00034045617893,1985,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,45.5465828197022,732.125445641186,1.08698995921388,0.187008993661347,24,16,52.1729869935758,-1.73856386077345,11,92.817941870337,32.189514364488,18.7390991045087,9.82232083626064,2959843.85378259,276.693625372559,-0.0011783284418462,186.648765668871,5.74691101853823,1998,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,-17.3802036445225,-126.149306825464,2.10753676408104,0.300178252257291,21,0,52.4512736151463,-1.63681164783303,1,56.5449571111782,36.1855318178973,18.6424360502166,11.0355256869582,3391523.87947516,273.009808327719,-0.0002079253663409,74.7764746332275,1.6839401160592,1997,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3,62.0091787778511,352.488435459257,1.44186974082057,0.215520756625644,19,6,54.0736409626377,-0.103333767795544,1,84.5907332699754,36.4752338435737,18.6451778713962,13.8135546210667,-134981.12602945,271.032612966363,-0.0011894531321647,194.782660950459,4.65126089081024,1987,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,51.3308462902208,712.40690888205,1.44173647847824,0.196174978936532,8,10,52.656911418109,-0.682582034856197,9,76.3227386325312,36.4788290786589,18.641063112019,13.809033904819,1620524.55931894,286.291767616573,-0.0004392925814928,268.93455312912,2.45004723507218,1987,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,24.2285975005013,522.997510409559,1.44176833413296,0.127041375025632,25,21,52.2195692357133,-0.933797046719925,5,76.2991409114616,36.460820421824,18.6416600313932,13.8060167003797,8128094.01669067,285.023255012546,0.0009099781288334,178.716864667653,4.33018672632961,1987,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,-1.75896503169135,842.764320279297,1.44136694448743,0.162177378533704,25,15,52.923712395464,-0.832288337225437,9,76.2896600194806,36.465736142422,18.6486351721908,13.7936548515783,4406240.32060056,288.226699106226,0.0016522985234558,24.1825675490553,1.78130642767634,1992,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4,142.317323601094,1357.81192364944,1.44274245983184,0.154258011039584,19,16,52.8017194349347,-2.15518543093984,9,76.3437634020005,36.5098880676691,18.6500527958398,13.8021315622093,4964877.53174157,289.472739965336,-0.0006336532171867,282.276696247484,5.29650847398192,1991,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4,89.2781306434749,676.403298368217,1.44316801038925,0.19007763317698,7,20,54.1523040165519,-1.60830238368706,7,76.35893351698,36.4774750456901,18.6431996634948,13.8259896869505,9568705.06069768,291.776012412768,-2.63443821599762e-05,159.068012795026,3.31125440703461,1984,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,-135.387786831551,173.695401211576,1.39674428163047,0.148802304665866,16,20,51.42306107493,-0.982114707961388,11,76.311950894218,37.4422523137432,18.6364652711794,13.823619606265,4186166.33062414,281.192558678108,-0.0008103104729728,188.285074732013,0.422242505195479,1997,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,173.368656919686,271.834064172602,1.44245711314665,0.224378342305446,25,15,52.5939891286189,-0.975164059252142,11,76.3012550452395,36.4728319213482,18.6382330918283,13.8013809611815,1151898.48481014,275.828468813182,-0.0005213648624723,245.805653978537,2.23516626787443,1982,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,138.287198131126,-16.6008475965386,1.44130050686299,0.212274426928519,4,3,52.3384788838477,-2.00439103314453,5,76.2880127394943,36.4545282196355,18.6405332671715,13.8379486370596,1860456.83018962,282.938839571571,0.000660830806714,306.013270339299,2.56510453033191,1981,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,28.0746390959715,1567.51717291573,1.44171243076334,0.199953170099444,13,13,51.2408084344401,-0.985827024465345,4,76.2804554364624,36.5040569385297,18.6441168722363,13.8110536565799,2230344.36660631,281.169790531083,0.0010815029512213,274.541258065682,5.3090054208925,1983,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,36.4874146714035,1204.07862155236,1.44170250087089,0.260315128645375,31,11,52.8722036503173,-1.51510973194271,9,76.327450149178,36.4755729180288,18.6403553273509,13.8211606931615,6745909.92990007,286.528620451982,-0.0020226416332222,325.447794135754,3.26696923377478,1989,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,71.8025632515524,275.653315344489,1.38218120969156,0.133887991542565,16,7,55.4958135225794,-0.27977806329454,7,76.3282745161684,39.1059181777366,18.6544617831263,13.8036562507389,242921.980527795,283.615608691434,-0.0010680684364763,231.824951465087,2.26644769310665,1992,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,7.28235723964882,1311.11060066206,1.43964308724745,0.104909881773807,29,19,54.1807456586336,-0.405614480227215,8,40102.2948737581,36.4822015357842,18.3137303936176,-461658.396982351,3606257045.03666,288.071729496844,-0.897526551851328,344.415094381913,2.96781333661513,1998,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,140.276580114131,464.023840204533,0.178934467215854,0.176107531216838,16,9,52.3402560786553,-1.83491779762531,8,21.7736855075829,18.9673236216797,18.6477881905938,0.373410221160719,1121069.47029209,290.554419510954,0.0033559603513369,249.079228631295,4.26567852807854,1999,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,-0.226487206148001,2.50789504129877,1.44186977885476,0.177405942163191,9,7,52.4227119566519,-1.37583353856964,7,79.3539091491449,36.475233338953,18.6433836954076,13.8135552270846,244338.21801183,284.936989557559,-0.0004545556492982,214.797809900675,1.17874425393358,1987,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,60.6022720493824,765.292588024996,1.45997232780944,0.0854730522686747,22,8,50.9283176302942,-3.15761278799226,8,76.3395389953822,36.4897683532266,18.6409926269022,13.8219114235811,948165.752763028,287.042336886498,-0.0015664645772384,207.148012988644,5.91588497626842,1996,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,150.410707057041,1156.57748013294,1.4420547482074,0.223779156424876,18,21,50.8282471267508,-1.82571521649145,5,76.3507971182625,36.4710637612534,18.6405544876126,13.8065270256056,7272126.69205208,289.556937421644,0.000994191088835,148.683039331301,11.6344650520894,1981,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7,86.1288327209701,957.300601543518,1.48839455154926,0.156959978868232,21,5,52.8394245523956,-0.633118458310776,2,74.8736893329429,36.4730501289317,18.6421079071124,11.7331432186506,40286.6622982657,276.661634669686,0.0004640636001191,242.008911537515,9.95252254521215,1991,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,-28.7448075645555,639.356046429014,1.43397949905866,0.168870624685568,18,21,51.6319325111544,-2.30869822270357,6,76.2554930085909,36.4145198083575,18.6385685223884,13.8097654158398,4392481.16598611,288.109056794271,0.0005794425841643,200.214372888832,3.87705078456582,1996,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,-49.6010898889616,218.081248436981,1.44237611454148,0.152147977374188,2,8,51.9439411912551,-0.745155269028348,4,76.3290731164178,36.4283707044958,18.63480285174,13.7902435024601,1340193.95407887,279.526670227011,-0.0014613617467132,200.745185642489,2.87882443395014,1993,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4,80.7201364340246,351.874739080537,1.44166119944803,0.167666028540252,7,23,52.0465797725251,-3.11413723574603,11,70.4945429360663,36.4770251774189,18.6430900953311,13.8056053526166,759417.717298278,280.516684492464,0.0030312164254581,108.427195668596,4.92033989896262,1988,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,182.502335392431,396.77044739586,1.44100411526481,0.246568521574249,22,2,49.2922045600182,-1.52868154294804,1,76.4163005495102,36.405578681439,18.6383668110172,13.799642424891,3870781.58851702,275.675990924443,-0.0046383446546698,296.117778466678,2.47677620384998,1989,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,116.443917738466,1394.1991345213,1.44120331883604,0.197678177640916,3,20,53.5871373064586,-3.25263891413093,4,76.2713437532121,36.4673003613392,18.6362124350265,13.8272461169842,8423088.06880705,277.778686148965,-0.0020804519045186,239.267062062505,5.588381789755,1991,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,-30.1671036547285,768.015292534342,1.47553137899642,0.214320789968744,7,10,50.8535903731294,-0.609281741097803,4,76.3341520467098,36.4920825477371,18.6436221885948,13.8122204385141,2222015.22115096,280.273614344658,0.0001161255631671,212.831835904745,3.44144343871075,1982,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,132.497074362629,312.454395370053,1.44161883538692,0.238297607985909,21,20,51.640459002626,0.0508652867792148,1,76.3625846198475,36.4623394795062,18.6395456043315,13.7908559528269,-1043348.83680876,276.832067824228,0.0025043012565349,222.9448682956,3.89909390827177,1993,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3,225.901629515091,343.121057108293,1.44218570603823,0.212283008380681,17,16,50.4997333401524,-0.460692641938979,1,76.333350594492,36.4730074049678,18.6398567972387,13.8136205642001,4524815.77962762,280.098997484122,-0.0020815205279472,247.155535601447,2.34699560264135,1990,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4,21.4253821462379,776.962315899942,1.39186551081171,0.183535114251251,21,16,53.4923526702917,-2.55744117397254,2,76.3500598506461,37.5324324047223,18.6405902330457,13.8187789500471,5171394.00878269,278.019747429873,-0.000822417559178,155.593074012001,4.50145402282023,1996,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,127.899646548642,1013.58523260976,1.37295272916305,0.148148363954843,6,8,52.6682182377441,-0.0690176559185804,5,76.3009917028074,36.3945454859774,18.3236186021663,13.8087747472921,-328791.015604389,280.754563893676,0.0011295778737992,245.769295933895,7.68613169481469,1998,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4,-31.174520652922,362.768005208107,1.44316800574993,0.221054145970335,12,6,53.0223872396126,-0.734288142091114,9,76.4093924432441,36.4774746295051,18.6431993725858,13.8259896729517,57122.8169387587,282.635958844229,-0.0027663711656297,282.42447616362,2.88463660518687,1984,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,-50.2034502571276,877.680607835753,1.44186980983898,0.160056711963973,21,21,53.4704339914026,-0.908482598320803,1,76.3505409909998,36.4723353842637,18.6412657658742,13.7905151372887,2859509.0331577,278.117111810316,-0.0016702896132693,222.340230886419,8.19575665033604,1986,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,46.7154974854449,1175.9350070929,1.44128286079241,0.166695625366652,1,9,54.4658693060139,0.0507475599124683,7,76.3276899028324,36.4630994341711,18.6405440136186,13.8050022698589,3435206.72612731,282.989644041715,-0.0008697163512363,258.983489534902,4.59522527825047,1981,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,66.9361922905161,131.8209380827,1.44202947973576,0.246678605732557,13,14,51.98136468178,-0.64840029073534,1,65.7177891001771,36.4642922328658,18.6384940429449,13.8041665441172,-2474627.56582067,281.385606644865,0.0006705213653304,288.714039802559,3.86025533519357,1991,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4,63.4014130131757,533.614238864539,1.44166111824715,0.183522175833964,19,0,54.5407738135059,-1.61505452362205,10,69.8224858664605,36.4770257478312,18.6465607147688,13.8056050909056,3096231.94488865,282.424598184121,-0.0006892147675698,111.510399241758,6.30474005646799,1988,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,189.364549644517,1206.44903614422,1.44055499590654,0.180560111322035,19,14,51.256754254792,-0.607820815247348,7,76.3348617990571,36.4677790975408,18.6452756305533,13.8251981366484,6637337.85676412,294.375163600192,7.27018189598458e-05,266.742475245297,6.0189194791872,1993,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
