target,Altitude,blh,co,CVD60,Day,Hour,Latitude,Longitude,Month,no2,o3,pm2.5,so2,ssr,t2m,tp,wd,ws,Year,Region_East of England,Region_Greater London Authority,Region_North East,Region_North West,Region_South East,Region_South West,Region_West Midlands,Region_Yorkshire and The Humber,Season_Spring,Season_Summer,Season_Winter,Type_Background Suburban,Type_Background Urban,Type_Industrial Suburban,Type_Industrial Urban,Type_Traffic Urban,Zone_Blackpool Urban Area,Zone_Bournemouth Urban Area,Zone_Brighton/Worthing/Littlehampton,Zone_Bristol Urban Area,Zone_Coventry/Bedworth,Zone_East Midlands,Zone_Eastern,Zone_Greater London Urban Area,Zone_Greater Manchester Urban Area,Zone_Kingston upon Hull,Zone_Leicester Urban Area,Zone_Liverpool Urban Area,Zone_North East,Zone_North West & Merseyside,Zone_Nottingham Urban Area,Zone_Portsmouth Urban Area,Zone_Preston Urban Area,Zone_Reading/Wokingham Urban Area,Zone_Sheffield Urban Area,Zone_South East,Zone_South West,Zone_Southampton Urban Area,Zone_Southend Urban Area,Zone_Teesside Urban Area,Zone_The Potteries,Zone_Tyneside,Zone_West Midlands,Zone_West Midlands Urban Area,Zone_West Yorkshire Urban Area,Zone_Yorkshire & Humberside
0,12.7935185312425,1565.9032097918,0.442710664217543,0.140965371371023,2,11,52.6144914709335,-1.88287801348321,6,43.7955104953703,40.5177700765393,18.6495537465445,24.1654537491459,8083857.07344086,291.909551234468,-0.0013878442185399,247.399993985475,2.56001354475485,2000,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,192.508312807326,1111.58698662465,1.44202959806004,0.154337445476417,31,13,51.6417488390727,-0.528675705289018,4,68.8621725965013,17.7369702922425,18.6361057521507,13.8041665686044,7172395.34175541,288.428949146993,-0.0009981229223175,73.8176559612327,8.60107269177942,1991,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,-49.7273472960186,761.288702529241,1.26520008879982,0.240465538395611,30,14,52.6440154528057,-1.4621732564377,1,45.5031077887289,18.7930077776002,18.665382058467,8.74577092039015,5964355.51583889,281.712887779088,-0.0050474680389052,292.037782644314,3.19239667426892,1998,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,-70.684255954076,835.102092453579,1.44131455477548,0.201274617334947,17,23,54.1763449656172,-2.13501824198464,4,76.297343741442,17.7729209598098,18.6447601072887,13.7934472406378,4959079.32592774,282.587431484537,-8.35015403747424e-05,277.31188088997,10.5515976982718,1995,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,331.122243523898,426.107759516288,1.52123540624527,0.269296652906719,5,19,52.058488289386,-1.23588193571242,12,87.0605072847798,17.7442503842118,18.6421694599064,13.0355802285011,1629241.15019749,275.98415185473,0.0010523234789492,265.323943524094,6.4594686313594,1993,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,-4.65231276588858,605.751146306895,1.44159261069841,0.18304235401154,18,1,53.1972605471474,-2.48616017131868,6,76.3364006897473,17.7567334662087,18.6442470708482,13.8013063154842,2125455.80342304,285.626243680309,0.0010091375058757,233.271965850322,3.28208111935712,1986,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,5.08828138413781,693.385169637262,1.27350705018938,0.235636373556478,28,21,50.1704901855578,-1.69623809238143,2,87.4191906094883,25.2076738227424,18.7686460683478,22.4271200075124,4812392.22188044,280.405850459367,-0.0010305307829603,216.467554839688,6.55369328289447,1997,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,80.8919209719843,555.429786702427,1.44214855565918,0.160409473472317,7,0,53.4160400925167,0.628335398217639,12,69.502816402814,20.8964137273171,18.6346741290737,15.5562172443779,1793274.68892929,278.624877545123,-0.0013022695645543,219.985195944176,5.19034034974247,1983,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7,74.0135712838178,1769.94642610412,1.44023641996374,0.185774230013827,1,17,52.2296703771891,-2.11852583260137,7,76.2400393685596,17.7779392266494,18.6422864450469,13.8159764653286,8326427.57783142,289.168109230446,0.0013951083911995,232.378363183086,6.63029155002696,1988,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,74.2112164315275,503.537569452048,1.25334898212803,0.194893033713388,14,14,51.9408646724307,-0.864366051016864,11,37.3451603122458,24.1600582886694,18.640667365448,11.9557498251403,-765445.328195901,278.614704692773,0.0017535853835681,58.4297717873019,4.04803233220922,1998,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5,102.716211626559,412.217336822265,1.44186971476508,0.131368074126564,23,6,51.7034366269098,-1.63253837697689,7,83.6416897410899,17.7405799940809,18.6380732413913,13.8135545722407,50252.2896615857,285.979658836388,-0.0005072153983891,-37.4153680609158,4.67049812641204,1987,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,116.855757002908,12.8088293665235,1.44132356552313,0.227179315230998,30,6,51.9779594295776,1.53275341658876,11,76.3096213011341,17.7503229225119,18.6429565619484,13.810440142407,187235.750312269,278.37832234736,-0.0012809199258068,407.007731272331,0.432780171371561,1981,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,8.2567534896832,375.105085167824,1.27350706009573,0.197582749227031,17,21,53.0548599173991,-1.58478297337318,2,89.1590694813108,19.180169414456,19.3630090288141,22.4271198779419,2382836.96487702,275.469811957038,-0.001114413134,181.066580015495,3.43100662742964,1984,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,107.564713661525,383.340252095038,1.44335175819097,0.0903965524770495,8,5,52.5131704853278,-2.51073960104993,7,76.3775032425561,17.7406080409013,18.637478449963,13.807812430972,-17729.8570033683,287.864089052402,0.0006141387179608,126.301220590623,3.30499409460772,1981,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4,89.9907739007947,570.097568804722,1.44105030495593,0.206267413421904,25,0,53.3364982137405,1.39859725162507,1,76.3468350399493,17.7407035444238,18.6462587658727,13.8145922667895,-5825146.84980387,277.124409785234,0.011571019749073,314.900986156599,10.5702384293543,1986,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4,168.615250724027,1599.33591681899,1.44266684646425,0.174124950190235,16,19,53.2557554081354,-1.39323241272522,5,76.3214270453674,17.7466378610319,18.6378572148301,13.8083884417968,8562136.54038871,281.557879101888,0.0007236055604304,141.979516370302,5.01420478201588,1983,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7,171.780109544003,332.950848764299,1.44107014341512,0.201177493494465,22,5,51.7537212739922,-1.6761226589638,10,76.330748987722,17.7445798075081,18.6370416203012,33.1299892262768,34574.5935598181,282.066859730203,0.00123093792586,186.923774619101,3.2746007952195,1996,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7,8.05229141253524,-301.418146601055,1.47553127763395,0.214540940709646,28,7,51.5352020560851,-0.180094468617711,3,76.3336260724215,17.7372973415555,18.6382133835775,13.8122213478088,8979.51515937255,275.636681376311,0.0003659006888238,282.23905178079,0.856916251669128,1982,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,112.994597861814,781.809664226582,1.44103190434413,0.119031546705591,14,0,51.7916479415521,-1.70102792444032,9,76.351363264874,17.7646118461716,18.6423341302929,13.8348755682861,4701227.05686687,286.377512289371,-0.0004794648924987,215.890358366397,8.36018268751256,1989,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,56.2077728446343,632.445390186815,0.933528102226359,0.156789315583875,4,1,53.4456926273359,-0.717480284129217,11,83.0539128643829,17.3025612365137,18.6447329087604,15.6477757049082,2713360.97334626,280.332054661954,4.73875167986818e-05,242.209945507514,8.02215182606788,1989,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4,81.131948284329,250.213853509688,1.44288737275321,0.251405265004512,19,4,52.2633346201909,-1.51592170325234,11,76.2923668611019,17.741372102343,18.6383566431192,13.8152913329527,18.0694890512414,278.616962711135,0.0024885246485146,260.005703922445,2.93759236161955,1983,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,99.5832301274645,1331.97892190407,0.239089850104222,0.168842711000196,23,18,52.3662002988855,-1.58205272618095,4,45.4193921217663,56.6188114496079,18.6360896417284,18.3520430549819,6736437.32713686,281.714983427446,0.0007376123311126,134.444225397588,6.12874743991481,1996,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,91.6310088682206,1796.74958965155,1.42391597075861,0.183927294544297,13,14,52.6230650501345,-0.774615500123389,7,76.2928502272562,17.7574210383186,18.6461379060415,13.8220906730731,9058074.45818393,296.783348380922,-0.000270141734852,298.755032562316,3.74554058059752,1994,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,165.027086541595,818.070488091823,0.352804143116294,0.156788587941299,6,13,51.494765791151,-1.14227968622134,11,28.6442450563531,46.6440015297107,17.7314148707496,-4.57574110635876,8417090.83407083,283.426989738216,-0.0062187999040453,109.285338205942,6.12635707514268,2000,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,161.980228674952,1584.9357195384,1.44278210368775,0.271640508678528,11,11,52.3427893343406,-0.10318556678105,1,76.3304750234445,17.7601697270703,18.6417145219021,13.8069621771607,1352028.85773789,274.35026692999,0.0007337248576924,86.4217799264759,11.058762097836,1987,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,271.452803910691,1209.74362918024,1.44237609096558,0.257963605322482,3,13,52.7532498552815,-0.554132233964065,12,76.3290839385237,17.7007452177733,18.6342959803442,13.7902435616213,-2606524.91501224,285.696342424102,0.0110680877121301,215.870425516142,13.2932686896029,1993,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2,8.99155584286451,1335.95952471996,1.44217515589824,0.137352173276897,30,12,51.1512367277622,-1.02077857962336,6,76.344788830452,17.7480527450366,18.6398100461424,13.8333905887466,4269862.04832722,283.473399979741,0.0023547116621973,222.573137271714,3.50324029221836,1991,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,-64.6305880781443,430.022349981948,1.44232313066353,0.192915186870742,20,1,53.7511955671521,-0.090160067695217,12,76.3298604736475,17.7371951194982,18.6402541376117,13.7970490487966,3633618.74974494,274.892267037522,-0.0056591941123394,142.472801076875,7.28519198099825,1981,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8,113.710770259956,591.142854794597,1.44199753620546,0.236628695867456,11,13,53.1599393446835,-2.56135609959043,5,76.3051848669824,17.7316372094953,18.6429699854754,13.806936390731,1268600.95146759,281.52241723916,0.0041456147259894,153.672538103215,7.3000507176033,1983,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6,48.7733913000809,627.848989114342,1.44022641563735,0.142781043152853,26,9,51.0543506820569,-1.65381326072391,12,76.2872375864125,17.7926970883713,18.6398056792732,12.0265886261343,994963.111305901,274.246284475325,-0.0231236330457497,155.068965593254,5.99723870955602,1996,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,228.941434239576,79.4247407403523,0.933528221889766,0.211959401163034,23,8,53.0648175254416,0.330968855019749,6,79.5958469815893,16.7956473961176,18.6489767667988,14.6277084022909,764471.883172431,286.577841864295,0.0002210833970841,300.948387869087,3.13390372388647,1994,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5,52.4299434074541,868.040786727538,1.44186970800116,0.19063365657616,26,5,54.3835085306173,-1.40820540528433,11,66.9324154328445,17.740817583905,18.641659946229,13.8135549985885,-35858.0378055215,281.329331660777,0.0005291340664121,286.241674851882,7.28373142014336,1987,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,17.9502176241869,932.075709198126,1.05236566449916,0.166131115476655,20,14,51.9792638312978,-0.758397079262963,11,76.2822531709445,17.6756986176832,18.6393584971752,13.8167523477506,109811.448019326,283.418576820478,0.0018396414739465,31.9232846485995,12.6202928860703,1999,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,19.5381682660602,-247.670013187702,1.44316808113004,0.182732324230204,27,2,53.1482695247044,-0.36306883639975,4,76.3881573689339,17.746695316741,18.6395611665925,13.8259901153427,3210500.751541,277.157098442658,0.0001694492391269,70.5875603059459,2.01449932662729,1984,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,1.2036669126269,1050.63256787427,1.47553126779111,0.156340438542312,8,9,51.7617472072422,-0.464338885577131,11,76.3337200536986,17.7373371724702,18.6456664506202,13.8122204126948,1513639.65526622,284.969719876194,-0.0105775347250464,176.733265491197,8.06565899555484,1982,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,13.9688675254335,703.19728890087,1.45515804655948,0.202974310783293,26,13,52.7031506442431,-1.56005394273883,12,76.3124454624855,17.7469607437127,18.6431997436374,13.8183136771071,908881.931704296,280.992740359684,0.0007951926020431,174.283493142903,7.05364455627545,1984,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,-33.7500532928814,691.029749831983,1.44103493470334,0.206480603551363,25,6,51.3600874073403,-0.241526954177552,11,76.3706263335236,17.7470737632752,18.6419704986577,13.8126672189897,227049.691490354,279.695911015276,0.0021720071099032,238.763941184419,3.66471505357169,1988,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6,82.3732282300916,1403.97060093375,1.45515802600617,0.236665694526501,4,16,50.7425051540637,-2.00643226018396,4,76.314586826383,17.7470704156309,18.649506453236,13.8183142669497,2452099.03865839,285.129957679697,0.0003410700598628,143.748454918179,7.61708768911613,1984,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,85.0050079501234,301.7869270154,1.33504589193595,0.226367481418722,17,20,51.8452032160806,-2.3751740078238,1,-91.52839110278,17.7560527414556,18.6416110451402,13.812859936508,-2926112.2462221,275.362950322344,0.0019863172778791,261.068835836797,2.83241332117512,1998,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,-49.2533448350915,895.048551341108,1.44181382061679,0.174603377601946,12,20,52.9747674105143,-0.729773914377948,5,76.3963844294891,17.7915868569637,18.6384652801387,13.8136909132846,11037243.708164,282.967237807244,-0.0001989824704292,121.721756488334,5.21700745071632,1981,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,-30.311752618778,570.414220621936,1.44131507744429,0.203490472432586,8,19,53.1551709722235,-0.593221079980458,3,76.3077886650585,17.7507490737492,18.6399082190088,13.7937234768294,6038089.24674686,282.455358182088,0.00012932230712,244.786004670893,7.03649673825557,1994,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,19.3135422215877,414.902446884337,0.942356819198126,0.0982288629865665,7,8,52.4211791270773,-2.70348176934609,10,-87.5124546052031,2.48189890808787,18.6486353769231,18.8238692719802,-458766.549723713,281.682509744443,0.0045448308786688,26.7437072402885,5.1360053507,1992,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,168.48135270019,329.613466045331,1.44159269298336,0.197273320804306,17,5,50.5725963251412,-1.7624262108138,12,76.3480875657882,17.7566586659262,18.6412676727145,13.801306496491,8328.68277496107,279.220826977938,0.0014979428991205,259.106951293639,6.41795768276861,1986,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,104.163498323234,1143.62908902736,0.517677659312782,0.169477674409501,16,17,50.2771235587592,-0.564652214256494,9,49.7068524524356,60.6738461451627,18.7390994323256,18.1731626341526,5527645.54352495,289.464215377314,-0.0006286229744338,290.319699440332,9.77512054283839,1998,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6,129.856930650114,1241.26873630938,1.47172648115471,0.187132088136376,24,19,53.2590904251119,-1.45399780816962,3,76.3215448345821,17.75574831437,18.6443424784286,13.8073857438695,2579975.55624606,284.991867792688,-0.0001133380084906,245.21239958318,10.186216645065,1990,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,2.84791521326009,535.11231252705,1.44382146709471,0.184606068463245,4,10,52.0676971427646,-0.168424756405494,9,76.3433622681187,51.4333995158532,18.640020873377,13.825174726638,1808933.55616356,284.982858981961,0.0006216433812034,252.902591785458,4.47046607864483,1986,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4,205.388930634464,919.046480219612,1.44164433472969,0.24045065165937,26,10,51.0737021016036,-0.22780337465873,3,76.3407409043537,17.7488605583859,18.6378674555736,13.8144187283627,1185392.50010984,281.24382905713,0.0032539214197108,207.301737462852,6.71506246991604,1986,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,33.7527505584334,788.170653313528,1.44136619827812,0.131812383238229,31,14,53.0660744692476,-1.1134915411338,3,76.2893020510615,17.7658450783986,18.6468804656243,13.8195743190394,5815608.78626937,283.235257711724,-0.0005835778222511,194.01524218835,1.50020141137874,1989,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,135.824257102074,916.661382292229,1.44186133852492,0.143062105470423,6,14,52.5680278602489,-0.316182353845669,5,76.4336933024667,17.7717910250666,18.6437979680376,13.8163064831535,3374078.47250304,288.936313126715,0.0018148976587809,205.392336571716,4.93264428138221,1982,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8,82.1812863309716,616.486413213487,1.44273042092789,0.216715554220206,12,5,52.3103310738978,-2.22672274113272,8,76.373973806396,17.7625627677852,18.645011074484,13.8266559414373,51453.550880876,284.54330243225,0.0002662693488249,214.327132784734,4.77732659859017,1985,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6,17.8698102920576,1650.08648771137,1.44076436886478,0.215396704545496,30,18,52.1500331664042,-1.55772789065003,7,76.3183197463594,17.768959694066,18.6432554465317,13.8059943268109,10773538.8162145,296.55575577809,-0.0002293399171981,153.460871495645,4.16177539223143,1994,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,15.8482811835674,198.60364645434,1.44096392791509,0.182167158777629,28,6,50.6738501345754,-3.4210221658437,8,76.3585745884469,17.7724681809324,18.6377916537901,13.8140135559337,122750.171999771,292.366336781566,0.0009123905088061,59.233641805258,4.59735477132211,1983,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9,178.398170237248,766.858418153818,1.23422055683522,0.109305014686227,1,11,51.9876295775526,-0.149398526502839,5,78.8350178147756,22.8387252034539,18.6427598434444,11.4807573536753,483809.838687388,274.023206607061,0.0032125610331997,300.055930068898,2.66383783580232,1992,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7,-8.81894457096529,878.390109074118,1.44275298999357,0.235669162498613,14,8,51.2088084989266,-0.469013213157117,1,76.3439335014835,17.7510460179936,18.6388278673218,13.8075303693356,534133.46077049,284.890229264678,-0.0064423259854051,212.539330470214,8.52301910527911,1990,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,59.9865628477938,913.922446930938,1.44298622888822,0.124699465226637,3,1,50.6645125007086,-1.59343462546873,10,76.3911699833683,17.7484077389867,18.6445088352475,13.806143088997,5905689.83748805,288.103591252169,-0.0055366392771752,237.021437866361,8.1211818386797,1990,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,246.518555434263,124.932272939648,0.746837546659365,0.215968113870051,16,4,52.1670002228008,-0.895215904894387,7,80.782003967261,16.3800900238953,18.6445236657434,10.1456488814165,-29.0805694397897,283.192958830804,0.0004269020945088,243.482255685873,2.55974470392449,1995,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,93.5244475209196,1432.19929733722,1.28136744591869,0.148299825649725,18,16,53.9475161682893,1.52303284905123,10,64.3635990930987,-9.91158722904707,17.6891843381082,14.5716124620552,2291931.09379387,282.417679515946,0.0008755191167024,85.148572684143,7.42640946306177,1999,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8,64.2916048029492,1123.79570807265,1.23620797057059,0.135850416140209,24,9,52.3555781086512,-0.164432115730025,5,444.017651894277,19.1625172306812,18.6351607628,16.2330862380522,1299915.75709131,284.841659420128,0.0007909854952585,205.445609320836,6.25241394371143,1988,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,35.3431225558125,-351.31804753274,1.45133392508069,0.218365981581857,19,0,51.3176296976112,-3.06442547266755,11,76.300343866775,17.7404510606334,18.6412829875502,13.8063758863919,-952458.657384658,277.418114885052,0.0029262980953441,284.464013013576,-0.567777668338849,1983,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,194.987597514814,810.490593374133,1.4428328533466,0.233555488428642,14,0,53.8846867711712,-0.97004206728395,2,76.9505359208,17.7537429977559,18.6447605979058,13.8099514455123,5992618.55859798,277.642694733836,-0.0006371141751325,294.469982208356,9.83831922577616,1990,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
