target,Altitude,blh,co,CVD60,Day,Hour,Latitude,Longitude,Month,no2,o3,pm10,pm2.5,so2,ssr,t2m,tp,ws,Year,Region_East of England,Region_Greater London Authority,Region_North East,Region_North West,Region_South East,Region_South West,Region_West Midlands,Region_Yorkshire and The Humber,Season_Spring,Season_Summer,Season_Winter,Type_Background Suburban,Type_Background Urban,Type_Industrial Suburban,Type_Industrial Urban,Type_Traffic Urban,Zone_Blackpool Urban Area,Zone_Brighton/Worthing/Littlehampton,Zone_Bristol Urban Area,Zone_Coventry/Bedworth,Zone_East Midlands,Zone_Eastern,Zone_Greater London Urban Area,Zone_Greater Manchester Urban Area,Zone_Kingston upon Hull,Zone_Leicester Urban Area,Zone_Liverpool Urban Area,Zone_North East,Zone_North West & Merseyside,Zone_Nottingham Urban Area,Zone_Portsmouth Urban Area,Zone_Reading/Wokingham Urban Area,Zone_Sheffield Urban Area,Zone_South East,Zone_South West,Zone_Southampton Urban Area,Zone_Southend Urban Area,Zone_Teesside Urban Area,Zone_The Potteries,Zone_Tyneside,Zone_West Midlands,Zone_West Midlands Urban Area,Zone_West Yorkshire Urban Area,Zone_Yorkshire & Humberside
2,158.136487745652,652.019919738185,-0.159320605742159,0.251248862459542,19,10,53.2051249859639,-1.93386676452566,8,134.120924783548,47.3475477334739,49.0871457844844,18.6476707069157,20.3098817856534,2402583.71610204,290.471844177831,0.0028402676525352,2.28092981321872,1997,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,63.0197349654529,153.142241703723,1.44262388889287,0.193916813622757,4,4,52.7122275192455,0.688567032611214,3,76.3352442236161,84.112017333499,36.4894197819943,18.6466080368194,13.8125648682119,20.5412931600177,278.397183415622,0.001019619574538,4.45330023328774,1995,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,146.22119039733,957.282809112484,1.5831039715736,0.18064978542268,29,1,53.2279140741259,-3.01916124284862,11,85.1249756295797,18.9219209892356,35.9832644674327,16.2954083964483,18.5123369290365,7585668.47678409,283.793754753379,-0.0124861261528253,10.2257328421488,2000,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6,39.5990899112037,786.186498985162,0.712900383286726,0.120025157633356,30,9,52.5908723783064,-1.1933187653175,6,33.9872901070919,45.2398306122767,25.1216585195549,18.6378811870931,10.6751344680124,2315740.28285497,289.151128075336,0.0004779127297251,7.03670197968035,1999,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,45.8276898000251,27.9388317281378,1.44184515511694,0.147548655105021,3,2,51.8457359060672,-2.74910409315506,10,76.3283970045581,17.7391196807937,36.4851556056642,18.6430639744142,13.8040848811119,3385416.68075472,281.815299880797,-0.0005398222620804,3.38554627585965,1985,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6,99.1432231875903,944.444010941465,1.44233267535764,0.127611467789601,30,11,53.8437055662459,-2.49929428908777,4,-78084.1185130141,21.5812449467708,36.5031193377839,18.7221826065214,10453.9772715236,-399584927.335172,280.682498823561,0.349923470580489,8.18399871711277,1986,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,71.9796458573223,180.002461362603,1.44205479239717,0.20110481843375,25,2,52.4364448480477,-0.860081449125367,6,76.3473853008938,17.7383810545924,36.4710634376558,18.6369412154158,13.8065277426614,5378326.27160359,283.641868446223,0.0003174770633111,4.65937641684257,1981,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4,71.8278959099918,336.672062618194,1.53926836839336,0.249808791848233,18,20,51.9615508182117,1.20351831565624,1,73.0441218247977,17.7498196360637,36.6290531077676,18.6421980340822,15.6872602270066,4261084.82676731,274.986964856766,-0.0034623561384527,2.8621287707971,1995,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-105.451416557395,612.060813988626,2.52833491830777,0.189749160805426,9,22,52.0462359083858,1.31606685346399,5,81.9261004804353,21.6874860615129,36.4730492967302,18.6410245747508,24.7356060656326,7404648.05297867,282.180462489945,0.0003022674301455,2.5547755125705,1991,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,-37.2205828163933,500.486509660551,1.81130315941073,0.136917469375365,5,23,52.7691574938157,-0.580753181587326,1,99.2734760019181,17.7535147072975,36.4667192104869,18.6410226993681,27.663329264609,3272012.90133483,280.499355210299,-0.0013213479243043,3.70866304535941,1983,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,-39.1865390181231,1765.95983232119,1.44240785424597,0.175183742936172,25,17,50.8815148968927,-3.05161453642447,8,76.3188294295065,17.7481678130362,36.4863518654908,18.6489250390157,9.12195018538296,6109177.52996183,289.484925907491,-0.0006418727281662,3.57024504385923,1997,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,95.7478836047472,549.172198623654,1.44131452692067,0.166315634883955,1,7,53.8266627673909,-1.51678580618215,5,76.3664175778942,17.7547583610387,36.4672460658466,18.6362335846033,13.7818055382079,84859.4648016269,283.971845890741,0.0006753575856503,8.4867383488661,1991,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6,44.850921751032,355.656055083766,1.1341760576174,0.176288877185119,3,7,53.0981406164203,-1.88595251841675,11,60.7485367942869,22.825077694526,37.6438802393467,18.6660940605983,17.4233139850333,108407.067123876,283.136594602808,-0.0001113230583574,6.01177441208216,1999,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,126.361742918095,793.517471954124,0.13412701045169,0.157729932001616,29,23,53.6295517311804,-0.720043171848403,12,-115653.5702867,11.2173555709309,33.8548806285229,12.2411394881071,31072.4163817028,-2022063572.53689,274.279973148533,4.69918318801078,6.67114742504336,2000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,36.4102882710879,2083.69838026393,-0.250591316035985,0.209268684411662,31,16,50.2952608363576,-0.346966694507188,8,12.8303281487624,17.7447894451343,36.4517541697978,18.634572640473,13.765462770476,6321355.30148067,294.510016395523,-0.000310418107202,5.41101954151755,2000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,59.4339816147865,351.19014297948,1.58460977477833,0.125301055701621,29,6,52.5534363894142,-1.43634294478618,6,65914.8958636683,20.1014521325347,35.4925264649687,18.6417557402215,-232.808973066884,14565941.0720839,284.397881424718,-0.0318111240636296,4.27851365688758,1986,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,137.174138784137,408.765821993701,1.44209284560019,0.222987117855887,28,1,53.8453318734956,-2.03895001676554,12,76.3295004617717,17.7336299939361,36.4878342468607,18.6010841794519,13.803824224782,5843317.57885528,277.258540172024,-0.0068067842432857,5.51158685742943,1987,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,95.6617491212111,1093.45694269051,1.45213895783114,0.202955522666063,7,8,51.8380914815957,-1.0697593841297,6,76.3390286971051,17.7525372445711,36.46580357639,18.6428867694315,13.8086843687561,657001.307284798,284.878078531327,0.0001446276018957,6.08415357804026,1983,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,333.100182090024,1341.06090849732,1.44419529603893,0.0055400783804514,14,21,52.9974710193557,-3.09507930303743,6,76.3365995337367,17.7207475207258,36.4565092061317,18.6408382644208,13.7782783659933,4940193.83433305,292.200253661009,-8.07450895616403e-05,10.0655921731557,1983,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,68.8064806554523,980.651434574191,2.32193318419733,0.185071596047653,17,11,52.7742005244611,0.0998012258891507,3,62.1614632513037,17.747800547496,36.4895846606917,18.6452784492552,19.4707886499482,790219.633848337,280.11212053986,0.0020732845634714,6.75747783535205,1982,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,38.1950236997887,1325.68769567755,1.44290288617838,0.230802616547349,9,14,51.5256655373451,-1.25793347891186,3,76.3620045101253,17.77291365031,36.4661238988254,18.6402052312192,13.7964988920513,2549450.44010633,281.596239040401,0.0008906952624382,9.60346047325062,1981,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,-45.8237948235777,1189.71020312367,1.44252909943366,0.185094914288569,23,13,52.4137994292079,-2.29626803060098,3,76.2872490566686,17.829344850861,36.5168019798654,18.6390726858841,13.8178551257968,2532968.85346198,280.657478328331,0.0037454823610029,9.45982335009362,1984,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8,-20.6748476175398,571.89671057329,0.794847526005386,0.185837364638434,11,18,53.28436135624,0.0456934522141283,2,21.701688000407,43.7989022076796,15.0075845979852,17.324421641771,8.10474883682708,1038328.26019039,276.20635459146,0.0010539740670248,2.726546810865,1999,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8,97.0274451588144,1523.03595426772,1.44132349556668,0.207003693286422,22,13,54.0055135550036,-2.15270907943863,2,76.3088370553464,17.7507462556329,36.4590621616512,18.6369440001305,13.8104397686165,6395325.28506873,280.365380875704,-0.00256151618413,10.1247475490611,1981,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,78.4642169428711,277.001245113719,1.2735069915459,0.18187435066642,18,2,52.7822747676013,-2.15621883854166,4,108.27446967978,17.3223039308368,35.6293324167555,18.63780470399,22.4271192457247,5953048.75012348,284.394878500621,0.0005817314734775,3.89470033570534,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,114.525320198759,-27.5546489878857,1.44184521926829,0.102356999626776,28,3,55.4323541889554,0.360431098168302,1,76.3256028978148,17.7391530895464,36.4851536618636,18.6407681221727,13.8040845453816,1484730.70976755,270.634609820619,0.0002113879353833,0.694837938333652,1985,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9,258.659895701155,2012.9504794463,1.27350697131151,0.253004403193964,18,16,51.0772749618963,-0.332838643655499,7,65.9024164042249,50.1972554196399,35.6293318278026,18.6365854598366,22.4271187201157,6479941.08445867,293.315217563948,0.0002532518161161,3.37704378803092,1986,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,79.9800708117465,377.158098472678,1.43921087691069,0.158435984088824,5,5,53.6388677666148,-0.926494491859325,6,76.4979761003946,17.7813201006427,36.4883064654474,18.6407597828515,13.818388129601,103270.897091666,285.851082271604,0.0002294480481345,3.04633814999165,1984,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,168.808888173775,179.856090543273,1.28136738446854,0.18671986094476,13,14,51.8661383482314,-2.68137001881592,11,68.792740365588,9.13515829276651,33.5821531306246,18.6359216872466,14.5716127583964,1755516.64117801,279.584915491243,0.000608740208673,1.39191304598552,2000,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6,229.814547676555,672.137878701943,1.27350698328758,0.14571463920811,29,10,52.1639526879051,-0.419937850826165,7,77.9007878351422,17.2747919980653,35.6293328170499,18.5925563033212,22.4271192268697,1054106.21417605,291.425380177427,0.0025346939337941,4.86619092372487,1987,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,-44.0239779836844,748.384978590276,0.117708153699051,0.208921922335416,21,20,51.7415589994173,-2.83882169767676,8,60.335956986532,31.9050008046643,26.1594728659475,18.6409927781935,11.3848678732709,8220519.62641277,294.372485990532,-0.0004013672550253,5.81175469407012,1996,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9,71.8075384327111,1830.5458334099,1.32069823372264,0.211496718947347,15,18,53.6978274329011,-2.63611034936778,6,119.34157301707,11.8195400922328,38.6867658145223,18.6388836995857,14.6391870765702,9864213.02564026,288.995460593479,-0.0011428507112189,6.92285982005217,1983,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,210.148111040276,129.478597343822,1.44174529924045,0.138319261224171,3,8,52.3829332654952,-0.682667627058198,7,76.3481624350268,17.7675499223011,36.4334933037796,18.6269524680942,29.9590990115909,128039.237599953,287.506361880642,0.0013151855348223,4.33512375370951,1992,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,113.741073791228,1028.67185468087,1.44276249670859,0.267456616771788,24,8,52.507761984572,-0.1168498908838,8,76.4836041946426,17.7527214050304,36.4522633590459,18.6359502310502,13.8035886360927,507737.794297738,289.436180509585,0.0018011925699465,10.742288033211,1982,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9,-13.4077228020823,978.294413501423,1.35080310724853,0.30666154019724,4,10,53.9166516935334,0.756871500415811,12,76.3364988353098,17.7162111146385,37.4837452013643,18.6470535023565,13.8087385003371,4963.21035250445,277.035225300463,0.0013568565862593,12.0584850440094,1999,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8,53.2091313742415,433.313340594259,0.601546795795212,0.158758997918125,3,23,53.7930257909521,-1.9139513557265,8,47.11328455707,3.0389974436582,30.2182302447233,18.6359241841025,16.3456621084194,8212759.15777039,287.098384494587,0.0015810990008806,6.05919065050173,1998,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,60.1872273362338,438.289143136501,1.44076441211014,0.151695192047272,27,21,53.0198368877739,-1.979431187707,9,76.3448522792695,17.7670791114176,36.4813851449756,18.6459024548191,13.8059937004195,6080365.62354664,284.691350888262,0.0004257127029522,2.3002732661789,1994,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,114.35354104035,1112.18274902484,1.442176918994,0.196375956878814,3,18,53.4849171381327,-2.25541249378778,4,81.4644332842738,17.7356744111762,36.4761733384477,18.645422153626,13.8081808417465,3112350.95177386,281.765411040994,0.0015776028522666,7.90581408258919,1985,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,173.027082542123,88.4422913407526,1.42957894332462,0.213893058239041,25,12,51.3903308616954,0.35417486610333,4,76.3429263257441,17.737910571954,36.8976118528436,18.6383186877213,13.7939224388951,2692166.99079524,282.482866766823,0.0040282353721663,2.24430838689083,1993,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5,113.611916774387,972.832506199514,1.28136740336724,0.161247997530091,2,21,54.0451156795555,-3.40054807061747,9,65.9882341234795,-2.92513042182005,33.5821519066047,18.6495488707216,16.6908234732157,3532428.04859062,284.985736442015,-0.0005015090217401,8.25202916274836,1992,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7,-8.8950849415596,590.692894417931,1.44161877270188,0.171735803064449,19,2,52.4788358169202,0.450694041466013,6,76.4535967642969,17.767128179874,36.4623392308186,18.6429552839752,13.7908568126882,3625660.62059959,285.845395917432,0.0014021280031231,4.58899400258554,1993,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9,183.122058522401,355.76946453735,1.44132352361621,0.129415992092009,2,23,52.0010020977644,0.217855949571531,12,76.312247802713,17.7504189567796,36.4590621388296,18.6369438155669,13.8104401021822,-124392.903506418,270.243633972157,-0.0008120361539803,1.27703588684596,1981,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,233.438536759527,734.415682232277,1.76782831246555,0.145576593441948,19,15,52.1097323877418,0.454917882860585,7,94.2571442160828,17.3960301411269,35.3195140441705,18.6460474942645,15.3038086381323,4506754.93320522,293.462625875817,0.0010720812694973,7.6707909757466,1987,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5,89.5837206646115,990.063249301141,3.6769248260498,0.213618071687775,22,16,53.7623958723151,-0.824243962032964,2,83.7397501542586,17.7417432886322,36.4764590464566,18.6410266246181,50.6367244454252,2506401.1689858,280.519070362679,0.0015525167064075,9.16614153234475,1989,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8.51687185812187,219.341268370507,0.76602748295156,0.13738259740428,12,8,52.7150228453469,-1.65542295127855,11,49.3159017041836,9.72491341771586,40.7837406363314,18.6283629031116,23.6409865249447,179996.353372497,281.75809188441,-0.0002638824800084,2.00652607093772,1995,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,-65.3372715518115,1939.26316652706,1.27350701287369,0.234541480193446,13,12,52.5091559547105,-0.84923200821894,7,83.7203211189192,48.8017846438982,35.6293313138619,18.6480866053409,22.4271197432628,8827658.2425883,286.953908313207,0.0011305441382882,6.58149046651248,1984,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-67.3466091074016,-62.5905061609484,1.4416927313464,0.143839643080232,30,1,50.3956229222372,-1.96871116385225,6,76.298011008114,17.7145706869441,36.4978542049632,18.6495494591348,13.8061039559141,8646786.55567208,290.052983894898,0.000605496874498,0.964018152029766,1992,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6,24.4193057545236,710.762355290361,2.85737587378516,0.147936944635963,31,6,51.5886089926964,-2.94384122353874,8,79.3084367486673,17.73582497995,36.4835564902366,18.6343293204675,26.0082715381059,189039.668626689,291.606312462233,0.0001359713040751,4.71803642740452,1990,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,122.335906338653,591.115393389556,1.44254189379692,0.139234393743306,12,4,52.9982116158197,0.501878957051709,8,76.4140721920873,17.7486621695729,36.495348895388,18.646335313991,13.8063278271279,6.64855914585039,283.027204637583,-0.0008164605218231,6.45484289335515,1992,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,27.7148784919719,1379.97067222102,0.729503538362036,0.190162897524589,26,18,53.8347511180498,-0.270028028088476,5,55.8823808828441,19.438293148157,38.7768997838506,18.597072584595,13.143000061023,6968261.64372824,288.465198296955,0.0018988324890784,4.82312746904594,1992,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5,76.6305669436952,732.077294825047,1.44322559194224,0.191845907028113,20,21,53.6189788765771,-0.377743802180373,4,76.2097079782886,17.7565925696092,36.4824960082302,18.6377924771228,13.8547302080239,2902823.05920839,276.950634546472,-0.0006051001693929,5.14683712668189,1983,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,70.7742316885816,1041.54249282548,1.45515808293957,0.184212900162242,16,14,55.0427170840671,-0.511093074690081,11,76.3142235765737,17.7470131969554,36.4818290639166,18.6407518002405,13.8183139062084,5514624.44564941,282.694048831687,-0.0036605161604696,4.94582508515467,1984,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,101.517482390436,990.840752042396,1.44246749513688,0.147381844258356,7,19,53.1059687808653,-2.4364145660502,9,76.3006494062799,17.7637364095546,36.4480836457397,18.6406569397812,13.8023622184424,6731478.30779403,287.090527427841,-0.0024762558802374,6.13023650296147,1993,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,52.5891612582519,509.75602099407,1.44131823824152,0.184171696832377,27,4,52.0177525230019,-1.22788005533135,3,76.3368769466965,62.7017107510546,36.4533848068492,18.6427372115752,13.8342204367069,29.51743451093,278.283439807731,-0.0002790176921131,6.06279557015626,1994,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,221.591700474771,690.318019737076,1.4411340958841,0.180845098739785,25,23,52.6945681916267,0.190539719863459,4,76.3031880817826,17.7795669915111,36.4934423608393,18.6448870897516,13.7927119231839,-4274002.89919332,276.510798240438,0.0038101758212557,7.05248131995803,2000,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,160.247329460247,319.977709737251,1.44293655937176,0.180979620454147,12,20,51.9804763247582,-1.5617447287806,10,76.3936307829261,17.6813395352267,36.5118911171195,18.6416667734431,13.7973756653708,2430456.94483172,283.848724698643,0.0007504658494274,4.91006306146135,1982,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7,92.5863265563504,1353.21506308557,1.44169276649298,0.254464963543987,8,16,52.3324593645807,-1.2570289350359,5,76.2832237957135,17.7151108731713,36.4978534037597,18.6414141006049,13.8061035672017,5266498.45434389,282.369837192269,0.000485287426731,6.97618104260464,1992,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,177.056436625937,860.247828013725,1.13154659060474,0.214580670135505,28,7,51.7972451713087,1.21765991054879,1,71.6575461244826,15.6640902362598,34.5564881172486,18.6325637931961,4.85401256741364,345973.235973599,276.761680859136,-0.0062725032135929,11.0647321668169,1996,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7,-14.6425196782086,857.688300730157,1.4401334542672,0.157523674669127,10,9,52.761846298864,-2.37749778495278,7,76.3594804108324,17.7750205129492,36.4709357002614,18.6375900119483,13.8038272341586,1460276.96079227,288.743118353475,0.0002589916136592,4.8578844398053,1982,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2,153.755382207902,910.199300286003,1.15813609327476,0.18322996132091,20,13,52.6385157847099,0.630236332820399,7,37.6288933222528,33.7133020738848,38.6809980393554,18.6506344979212,17.220949547995,8850297.6457448,288.597333538731,0.0001657080614393,2.51704898391378,1992,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7,88.6750111540503,809.177417809028,1.44352138168037,0.143085436594351,7,10,53.287697190464,-1.99678958310497,12,76.3135886922276,17.7334938515432,36.5263529764758,18.6378809731274,13.8042056416478,524793.929324002,276.639324522854,-0.002744138705311,5.53515930286168,1999,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
