target,Altitude,blh,CVD60,Day,Hour,Latitude,Longitude,Month,no2,o3,pm10,pm2.5,so2,ssr,t2m,tp,wd,ws,Year,Region_East of England,Region_Greater London Authority,Region_North East,Region_North West,Region_South East,Region_South West,Region_West Midlands,Region_Yorkshire and The Humber,Season_Spring,Season_Summer,Season_Winter,Type_Background Suburban,Type_Background Urban,Type_Industrial Suburban,Type_Industrial Urban,Type_Traffic Urban,Zone_Blackpool Urban Area,Zone_Bournemouth Urban Area,Zone_Brighton/Worthing/Littlehampton,Zone_Bristol Urban Area,Zone_Coventry/Bedworth,Zone_East Midlands,Zone_Eastern,Zone_Greater London Urban Area,Zone_Greater Manchester Urban Area,Zone_Kingston upon Hull,Zone_Leicester Urban Area,Zone_Liverpool Urban Area,Zone_North East,Zone_North West & Merseyside,Zone_Nottingham Urban Area,Zone_Portsmouth Urban Area,Zone_Preston Urban Area,Zone_Reading/Wokingham Urban Area,Zone_Sheffield Urban Area,Zone_South East,Zone_South West,Zone_Southampton Urban Area,Zone_Southend Urban Area,Zone_Teesside Urban Area,Zone_The Potteries,Zone_Tyneside,Zone_West Midlands,Zone_West Midlands Urban Area,Zone_West Yorkshire Urban Area,Zone_Yorkshire & Humberside
0,7.27659319279998,509.214992162804,0.109965699456401,14,14,51.7776120366197,0.973439968041069,12,22.145070552026,16.3716772201776,19.5935969709112,15.9773477733284,13.4572467330158,-365256.15635837,279.355333627016,0.00399646764323,267.854981867788,7.34995018938256,2000,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,12.2864308069528,902.764954975401,0.206556367783995,4,10,50.8082515301102,-0.182227685730581,5,76.4250442043181,17.7441146473595,36.4730065420095,18.6445094379132,13.8136199175253,2423880.87119941,289.014551854264,0.0008145122700753,66.6886620071994,2.23365697766935,1990,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7,-71.4196952741727,932.463798059802,0.105499279003695,4,21,53.9955151757394,-2.64057486484099,3,76.076520833285,17.7491170768062,36.4763424402838,18.6419604443087,13.8021658264777,4592118.9740279,278.129936092916,0.0006071567474628,190.849015549118,6.40746530470238,1987,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,126.448322559686,318.653569636065,0.195044886145867,7,5,51.9568809718933,-0.335068094865097,11,76.3771558836139,17.6943210341639,36.4828347158735,18.6423039103329,13.8012013767057,34830.5473710879,284.434039171781,-0.0030660083448896,290.977553504418,2.79715216410256,1992,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,52.3186746629679,940.867012085348,0.169138052350937,17,15,52.4492828498373,-1.09277294061587,10,76.4113191142155,17.7470349153848,36.4637597675565,18.6430195740364,13.8164613997958,2618156.85804075,289.371436579067,-0.0004426055610884,251.067865222013,7.34392273759687,1995,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,-46.2813698361394,939.648904947195,0.16731233782462,31,11,53.6860486094428,-1.1508104057237,6,76.3118878184407,51.0223900316887,36.4774695310813,18.6423584587513,13.8121595257103,5027984.46635999,281.307944158041,0.0008135734112619,259.41473722958,1.94559428068743,1985,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,186.639540576933,1112.57960685462,0.188954211248005,26,20,52.5280934811871,-0.332966573825326,1,37.7494384307834,42.5925496510058,30.619524181411,18.6737882668237,-0.196414699381849,2084710.53080969,277.349300193825,0.0009003309248855,322.900196525276,11.2589586785298,1994,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,91.3484162975503,697.990342039194,0.153796514725875,3,21,52.6441809093991,-0.0923771852571125,6,63.1894487889536,49.173456864659,16.4330256616185,18.6477885604083,24.997111286972,3057843.90829543,288.203519417766,0.0036945125600056,226.575938712453,8.04670599945535,1999,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0.517439095497423,2179.63272380874,0.175679717441702,11,15,54.7061124795501,-0.78844344933417,9,76.4023695379948,17.7921770197652,36.466403729449,18.6377969138519,13.7982226952862,4766246.78537987,288.052356526066,0.0025290577522173,329.567131142578,12.6944396533989,1983,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8,154.232096200976,1578.39033182881,0.248519260365305,30,6,51.0847251150496,-0.154580585120298,2,76.8093524886221,17.7539943241659,36.4827927655293,18.6447608364303,13.8099512740088,-8329.53638304373,279.732466141245,-0.0002305970011342,280.671260173181,13.1376901700279,1990,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,7.12484909451298,323.816189849481,0.147877332087677,26,19,52.8238225525002,-2.2969131852446,9,76.3528051065671,17.7838442555726,36.4845289535247,18.6400212048404,13.7976566750796,5267253.45337008,286.459134987494,0.0006077953848903,112.719742837573,2.3021048491412,1986,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,58.3326242803521,259.374114989628,0.181836539802246,17,6,50.9836401075435,-0.580763644768845,6,76.1418820936503,17.7178705874358,36.4902545697696,18.6445090603568,13.8430960747939,238382.627004186,285.457778662908,-0.0002876144910546,187.112313868213,2.17221588694265,1990,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,118.049312133632,382.369067216116,0.22999061931656,4,18,51.8305654969473,-1.49148219949308,2,69.7567353014201,6.05516186963581,33.582151995928,18.6386982305483,14.5716135042839,2914211.88318113,277.456022921362,-4.33933254758776e-05,174.765676855218,2.26949011687111,1996,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2,94.4114768119504,1760.80521788657,0.17926600405361,20,12,51.3733688003187,-2.38794063028384,5,81.4547569110857,45.4221947900795,35.6293318956328,18.6480495884249,22.4271197027687,9057689.66565373,287.891345515372,0.0002000970723317,184.428064473082,2.50219002092511,1998,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,-21.1408701616899,1051.22834769404,0.267670795574349,10,16,53.3457325526076,-0.988729464082785,2,76.3041710957599,17.7456756976328,44.5154711830244,18.6423592786697,17.6978751057635,3031095.8557956,273.797769392103,6.94511110685775e-05,87.1488303910477,10.1314082342842,1985,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,126.973973019666,-150.22143492974,0.132860473305096,25,11,53.6075758781723,-0.323957853291705,12,67.8349640317125,17.7354966200193,36.4761726001243,18.6378284563675,13.8081819124842,-748156.052026689,274.601280236763,0.0030101160573161,99.9061081516837,1.53693421620584,1985,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,139.448343208656,967.814492095226,0.157733212486592,18,22,50.3772666428354,-0.730879738934358,9,114.586429114561,34.8669667481732,33.5367260875444,18.5627754609558,13.0644658804565,4061318.22016279,284.972779828821,6.43179840996398e-05,92.2588638144154,9.07505971718989,1996,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2,166.582477900574,-36.1730745797672,0.171374206260108,17,2,52.7249493718069,-1.62777330029162,10,83.1359922701075,11.3914912283926,35.629332403964,20.1049877203574,22.4271197235186,6267797.64715627,281.830822903651,-0.0035766758352899,60.7978519800288,1.14005753422874,1985,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,-45.9193643470418,1791.09975321,0.234567052109523,28,11,51.5231145226027,-0.845185485968538,6,76.3268966859474,17.7389484241693,36.475943327449,18.6398123369094,13.8033995609274,3156221.24443956,290.67240115138,0.0028056624213371,255.828568587673,8.28778190945016,1985,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,-58.7551494051398,739.536178387718,0.156266739312952,5,11,51.8912941876209,-2.89280898384258,8,126.55331840712,20.931526127289,53.8561238491562,19.9440000023293,8.95399315077223,6505930.5407545,292.485780461699,-0.0019460758189514,269.210512737453,3.63646911214752,1998,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,-57.6671784310606,1387.75945943843,0.203215081195602,20,13,52.565151406805,0.898578136249292,8,86.284465939984,58.6741531255038,-24.606292523216,17.9463087772652,5.82629174516702,9127892.61543711,292.09016709882,0.0005007741915146,249.524440870855,8.12580332830436,1998,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5,137.620165605611,410.885080578142,0.171654526023394,8,7,53.6889840817868,-0.24333675192069,4,74.9154551822695,17.7503876535602,36.4770265450648,18.6454075127971,13.8056052671229,149688.718429371,279.174879639392,-0.0003007383945324,73.8015723521723,6.09894423928257,1988,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,79.8745126404347,1084.04116097646,0.234850546166438,15,15,53.4442391696614,-1.56966657166878,4,76.3096575830847,17.7230941538718,36.4706740112731,18.6249960062228,13.8166598904661,1775547.28414096,283.512431867363,0.000805808308525,264.920383533264,6.12945726833074,1999,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,128.750254512802,488.895897394743,0.228403067794357,14,20,52.3159638932851,-3.630023554919,3,77.5528866773968,21.335109183577,35.6293320135355,18.6350550540938,22.4271196940131,6848384.73439473,283.335687120813,8.39911742851699e-05,191.601737651599,5.5473214256234,1981,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,35.2579989893717,294.124370190293,0.251005416506496,10,0,52.4303399033865,-0.83007372700992,1,-35842.6942617535,35.0793747378814,33.4867788398367,18.6899220824518,156.363174832755,-482402580.071119,275.553943221987,0.624662140511185,-28.177655884097,4.82860726226779,1992,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,177.563474734595,57.8249468777345,0.252630723641804,7,1,52.1646373424276,-2.75937845655203,4,76.50298443117,17.7735724710368,36.4661243117182,18.645838896594,13.7964988686162,8199545.41809636,282.336391693126,0.0010183086633785,281.076032937407,2.40475847334102,1981,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6,3.96304343404388,17.5122309766165,0.14509051530626,6,21,52.6243537037578,0.140072794247106,1,76.3616446896435,17.7491067677645,36.4979049990696,18.6326451483524,13.8472844166575,-307801.826595959,272.12542630574,0.0028125442691387,230.078371277865,1.41437788308167,1991,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,138.420729002537,336.786222030222,0.210902633111566,24,1,54.6892395034562,0.0146536007470219,1,56.5902776391249,24.1508149223604,15.3284423901959,18.6436955501997,49.8877143545671,3019646.60111946,277.342844836831,-0.0021136954663261,243.828737850537,3.54223006176778,1994,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6,91.747342476028,932.423105241091,0.244982711383373,18,8,51.6331554213471,-4.31656994411798,3,76.2288322864127,17.7419070700325,36.4926221666515,18.9988599548198,13.8266571621578,285212.796682151,282.970797149323,0.0046631886710909,242.850863503274,9.54289452008826,1981,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,72.177437241146,1463.08063342996,0.142793749605212,4,14,51.4113340993402,-0.865253881862044,9,36.5925389449118,68.753888060786,21.9479423038861,18.6404712600444,17.0429693648797,6802619.25959418,289.407915580067,-0.0021922158756602,181.148079328254,5.88703853865393,1998,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9,118.174493338099,113.65627196664,0.176289160350427,9,21,53.7956194274714,-1.60558429159825,10,76.3003415220868,17.7504011514219,36.4768374762269,18.6360891614813,13.812955913745,2935876.21354305,281.320505746043,-0.0005144932556431,315.815661348783,4.2908928666105,1996,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3,259.42586657081,671.153239285632,0.158626764106315,28,3,52.2691843285937,0.906077293441371,6,17.066860896903,17.7450307644689,28.3114671779087,18.6366422722511,15.7196472254837,745551.172668771,285.676414538854,0.0006720524732144,275.120611344812,6.59930701310691,1996,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,142.144416836496,1000.76071227765,0.143001527155419,7,9,50.0752840768768,-3.00252012730878,11,76.3164568596194,17.7470068032345,36.4818293160836,18.6450121194284,13.8183136628636,1783612.25618561,284.041686734415,-0.0057089853102116,130.313711752456,5.82306746499876,1984,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,79.6227174797579,1011.30233602975,0.191814647465418,18,17,52.5173728538635,-2.40876388087471,8,-2545.63534540556,18.6423604595334,36.4841641650133,18.6209415779309,314305.993255059,-2094096902.36121,294.176654368766,0.600544877315767,279.435883259214,3.61517237148094,1987,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,70.4428718773076,617.143746082125,0.223943817385397,31,21,50.9538871821972,-1.05521282141154,11,63.2084935846567,23.3089114591133,36.4730499360178,18.642108344623,21.2997419246349,4779819.05721151,279.112604007193,-0.0027867561392097,65.3311066636408,5.64459953574428,1991,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,56.2622531322609,412.004571611543,0.243228212316575,28,23,52.7085546836614,-0.765119234935787,1,76.3127637307798,17.7154649665993,36.4758037586641,18.6364954735496,13.8070201564622,4960026.41780271,277.473585233489,-0.0012460071896552,115.14214773568,5.38388157247855,1988,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,36.8999125984698,583.471267600549,0.175881457850678,24,7,52.6732553641663,1.38268954502236,11,76.3206790242429,17.7274348774315,36.5899051506099,18.6438683969601,13.8476894276917,264052.199034883,280.817889872371,-0.0012588704156109,192.650617338836,6.2142815335219,2000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6,-104.518442819683,1356.84403785557,0.157306059015993,18,19,53.4410121731004,-1.69499204673467,7,76.4179352225437,17.7560181704118,36.4825797369465,18.6443624030468,13.8426549803152,7082677.31748907,291.925254355407,0.0011670555526607,221.574235308525,10.6138531345128,1985,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,116.983483961393,172.336898850599,0.172021930207972,4,8,52.6653536618162,-1.21800569254982,8,81.3736207722657,17.2794527234116,39.0509951593088,18.6412065261268,8.75618327096677,857124.915825027,287.946743038067,-0.0007288609686729,141.057157826212,2.80964723902025,1982,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2,160.848906068961,1424.69333014285,0.181932772990341,3,18,53.6096874404141,-1.50746824134418,3,304.089495327188,18.8431622611532,36.5034895119734,18.6460600390498,16.233085771846,8308138.03225657,286.400702236778,-0.0004795792169716,245.47662468433,14.836612590857,1990,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,11.8354319254265,-101.109688497166,0.116870408555567,15,5,53.2090177836189,1.5552983229692,3,72.0423563794693,14.2809882379694,36.4730501837535,18.6326518855149,16.4601055522675,70280.5590121574,278.198409908144,-0.0059768163602423,188.247317548963,1.87080113850061,1991,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,181.269186315806,531.479852028968,0.267887595701383,3,0,52.082453003646,-0.962272408368671,6,80.030555208024,17.7510583063707,36.4711276323643,18.6362125957725,31.8252298239564,5325056.42456677,285.667701780662,-0.000174706632355,324.956017741402,5.89405871119029,1991,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-27.4693332967517,57.6566527833683,0.122933857648918,11,2,52.2612224411987,-0.989826869422717,8,45.6136266383412,9.46707126650505,21.1819914575745,16.5689871977322,20.3674842973781,3311073.76727241,288.414303335151,-0.0004124704875918,282.31682914915,2.00895798281614,2000,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8,-29.6415957421019,887.341828136481,0.219987010543444,11,0,52.8535546814811,-0.64142657471216,1,76.3214927468765,17.7713725314043,36.481521780644,18.6380206267021,13.7895362612731,5267570.04325117,281.864011181486,-0.0044867773551408,228.749485036696,10.5494585602463,1983,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,357.463245359512,645.863300744976,0.207813801291454,11,23,52.4872204378657,0.463394582827004,4,76.3231954531697,17.7469515384164,36.4818298561267,18.6361532684017,13.8183131700131,5183648.45313273,279.261637357759,-4.33084333484892e-05,228.941358912513,5.31796609581396,1984,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,172.382544611227,953.953968507076,0.152307178531095,22,9,53.1388112605767,-1.10344643603432,9,76.4016353173244,17.7516956288525,36.4238088577436,18.6388114914307,13.8119167735319,1352666.79487624,281.357747522079,-0.0002491396447374,218.961903204222,3.87287303956141,1987,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6,162.629279812266,710.024585886791,0.151798099310117,25,7,54.8553494983877,0.956214424125587,6,70.9041639156485,17.7384003970172,36.4866635825571,18.6490292486718,13.8078139710604,-46315.0177122945,280.05219520024,0.0011399435365852,215.16285567082,4.10769899370916,1989,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6,103.72138843418,1117.72385100958,0.168606906631583,28,13,54.9543481482364,-2.67083415137784,8,76.3528593224161,17.7588286575858,36.4803231524912,18.6458007597118,13.811418179407,9411048.1111989,287.54445073525,-0.0020953879780066,134.157890737214,1.86675667019153,1981,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,-31.1394033605469,197.386988110433,0.207373262742726,2,23,51.1026890214295,0.478626286344401,10,59.1851417395975,17.7988835286186,30.0187790513495,18.6435548311861,2.08418997644097,8212335.42521023,281.51182946579,-0.0022188778367586,221.632326020338,2.88914749918368,1995,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4,104.316078498299,567.586712499432,0.1382800475715,9,17,50.6100252452643,-0.621247551072547,11,76.3507783505817,17.7380829670495,36.4920712035619,18.6382331502337,13.8420874591808,-1440882.56177403,283.732691056537,0.0045150054069371,204.035354994665,8.6052888772764,1989,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8,-137.104044798609,41.3082099365767,0.186319969698878,2,9,52.8039958728179,-0.0895755319401181,11,88.2964025724783,18.2528349805506,34.9303371077797,18.6464420373422,9.03009684185006,-10252.8366227023,275.766064641669,0.0006089760929382,308.712710771155,3.24580352987401,1990,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,102.547115612236,488.455395629549,0.176979477710151,15,1,52.121348920759,-1.48579067022847,5,76.3735733256903,17.7452777319434,36.4941830425247,18.6458258740512,13.7976936591045,5601163.9356859,284.201479727902,0.0013976085120176,221.410049188472,4.23124488645163,1989,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,43.8465506128422,536.075848553931,0.180710932712953,27,3,53.2074651809114,-2.66297789373016,4,76.3346089098533,17.7672309902008,36.481385521722,18.6414442197798,13.8059944611618,1589117.09125834,278.095543305373,0.0018385752845144,233.26236444486,6.19697536853356,1994,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,103.928033989899,265.078422740782,0.0986877191287667,12,1,51.5362761579191,1.27499256265757,6,6.24982570113065,10.8920882081265,21.564386623784,18.6458170857855,6.83521675590545,11123992.1977749,285.40496956565,0.001514353541892,292.13413749098,2.4820747860166,1999,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,109.506036600383,579.60842134072,0.155085258151743,5,9,54.544051926308,-2.50619306793016,1,76.3386688675595,29.8677713848723,36.4635272934319,19.964742386281,13.8196497407289,-882720.873098941,273.413598700129,0.0118973673995636,218.105819543076,6.58821062594352,1995,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,91.7498840114631,253.186552174471,0.0791995986461635,23,7,50.2950335069835,-0.682538826014337,11,76.4467906859183,17.7657329098301,36.477848217673,18.6477694311286,13.7924759683568,86457.3971899527,281.555344790216,-0.0007352019460078,127.556247727664,4.1614503895749,1989,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4,44.9097375161594,835.002257942216,0.175185275919451,13,13,51.9654704318978,-0.602255239109358,4,76.3631778461449,17.7421443668932,36.4695455880903,18.6448108643325,13.801672013387,587828.584296976,283.585672197351,0.005780227928533,197.932947489452,5.70042601998302,1986,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,70.2662592636764,-127.603865567051,0.103129530563281,29,2,51.0271369621992,-0.111763125594515,3,47.0418273084321,13.946315943329,35.8491161710507,16.5794222041991,11.6109974037252,5265522.97566392,279.396290965428,0.0004190403199411,348.559926554439,-0.295498871142097,1990,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,71.5283502911964,745.259128709694,0.183428482855343,11,4,51.4525097832579,0.315772837917364,2,76.3690336686131,17.7352958123396,36.4810807241871,18.6383483688377,13.8019857592405,-1.48839268552121,274.491276545245,0.0007723863381715,100.337630236832,10.0141407072193,1985,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,136.010715208857,743.302065609618,0.221644306835722,25,2,51.9418739014136,-1.21217711195665,1,64.9939212294644,11.089677726539,36.4821648625645,18.639861310734,21.2255530342849,1594143.13800439,279.025648610893,-0.0008895816720593,242.972247238092,7.27582778552602,1990,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
