target,Altitude,blh,co,CVD60,Day,Hour,Latitude,Longitude,Month,no2,o3,pm2.5,so2,ssr,t2m,tp,wd,ws,Year,Region_East of England,Region_Greater London Authority,Region_North East,Region_North West,Region_South East,Region_South West,Region_West Midlands,Region_Yorkshire and The Humber,Season_Spring,Season_Summer,Season_Winter,Type_Background Suburban,Type_Background Urban,Type_Industrial Suburban,Type_Industrial Urban,Type_Traffic Urban,Zone_Blackpool Urban Area,Zone_Bournemouth Urban Area,Zone_Brighton/Worthing/Littlehampton,Zone_Bristol Urban Area,Zone_Coventry/Bedworth,Zone_East Midlands,Zone_Eastern,Zone_Greater London Urban Area,Zone_Greater Manchester Urban Area,Zone_Kingston upon Hull,Zone_Leicester Urban Area,Zone_Liverpool Urban Area,Zone_North East,Zone_North West & Merseyside,Zone_Nottingham Urban Area,Zone_Reading/Wokingham Urban Area,Zone_Sheffield Urban Area,Zone_South East,Zone_South West,Zone_Southampton Urban Area,Zone_Southend Urban Area,Zone_Teesside Urban Area,Zone_The Potteries,Zone_Tyneside,Zone_West Midlands,Zone_West Midlands Urban Area,Zone_West Yorkshire Urban Area,Zone_Yorkshire & Humberside
1,177.521393943855,576.479704602065,0.645991182373379,0.146638800027151,17,0,52.677852727422,-2.49441318747167,7,63.5871433059561,5.25834276562114,18.6466798619258,12.557599692891,3041231.02727654,287.525222070081,0.0004412892335885,242.101555513617,4.79720898082091,1999,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,-21.2342829901594,313.926706759947,1.44089330127596,0.157008059121309,11,1,51.2735098596466,-1.7873626869204,9,76.3951611741113,17.7399017308615,18.636534453405,13.8135676621431,10684147.3942953,288.702240602455,0.0006250265901475,262.276902746005,2.08147936828317,1982,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,94.2793432503407,-99.9871844472982,1.00866939701174,0.194717325187888,13,13,51.7824728118316,0.557293906722348,5,62.405816426089,11.8042611805848,18.6395451083581,37.6831848420191,162311.991525578,285.532993826989,0.0075230176485181,90.2063900692077,4.89674368406338,1993,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,37.097698568442,652.37485795137,1.44185047597347,0.277979034080434,24,17,51.742339361146,0.235000801082037,2,76.3394061640985,17.7662773968186,18.649516679278,13.8064472687603,2121981.35447858,277.456127294738,0.0007166849345774,53.6816753536239,6.24627241639591,1984,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7,171.715920572397,802.750367497786,1.44276855703492,0.120204924887796,16,15,51.2151956953326,0.452755178140038,9,76.3057483289451,17.7147744643078,9.58713314958495,13.7891231944979,954635.62285888,290.171539602295,0.0016261929905234,257.946663038043,2.34088699128607,1992,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,42.6748832277055,266.020648959583,1.37544954576328,0.164040975700971,4,22,53.0347848519776,-1.45508547772976,10,61.8845883263595,15.1625951172562,18.6404749323731,48.4313296954514,9377584.49029926,280.877839418233,-0.0010069165933407,204.313163049273,3.03368794939124,1993,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7,90.8848408910377,520.529641732881,1.4425572220854,0.215292481514545,17,23,52.466215257445,0.941496589754069,3,76.2526461329887,17.7589884889997,18.6421311687674,13.82425293354,1715098.81622835,276.367442515877,0.0001581917050818,196.879017607886,3.70482139432554,1991,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,138.204036739982,527.65476543416,1.44131454443373,0.173486317458387,11,3,52.2961009897405,-2.6199275769104,12,76.4068503784253,17.7729700953421,18.644523482871,13.7934479223434,412397.542163013,277.865252034345,0.000775323620234,54.1626958613489,4.59921690411852,1995,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,161.925523482921,-145.789006271065,1.44059512658258,0.252842112299523,30,9,51.4292259998311,0.464167457893892,3,76.3351258341917,17.7672364026338,18.6462596602111,13.8209379043781,-245031.708315008,277.715985399112,0.0001260599970121,229.012202694482,2.74645612024824,1986,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6,144.142221479617,1055.89093462096,1.44208627463579,0.140635461156816,20,19,53.0011667798003,0.988992221943849,6,76.4179504154896,17.7551515657175,18.6383510968321,13.8426543705917,2920584.40042682,284.104377985904,0.0030214661585936,258.813355873582,1.81123615439708,1985,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,47.9950244725953,185.442930217367,1.44254190917034,0.0920931961685769,27,9,53.6887269391036,0.386340134138626,12,76.3901489871417,17.7481332131905,18.6386043895588,13.8063285849182,517440.886242622,273.713553482064,-0.0092300578679544,81.7023201555235,2.13006797501875,1992,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,4.35126359173385,522.94753682577,1.44282562018431,0.20028112150658,30,0,52.6637874318688,-1.08480558701352,7,76.3722705313532,17.7416394357877,18.648191289194,13.8299059580672,11549274.6817608,291.843761099363,-0.000371104693007,264.496047573929,4.63454117440419,1989,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,38.7516047154744,1942.32585996238,1.43387693666294,0.158717215570671,20,17,52.3293518449589,-2.97234238709602,7,76.3671075370617,17.7313440877589,18.6359236981721,13.807662089848,9198380.86250923,290.068206455922,0.0001677972292904,201.877868662221,4.57522004094193,1998,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7,-46.9928762428806,595.547966450929,0.74183843964474,0.183054617673393,15,14,54.0225210475297,-3.59762156283874,9,76.8889781513509,17.7388132521644,18.6429555237689,13.7999145559426,4221713.96000204,288.023786359978,0.0020960274068087,0.547266895759197,8.54989811064227,1993,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,2.42659881160122,1035.44778194069,1.44148652912022,0.19346771669206,12,4,53.6574900314656,1.07262581313414,3,76.2929074809733,17.7492756195292,18.6357129346733,13.8119090423401,1.64175264899782,280.148842919962,-8.37934259101447e-05,224.752306678838,5.96115847837381,1997,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,142.790577931779,476.962373746382,0.989748161578292,0.174136218624883,2,7,53.1758239788572,-0.929763188517304,1,74.7454663710561,21.3528790192648,18.6406645283199,24.1461438248929,165225.337134838,271.795568979083,-0.0013078663789916,59.8392822415995,2.34962448857984,1997,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,136.091096902172,851.585661570518,1.44151213949573,0.171440247929478,5,20,51.4593075946008,-2.01048853972794,6,76.3067055260104,17.7420662143026,18.639252110419,13.8111511616121,6825113.65258491,285.823413647433,0.0001128492048791,230.695306609073,5.45612999345136,1981,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,45.9870863121556,479.846271444134,1.28136742085736,0.191657609581535,9,2,52.1871045206678,-2.16997396261159,2,67.7317718682543,4.57264185552379,18.6435541353346,14.5716126612255,-400431.959631874,275.174657434609,0.0016883672259457,107.976487263796,5.25009497363079,1995,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9,29.0174893342689,200.611186519084,1.1389947114217,0.145853953281059,10,21,52.5793070085642,-0.312011354875684,8,85.0359151733443,16.2661341009762,18.6452673930899,5.83183498048733,4717389.79190001,288.888070710117,0.0024801847397845,270.436213201569,3.90306906853337,2000,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,-40.5633413787769,1305.50965675324,1.44254188647607,0.181194982696335,6,14,51.3130989884853,-1.86462004315179,5,76.3616571233313,17.7495939747192,18.6423100813013,13.8063283298629,5220106.39690352,287.100671444515,-0.0001291147466925,252.415144788195,5.35852390567207,1992,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,150.362025027242,123.365931717014,1.44148652481797,0.127900919036405,18,23,53.5126786943005,-3.46059750637944,4,76.2933691961643,17.7491344819091,18.6405703032534,13.8119092080505,6536610.2693753,277.179517514716,0.0007312241938933,57.2668286824034,1.61527991594981,1997,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,69.2743530512091,325.908769957231,1.44256724285605,0.164000816218362,23,4,53.1192005963276,-0.476934145923881,12,76.3693264337805,17.7355909090354,18.6383476590375,13.8019861023126,22.7278010090316,277.349809033264,0.0005537415265666,196.821797851494,3.01058212506769,1985,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,64.5096041614726,1164.15647058473,1.43744333608193,0.165000803421526,29,14,54.3044647226753,-1.1291704278616,11,29.5052815272928,17.7722123784484,18.6481336823323,13.8185275439223,4313796.38269072,284.349648530819,-0.000212794476446,243.706198734004,7.58081779472004,1997,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,201.1490920328,1069.72002999503,1.44112109383988,0.0918197168937904,14,13,50.3226161732857,-1.14217572892594,10,76.3176381941978,17.7515108668951,18.6361545952727,13.7909524592413,2734114.29696455,283.928978823138,0.0031991887317797,369.587935088757,7.34609747216763,1982,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,9.8716528541261,815.377634702486,1.19617279472272,0.239191870960743,7,21,52.4150615902943,-3.44285074088668,8,77.4138506456255,28.4923070743006,18.6493021455694,12.9099731014328,7765196.42952775,284.800590240197,0.0001244226652174,41.244827007378,5.01504761733102,1981,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,134.346610717027,1156.9590718073,1.4428255882018,0.1586508210944,30,15,53.5339602396307,-1.58814877342926,9,76.3722443566373,17.742747862251,18.6383099658932,13.8299067195185,4986722.72067461,289.362792505425,0.0003767272805318,337.792716911002,2.99067451884166,1989,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5,67.7339843323084,-87.5239779826078,1.44278202298581,0.195005760284658,7,3,54.004647581851,-2.18692926107187,11,76.344236521355,17.7619957335556,18.6380750705028,13.806962153717,2599962.93162187,279.861430515584,0.0006797287836268,129.307430274341,1.31295090253437,1987,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,91.1930842424911,832.023502144748,1.01124552986468,0.125629499749959,26,11,51.9276106967848,0.869434628595246,8,48.0636174241832,15.115828692318,18.6414443784057,32.2898898229636,4899456.34762094,286.312877469019,-6.78942140841456e-05,272.782980085695,3.00284082591507,1994,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,-28.0013701831859,936.655872407081,1.44211503711093,0.18939376314984,5,16,53.0378501759162,-1.10505424123538,2,76.2885155879794,17.7360138224172,18.6413423446625,13.7947423421817,2211783.80179332,281.106591120771,0.0006462572739697,246.698492111605,8.72668821142903,1989,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,123.993049735672,1178.73745180359,1.44148654696179,0.185658797021318,9,13,52.1425473563821,-0.692648150066858,2,76.2932892078945,17.7492985301137,18.6417880758691,13.8119092777045,5529072.08462477,279.148996403039,-0.0026192982532928,223.494714338363,6.37813512878293,1997,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,66.7375595623853,-236.17353023552,1.27350702706301,0.156354579422796,23,13,49.5169080183315,-0.0952498037226601,1,90.9877797380235,3.54422996084136,18.7160052182771,22.4271196220292,-3435300.77522576,278.026736695199,0.0049417458460105,336.842009211825,3.56855475354626,1987,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,8.00397895898807,342.07586933937,1.89244679493125,0.0977825632586664,24,2,52.62757553707,-1.79083159537524,3,47.9570132224481,30.5576615297359,18.6428845878196,7.93859660506104,-580506.060494337,279.995438547181,-0.0004131811473601,281.230644820813,3.90219579484833,1997,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,70.2518441119522,-36.0209358535367,1.44541592393436,0.189792288904769,3,2,54.0315571120867,-0.605433882190312,11,76.3137662261086,17.7150469719526,18.6393582366654,13.8117179337516,4320229.99429133,278.475563596734,-0.0052264826727259,238.358049397091,3.3657394887344,1999,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,-59.8586418695687,14.5821760504359,0.200653698349518,0.211091067483876,27,0,52.2220222432088,-1.53169766039417,6,53.1499691124029,17.1424019443908,18.6438680797111,31.8954909701084,9254337.72480125,284.742539156238,-0.0021253425653896,101.811892239705,1.60915462461085,2000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,-88.5511223349029,865.613131803066,1.44286573444745,0.174569478077224,10,11,52.5217575586075,-0.967268265195466,5,76.4099521180037,17.77156204221,18.6369292753734,13.8509184381318,4769765.9475133,287.905173450732,0.0021255294166057,212.702589629208,1.12335716119275,1982,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,98.8947596461776,142.200155423346,1.56987390688262,0.218190678091839,30,2,51.7383774495278,-2.21547145086007,1,82.6813944663914,13.417228480697,18.6355088584605,22.7655754854878,1205525.95492896,282.149715953783,-0.0016563792774047,287.603029661029,4.59969976492069,1991,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,152.631331493895,663.665754510581,1.44344614888306,0.144418543007592,17,17,51.3081734361826,-2.06238504680555,12,76.3672532515761,17.7324649782709,18.6421392612978,13.7746148502249,1557898.51375579,284.349487996015,-0.0013193738627464,205.155360704626,4.70793929440578,1991,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5,137.750536883879,929.225321547097,1.44202121237239,0.186747000717854,11,9,51.4523843941135,-1.83015397933394,7,76.3355974653152,52.9181932652647,18.6467435444573,13.8199764846547,2303714.13813279,287.552081333044,0.0019664903190675,267.082109099669,3.07421031901079,1989,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,161.283901062887,1104.71874179848,0.169022087297236,0.24539189960632,10,13,51.9492928941051,-2.5524593610306,7,5.84339083893314,56.8676022428418,18.6428019325264,8.02368472077143,4048627.56014234,290.141411202666,0.0011435890470388,278.372806742823,6.27228521827235,2000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,140.220846800126,1335.43771515139,0.724327784271245,0.130859050595785,3,11,51.6903441589246,-1.58704521698545,6,75.1044164284017,20.6317465800868,18.6445237679341,19.8140369411128,3525101.10606983,287.351731972557,0.0007412745594927,245.048385951127,5.96851301220304,1995,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,93.7659013628826,99.9149741895721,1.44217699190128,0.169899495572236,12,10,52.4112325451954,1.22328017264052,10,81.1909180960936,17.7355323393269,18.6454217850587,13.8081811180686,3115599.26936825,280.839185854681,-0.0015119130784347,72.3116661758024,0.927640586391643,1985,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,-49.4320166653964,456.189277514385,1.44203339348086,0.164287299312001,19,21,53.8038191078008,-1.85778580911605,4,76.2935636343581,58.6302832943482,18.6411788684276,13.8041736546737,6280885.80794776,278.500404668642,0.0014823704942921,132.575294615184,4.80278952958626,1998,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,134.668037256436,2215.32506307767,0.831316622367658,0.155791744843983,7,14,52.0320591380763,-0.584315448636604,5,69.7467432450055,54.0297719792838,18.6433158945601,20.242167547751,7172182.86340303,287.362291121912,0.0011901866407204,283.461429579283,2.56659179743428,1990,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,111.558692422492,-21.1317808781696,1.44154191220273,0.261924455797732,4,4,53.6699089217344,0.926495240340053,10,76.3446793701042,17.7560785642776,18.6423307018323,13.8140160184979,9.32641192011838,282.004876930245,-0.0002364054588198,184.485168936415,2.08736322082817,1988,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,-103.210018060113,782.318888842024,1.44211380500358,0.114425416791095,23,22,52.4966369464157,0.577318710098753,6,76.3623556336141,17.744374456941,18.6361060148612,13.814762152377,5747148.26877808,280.700301360658,0.0009826089866134,185.567940092338,7.87097953697693,1991,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,22.702124871054,-521.931667173102,2.47883010614923,0.174725274494021,27,3,53.3078589203447,-0.583337052868236,1,73.0967600389944,17.7447083760886,18.6400009983974,22.7906590003183,233560.439586959,273.047790783597,-0.0009509138520693,284.953847647963,-4.29296074656341,1993,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,10.8301496368017,576.927290720746,1.27350698970107,0.218857938748005,29,6,54.2324770348453,-0.947267537399113,11,87.8100504405247,23.0022244222305,18.6368373858345,22.4271188438815,-18416.1206266149,278.900138701093,-0.0006337851094966,262.170160447965,7.66458162789454,1997,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,52.6125114022201,316.158600084625,1.44181462672586,0.16859801073726,8,7,51.9730769537632,-1.55935060052341,12,76.3288414509425,17.7284797228304,18.6365558250982,13.7994855915209,54014.9468008225,278.377906683571,0.0036083458628701,186.810760073833,5.22973759054278,1982,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,-21.2173363413963,1025.51600400845,1.44151216565396,0.244258103387612,17,6,53.1695490285933,0.118346703320844,3,76.3167307246365,17.7418321756901,18.6429531588749,13.8111513018507,85792.6488181068,281.781136993052,-0.0208906678535526,347.857939648919,8.91343892849523,1981,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,90.4762446826018,821.0373920541,1.95198531420545,0.165119104089053,8,19,51.3982325830926,-1.0068638932998,3,89.6906967240798,17.7498687886401,18.6419694871297,20.909208729429,3196553.07519292,281.021428110482,0.0006827617452348,236.903302467416,6.28788335000477,1994,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2.53883844568553,-198.045127839487,1.44335172020781,0.215207664713655,1,7,52.6662242431087,0.301377220911598,10,76.4130576389283,17.7409941549617,18.636943355461,13.8078126896665,308172.827246021,281.201906962444,-0.0003285318793226,120.136061948463,0.28458493155865,1981,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6,-12.7849770157545,413.915588848773,1.44112107188784,0.226650344656547,23,6,53.926502469966,-1.13697479012123,7,76.3773999957626,17.7519658775961,18.6375786798301,13.7909528878632,158515.089960958,285.039237487254,0.0001858993519514,40.6644778833162,3.36094972898618,1982,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9,-106.333528121838,49.0487836034876,0.888364342204116,0.165452170030874,30,1,52.6693618853179,-2.49966542655817,10,23.5399143230165,21.4073378413724,18.6463352085629,30.5255259092865,3565733.37907517,278.618838693793,-0.0003416550318315,438.068384273986,3.1674630663985,1992,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,79.3624166134041,874.580002933247,1.31907450647307,0.183810068459319,19,18,51.0936332335562,-1.93703661822459,3,55.8580601606963,18.2110956943413,18.4913330707498,13.7820933988933,6286906.29273824,282.593984489157,-0.0002632689265822,121.333022744183,3.96274825746479,1996,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,32.3058548292793,-136.968475213906,1.4433166788094,0.164487936147362,18,10,53.6877908570459,-2.49111547265165,11,76.37512624149,17.715403088129,18.6419601471801,13.8385179274935,662562.852715423,276.663000354004,-0.000881356466968,244.100383605667,-0.174000518893818,1987,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2,14.9857270543524,429.114954826768,1.76669581688061,0.256394411669702,18,14,50.8419449354501,-2.71552508798658,1,96.0261451946676,20.2029940360119,18.6344102176529,24.8640651841351,1219387.70244141,278.537111540097,0.0004379444096733,342.11726203967,0.515510299776208,2000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,172.787604571469,925.193187423545,1.32069824009985,0.219843727319833,4,9,52.4137482362738,-0.784734267940235,1,200.654218642642,14.7425834503921,18.6265884762605,14.6391874275608,608138.784870188,278.786669561345,-0.0013493860156493,245.97393605018,9.22019630740719,1991,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,93.4536293755679,396.652188447548,1.44286566545036,0.24726035449749,20,22,52.9527872728828,-0.758946728617948,12,76.4099499060543,17.7718243608802,18.6476323118012,13.8509187912103,330729.845579363,279.373476396739,0.0045280943698938,189.12605615357,5.12679690206167,1989,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,73.4765148896263,608.490167652602,1.44307246980368,0.157127259149558,5,1,52.9692030918012,-1.96829535744062,8,76.2763619436357,17.7366279765772,18.6417881578067,13.8097844234189,5538607.43709112,289.402817312601,0.002282696137082,68.9593274126385,5.9248447025819,1997,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,-6.20681650631093,326.38780806089,1.44148658980244,0.236252983804543,14,6,54.1831005009322,-2.36287482111495,4,76.292878011819,17.7491659418982,18.6417878336794,13.8119092094599,2020.24509434748,278.078055522987,0.0001632275010326,98.0252974030804,3.19397325323213,1997,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,118.212404165763,368.691983931451,1.44126207568253,0.192318743588653,4,10,51.4175129005533,-1.18247762118667,11,76.3066117049001,17.746037567715,18.6378565140343,13.8153052003312,444377.659374381,278.843575486987,-0.0020185842450577,254.816209535358,2.59811026323127,1983,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
