target,Altitude,blh,co,CVD60,Day,Hour,Latitude,Longitude,Month,no2,o3,pm10,pm2.5,so2,ssr,tp,wd,ws,Year,Region_East of England,Region_Greater London Authority,Region_North East,Region_North West,Region_South East,Region_South West,Region_West Midlands,Region_Yorkshire and The Humber,Season_Spring,Season_Summer,Season_Winter,Type_Background Suburban,Type_Background Urban,Type_Industrial Suburban,Type_Industrial Urban,Type_Traffic Urban,Zone_Blackpool Urban Area,Zone_Bournemouth Urban Area,Zone_Brighton/Worthing/Littlehampton,Zone_Bristol Urban Area,Zone_Coventry/Bedworth,Zone_East Midlands,Zone_Eastern,Zone_Greater London Urban Area,Zone_Greater Manchester Urban Area,Zone_Kingston upon Hull,Zone_Leicester Urban Area,Zone_Liverpool Urban Area,Zone_North East,Zone_North West & Merseyside,Zone_Nottingham Urban Area,Zone_Portsmouth Urban Area,Zone_Sheffield Urban Area,Zone_South East,Zone_South West,Zone_Southend Urban Area,Zone_Teesside Urban Area,Zone_Tyneside,Zone_West Midlands,Zone_West Midlands Urban Area,Zone_West Yorkshire Urban Area,Zone_Yorkshire & Humberside
4,132.878738111182,-33.0870849436108,0.381315219689658,0.242850125549162,23,3,53.6429234295727,-1.99618538938248,3,43.5834131135103,12.0717809199308,23.7596102863512,18.6417702430527,-0.787256363518887,948702.039265804,-0.0010365848783412,205.449335614721,-0.406940780291789,1998,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,28.3298807869841,1311.71888222548,0.560131638358484,0.146508712469143,5,15,51.9063580982462,0.134871078754504,5,57.4435802670939,24.4390446770669,27.4948202285269,18.6463354705403,18.9157018394321,3131053.97668999,0.001550804728249,301.375223504045,2.7205051154845,1992,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,191.522192970343,507.497255477142,1.44143187817777,0.225157447671769,17,9,52.4073345586808,0.0541242986248918,10,76.3145051383848,17.7500716001266,36.4602611358378,18.6388498520894,13.8151399371209,833584.269534032,-0.0034304070380605,61.5619305398566,7.06022447873543,1981,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,40.3259082592616,482.001719701961,1.49910066408894,0.224305901437238,1,0,54.0099267377117,-1.51246693495354,7,72.6101091442459,17.7419466281839,36.4764576174221,18.6477699180167,5.42628881600145,6707760.90974349,-0.0014337608298923,232.910502834087,5.15473347219798,1989,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,71.2806086409821,426.00080170776,0.961489437411565,0.136734055270094,3,10,51.327460043829,-2.80517440498389,11,34.7519784658057,45.6095149980283,38.1162276169155,18.551956583822,17.2331034388461,580417.036934984,0.0017418058568971,259.968116001961,3.81532158597614,2000,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,16.9498594029739,527.253175590495,1.0704822126604,0.136246606303484,14,9,53.011609403112,-0.466257812025091,2,65.6983440805462,20.150032482502,37.9843929610703,18.6445234982393,10.5205836564348,-590318.287395257,0.0020984067032499,208.660125162943,8.29644338442326,1995,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,216.911222333828,898.770252622436,1.44029020485102,0.212769962250335,8,1,52.4901207117396,0.162235329434394,2,76.3215853967218,17.7525266217899,36.4335581287348,18.6389357345457,13.761209117781,5775473.02151624,-0.0044489453731876,244.494653450754,8.27561797488034,1990,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,117.288532822712,347.049893289279,1.44159261552451,0.210120999269264,19,0,53.0631522267104,-1.78819015024071,2,76.3446323745875,17.7566642616938,36.4757784885626,18.6420664546371,13.8013064773735,-320624.050791137,0.0007384275780546,34.4510295438717,2.74852896116226,1986,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,36.1075124174146,1288.34580494935,1.44172323213428,0.122188218673146,25,9,51.1493064486058,-1.6029888085376,3,76.3719374864904,17.7588213936479,36.4577755169875,18.6385948704768,13.8111311744667,490003.330310556,-0.0011606055718373,81.5387774559862,8.92236437181164,1992,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3,99.4676727972305,436.310128890822,0.125376578274317,0.14632060827424,15,7,51.8318084788726,-1.32353780354183,3,21.4192290997025,27.9945637531183,11.6304074822651,17.7312233390915,-2.24938669233993,105728.582195819,0.0016033028971118,283.777864341572,4.34815655109006,2000,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5,117.21290992621,159.021064592179,1.44184520206934,0.171571404756788,15,23,52.1635132937269,-2.08290857322821,6,76.3254921030701,17.7390365250832,36.4851537691609,18.6407676485585,13.8040849400981,8117195.18418497,0.0014818642353451,340.078571602898,1.8543700874911,1985,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4,143.067660676824,963.658914501515,1.44099770714605,0.13452280335002,29,10,53.2884044815355,0.69756089956122,10,76.2921796816836,17.7539394905231,36.4796239338384,18.6447602172451,13.8172724337326,2716943.88213868,-0.0004339684491556,110.375118668994,3.01195783642377,1995,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2,43.9005779778479,1837.79286100515,0.933528094117165,0.141592840791006,3,10,52.21678113618,-2.51225586057491,3,85.1813317065477,18.4074164081547,35.3195136007998,18.637444791788,1.3948918675516,2407477.61767435,0.0026084963143482,233.890622541751,9.84339764245146,1982,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,32.1430098545663,106.670110128731,1.44246456660089,0.113138983714588,13,7,52.2373312075773,-1.88806487837024,2,76.3066217568635,17.7844288493113,36.4729858072798,18.6402117774563,13.8181590777206,169068.594463327,-0.0006531675996206,132.634214733019,3.65825375555615,1981,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,92.2838036564346,585.494835352118,1.44262414963993,0.200851519440331,28,9,52.4233739983567,-3.58147128690857,3,64.9007920292113,17.7404225051295,36.4863358258829,18.6354652957975,13.8138473131624,-13413.0169894386,0.0004108087899079,225.305886339501,3.79792110233717,1988,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,34.1733540220195,-10.6387986007314,1.27350703972939,0.258554933752605,19,9,52.3155049379285,-1.42420783025162,2,90.1886598614942,11.5468279207356,35.6293324135578,20.1679093382414,22.4271194361909,-590962.844738431,0.0030168973974962,-233.996534722189,1.9200743066843,1987,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,157.782474465142,452.487984783487,1.44305110648849,0.146860305180628,19,16,52.0467993842256,0.1884546529445,9,76.2712048359386,17.7478711672179,36.480682222601,18.6395451278187,13.7929841506806,3717020.82224091,0.0006538916708958,165.262789081489,3.91859757058516,1993,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,-10.5573115682648,698.935902709569,0.134127014564282,0.208707913918608,19,19,51.7640493234551,-1.16530129564711,6,-115672.6994254,11.52450346955,33.8548827818033,18.5924442839188,31073.7855795173,-1675364748.88416,0.61817058215837,75.8241055157199,8.75722989597651,1987,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,44.9903203565698,1002.71627592665,1.44305111075921,0.127120775798325,21,9,52.753919605176,-1.936729954588,6,76.3434841093977,17.7484044901445,36.4806818224179,18.6406568734829,13.7929846594001,2109044.11522118,0.0025042118805668,503.783993991178,4.99632304552269,1993,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,-8.97972532544574,1095.94085031583,1.44229266046136,0.209703532061719,11,13,53.1421750078218,-1.56595190149873,1,76.3791818112712,17.7226866835521,36.4926104265044,18.6424018464005,13.8083907625803,2896471.30525142,0.0005331861172464,206.538064880558,11.3381272829845,1989,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,224.554015257981,329.576749432978,1.35079302959985,0.103274680433231,3,20,52.1550925145288,-2.70377371968384,2,88.5842101967118,14.1244099789661,34.4349045517014,18.6386355682977,16.7021586765441,159970.428684313,0.0029181601108009,273.586369577896,4.28569664481944,1981,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9,95.9331223134496,1296.41075450199,2.68672430875133,0.196287901979401,1,13,54.0643251962566,-2.60056618407768,6,79.0361405886504,17.7416216059413,36.4764596884242,18.647632000311,22.8785259010836,7106573.12285601,0.0012721104497321,363.303062439724,5.54750794603511,1989,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,224.842063001014,479.559695674467,0.452035561390343,0.17499948132908,9,6,53.0947804661726,-2.49059572898562,3,11.2546910028398,55.5125314044801,15.9010348693376,12.4687225215482,7.62735457892797,114321.080595378,0.0004160509024766,305.686313459545,6.14658207877604,2000,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,195.872105732286,356.437801153448,1.44154190800008,0.175654382089266,27,11,52.7134177098558,-0.372692903691056,11,76.3497177190337,17.7560459511257,36.4783198441898,18.6364986849985,13.8140148502891,2475741.69024349,-0.0017022734235924,176.52995293393,2.61307732095674,1988,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,129.219819391115,854.350923833637,1.44153506942235,0.256181902352065,6,5,53.8199649173457,-3.25197195929172,1,76.2668934388897,17.7400140796952,36.4936867802435,18.6398035316677,13.788088190703,32908.8047524128,0.0014245865834761,391.262843223289,9.54087654499789,1985,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,-93.4370829618757,1154.5153581607,1.35996247525201,0.127201654669875,9,16,52.3817547444086,1.81260298357298,8,76.4114608242248,17.7139660375447,37.6560359553612,18.6359875296766,13.8136968676095,7411195.95442028,0.0001909763006154,272.663755251067,3.87733222962308,1999,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7,75.9488760060353,527.770941885672,1.35210170726434,0.131594195485706,21,5,49.6938434820794,-1.79402165454168,9,76.3154824577715,17.758882045976,35.8805075663224,17.3126729846025,13.8218548526214,44670.1249085633,-0.0003290505366741,190.948067447712,5.92657748179562,2000,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6,88.3541522888646,720.13357746223,1.19550632963692,0.182004431662533,9,19,53.7057004871147,-1.76121360553416,4,77.2514015125685,45.6082521200196,31.8835896523761,18.6394886305897,17.4229895358853,5688905.74119661,0.0003964729098971,158.050102186035,2.5452905318282,1993,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7,62.2515311852715,611.669367346365,1.44177054672404,0.217239750012696,31,11,50.2913889565031,-2.71019200354377,11,76.346113146107,17.7524070242822,36.4917281686327,18.6384107988812,13.8281437315481,3347938.51685194,-0.0007431435134766,131.262445784232,7.45852092051484,1985,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8,149.685445198759,794.628149475926,1.44299839752831,0.136772259715786,5,22,51.9023445258381,-1.46362712898057,7,76.2938120972762,17.7421687444505,36.4819583714555,18.6415116916782,13.8030993191988,4927294.19387502,0.0020510600243246,-44.710860839211,6.63675674635945,1992,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7,-6.48691567521077,101.904450086572,1.44205481985636,0.215601851361238,31,7,53.0042036893303,-0.0593649275210253,8,76.3439730913403,17.7383727052042,36.471063567336,18.636941283309,13.806527017155,112993.990843671,-0.0008241505756292,97.8659745407654,0.901714937375851,1981,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9,143.255172493104,1508.82529210346,1.44196293014638,0.0922486756824316,2,13,53.1784483154108,-0.459298490697058,8,76.3387933710595,17.7932077318577,36.4857282252572,18.6354652716496,13.7873870913597,8394444.53718331,0.0014939857983524,20.6270025584137,1.19944604986161,1988,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9,88.5471697186735,1314.39078942442,1.04892473598031,0.253601360630038,11,17,52.2555746949867,-0.552216411775111,6,65.5193988206053,30.4321726100815,35.3813920713513,18.6386987510092,-2.49459349198843,1403110.39745,0.000572234187552,228.4814193471,9.31781957136807,1996,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,51.7987395928521,393.177276051557,1.44159263437511,0.244069999166511,7,12,52.3341760358062,-1.44965298376186,12,76.3402111853623,17.7566761183001,36.4757779409279,18.6412675764426,13.8013061339662,-187183.951752213,0.0068046686144386,184.337911744112,5.14931439860743,1986,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,42.4676047156076,532.302311338618,1.37537698256684,0.22233111754758,6,0,52.8401764095333,0.47536133651555,2,76.3228192944486,17.7274227875074,36.5899063376811,18.6441910394771,13.8476902648514,1944284.78313334,0.0017266652450239,240.831437068594,5.22383812305875,2000,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,82.5164618725942,958.275710564286,1.44141166108313,0.138631519371598,18,21,52.3553830995,-2.05508826030363,2,76.395241188705,17.7467317322393,36.4712338138205,18.6405906954779,13.793769213208,-414302.036665725,0.0037327474437529,283.661266903478,7.29558442532911,1996,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9,45.2370322106227,726.260188941339,0.964059735992388,0.224236495809614,1,15,52.9996394468569,0.0174800321218882,7,59.5916403091578,17.7442796722098,36.4728477356781,18.6415765659068,13.783584079764,5569787.57442733,0.0005626128967042,85.5425010549575,6.85942717773653,1994,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,131.556716638144,318.115207441442,1.44143185564668,0.201199704997676,21,13,50.6334196464056,-1.08717185590997,1,76.3144745805967,17.7500496552181,36.4602619257064,18.6443155028396,13.8151391543675,1945243.86826422,0.000313425804968,203.731670324055,4.40835258704456,1981,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,212.245314573487,762.595632332874,1.4089546145637,0.14776532277534,6,16,52.8921839745955,-0.312572747103308,10,76.3344319022026,17.7635983356069,36.1599691261396,18.6345728475248,13.8163144188685,2037816.1259571,1.8491168996154e-05,284.820561365912,2.71134832829366,2000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4,147.580083024326,915.401272391316,1.44003355073349,0.222359440650452,1,14,52.4534515960237,0.0922510088473372,4,76.3141020899023,17.745353682671,36.4611957062356,18.6404134598997,13.7816456517936,2707827.19074946,0.0012559741762398,39.9941206760797,12.2429831432968,1984,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4,89.1751976863617,1095.34427790499,0.134127040167093,0.157873374015838,16,20,52.4990935979055,-0.779362376213022,1,-115667.230071806,10.2371922698503,33.8548812236599,16.2455719830112,31073.7849916833,-1963111886.84365,1.77045057796468,293.940905258534,9.30833567872551,1983,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,67.225328620264,1165.9341537022,1.28675313504261,0.212246110967237,30,17,53.1726384328309,-0.380388380720422,9,-1458416.09954198,34.1032945739076,34.4568366690775,18.5973922689277,-103533.368863839,-9404780543.04565,4.0952201849539,104.703722757899,2.59421894264562,2000,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,57.9878814041809,774.689521836064,1.40723944093604,0.211047242919922,10,23,51.9632645174121,-0.403912007670075,1,76.3343872534255,17.7246978440273,36.4849536944147,18.6402120003967,13.8294568828196,4526342.73700891,-0.0110666089744571,290.632325045622,7.92228027294468,1995,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,86.0885785575889,721.17498333265,1.4401334542523,0.279012373108033,7,1,51.4697903297484,-0.419684069040887,1,76.3594812672852,17.7751201274738,36.4709357701458,18.637590051879,13.8038279585409,2140304.91902626,-0.0010631495975802,152.457779952271,7.82080889439557,1982,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6,301.574864720671,1067.11632132687,1.17256491595988,0.180790627688657,9,11,50.0655796953267,-0.521976587411768,11,66.776578591137,6.70395515494469,41.5505382528943,18.6406689916275,17.9832570677022,2141769.82534928,0.0022606112798918,222.901711744273,9.87267668701844,1985,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6,137.952478809729,529.310940337753,1.79763501631359,0.214141055570778,22,9,52.6478771750589,-1.17436610615392,10,84.5581069151663,17.7398707375542,36.4757871429038,18.6468892569617,13.8110882870355,1670737.65949374,-0.0008413843062936,212.056273907397,5.48102623771973,1989,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,-23.6954115580415,782.353917009722,1.4420356164736,0.208914031784534,6,9,53.1832729268901,-1.33338157409585,11,76.2956639402694,35.9229555616094,36.457790466575,18.6410245465187,13.8143153113671,1692835.1904681,-0.010078652340617,247.06722559235,6.59034336363613,1997,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3,139.082880509384,22.4402068722553,1.2813674476273,0.232807871631672,5,1,54.0822315032236,-0.409345340066244,9,69.3494738418229,11.5292779735585,33.5821525310236,18.6275864611576,14.5716134825479,9652497.84442332,0.0010175868199131,132.576505445036,4.09219025836295,1986,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4,148.855826653368,1006.23281063185,1.43938887431525,0.134134463017769,16,9,52.1982750022458,-1.55596750790355,5,76.2408405748582,17.7440082156108,36.4714647644722,18.647384291125,13.82921233263,2304756.62949596,-0.0001949597002977,42.0511538076222,5.90905926196531,1996,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,169.414327403716,582.802197600187,1.19550654780336,0.189768487172879,18,16,53.4712626928819,-1.48465451043262,3,98.5694279484671,43.9950185379214,31.8835886503213,15.9572996660606,17.4229902677173,3555382.20846409,0.0003574055680346,-317.2597202494,5.1489571451162,2000,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9,99.4674443708253,-18.2283909645032,0.134126992741068,0.166771683278998,29,2,52.5846680184505,-2.89349360333967,8,-115649.192054527,-7.20053932722623,33.8548813514345,18.648049026576,31081.5816931311,-1042931604.46122,0.425523821797324,287.819340585706,1.6925585095019,1998,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,45.3753488530894,562.115096745541,1.27350701855891,0.161833752734232,20,9,52.6116198101062,-0.870353708636224,4,86.046293094226,22.7217166526885,35.6293316538539,19.3630097388239,22.4271198696934,1803476.5570324,-0.0004358745545075,200.800069338798,3.76537841017263,1984,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,139.620536789927,1748.56554150979,1.44289570361935,0.134717473208435,31,18,52.2997732527835,-0.0486320195086718,5,76.3535227887292,17.732084091965,36.4826157249744,18.6430188154632,13.8249630831097,7132798.04562237,0.0002642529236084,329.227860047171,2.44602333955909,1995,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5,192.575656264646,853.620751356495,1.86076899385193,0.236302096490434,15,13,51.8648001994673,-0.415729715436896,11,62.466300943541,17.4120865109053,33.4881356182796,18.6368373166887,-4.58045530660181,3524980.4858532,-0.0043421126873754,183.337608703075,3.36140674402623,1997,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8,99.2989475191039,121.002434247096,1.44261198904306,0.15297163475401,23,18,52.7957228431381,1.15924933117065,8,76.3196483336887,51.4535686547854,36.4804000558945,18.6726820579488,13.7818831596696,827766.82364265,0.0032389709224923,242.480132558447,6.28923729940571,1992,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5,-8.51998283089456,870.867490056735,1.39744283899197,0.166628033149568,17,20,53.2836041946606,-2.88149954208613,9,87.621468068431,17.7368347155033,36.4846322090146,18.6416239277085,31.520910594153,8732248.86568275,0.0004614834343234,248.811774769249,3.65151358509644,1984,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,32.720024443712,130.154002339387,1.44130051014182,0.173696288877086,12,0,51.6797987779465,-0.866417644869779,8,76.2880103363321,17.7243607300485,36.4545279121364,18.6405325377133,13.8379491139729,7912539.32550397,-0.0005914732657124,207.798578229882,1.17197244910333,1981,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,185.781935237244,273.719924825435,0.905476119984753,0.178676557988458,15,5,52.5669836335236,-0.825315827441181,3,58.7777732867198,67.1685556031817,17.2987360044187,18.6477893463552,8.57725447591557,26578.4888772695,-0.006652048818622,228.31693338969,4.19023456283557,1999,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5,71.8660686843145,1058.90284473788,1.4426997480673,0.260671575757594,11,21,52.4653277727073,-1.49326698197188,10,76.3712980962398,17.7559211975452,36.477620212067,18.6419571258346,13.8075089264698,4849341.65352179,-0.0001758366320642,89.4196081083053,9.26186915638923,1988,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,23.542372729892,440.221185943167,1.43993115339122,0.184480373619101,5,0,51.3898556352636,-1.8465270376623,5,76.3378656450752,17.7714535766655,36.4994466573726,18.638332646144,13.8112405241699,8483105.35499536,-0.0011345517608978,138.315481499422,4.20651138956012,1983,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,95.3839314771109,1062.7390375403,1.43983183675372,0.224364766002594,6,11,53.3362244003542,-1.53651042401366,7,76.8476488189096,17.7385291079439,36.4647215662119,18.6385679505303,13.7817078076255,6665602.70798952,0.0011803732749385,88.3726311412722,5.04318268513645,1989,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,202.929746151544,970.778403354126,1.44131163470664,0.199313466406459,31,6,52.4268869038005,-1.72207847753983,6,85.3357875951745,17.746559122451,36.4571304996084,18.6408687168233,13.8103062859618,141800.554811081,0.0010258566518534,267.301912859657,10.334975139475,1990,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
